ID ra dec z fracDeV_r velDisp petroMag_u petroMag_g petroMag_r petroMag_i petroMag_z modelMag_u modelMag_g modelMag_r modelMag_i modelMag_z extinction_u extinction_g extinction_r extinction_i extinction_z petroRad_u petroRad_g petroRad_r petroRad_i petroRad_z petroR50_r petroR90_r
1237651823246573881 216.793186650403 4.75741702546582 0.02697618 0.03394252 27.59561 17.69131 16.46254 15.95266 15.68757 15.52206 17.67687 16.43861 15.90905 15.64193 15.43288 0.1295686 0.100959 0.06984296 0.05190081 0.03860467 9.434253 9.746545 9.814133 9.766424 9.49859 4.866668 9.394678
1237651822716584267 232.41355944001 3.49164729579596 0.03778633 0.09314441 95.8073 20.35456 18.60229 17.87564 17.4798 17.11496 20.37387 18.67424 17.90947 17.53614 17.24013 0.2282079 0.177818 0.1230137 0.09141236 0.067994 4.635004 4.448441 4.407794 4.583441 5.049192 2.069786 4.951204
1237651821638779047 223.179504057261 3.22482522638177 0.02786343 1 217.3689 16.77397 14.95622 14.14698 13.75985 13.49124 16.75009 14.87394 14.0547 13.66889 13.33863 0.1918156 0.1494614 0.1033967 0.07683485 0.05715101 11.1975 10.05804 9.29816 9.200615 7.985465 3.791073 12.89352
1237651753998352529 152.587706573107 2.1808861656235 0.045609 1 211.2332 17.79792 15.86424 14.92029 14.48141 14.13531 17.83358 15.81848 14.88993 14.44075 14.08352 0.1939052 0.1510897 0.1045231 0.07767189 0.05777361 13.3454 10.76587 10.93417 10.86204 10.07381 4.185669 12.1529
1237651752929919057 164.714596451625 1.65063492560861 0.03986229 0.9013792 182.1536 17.45043 15.05389 14.17382 13.74215 13.50106 16.85287 14.80329 13.9153 13.4835 13.17368 0.112118 0.0873616 0.06043635 0.04491069 0.0334053 8.790073 15.40281 15.61587 15.70228 14.73006 7.289839 22.21712
1237651752929919056 164.718416675671 1.66930035185851 0.03817315 0.8464796 158.6045 18.37056 16.46494 15.60977 15.2024 14.90891 18.23972 16.31127 15.45117 15.04042 14.73267 0.1124917 0.08765276 0.06063777 0.04506036 0.03351663 4.252467 4.049654 4.038255 4.202764 3.936935 1.874925 5.531148
1237651752929919049 164.708666640099 1.5585811036449 0.03556102 0.2037823 46.3386 19.00982 17.9008 17.27072 16.96128 16.7429 19.14334 17.94471 17.3551 17.01045 16.80344 0.105789 0.08243004 0.05702472 0.04237548 0.03151957 9.2569 5.454726 5.910188 5.69938 5.838977 2.791182 7.652823
1237651737383665812 216.77097170052 2.82628338903163 0.03569248 0 13.82638 18.37495 17.41919 16.99353 16.75103 16.65074 18.71384 17.43287 16.9587 16.69457 16.51934 0.1335999 0.1041001 0.07201599 0.0535156 0.03980577 7.798291 7.586547 7.552083 6.887808 6.883584 3.5379 7.760523
1237651537629937709 143.183635839747 59.7362434136827 0.04077138 0.07109932 55.30399 18.59455 17.20967 16.65854 16.32767 16.16738 18.66713 17.21642 16.62567 16.2903 16.05476 0.121576 0.09473123 0.06553462 0.04869925 0.0362233 9.456801 8.994058 9.008535 9.006259 8.383619 4.438828 8.467912
1237651298186887415 261.465179773876 60.386246336051 0.02707724 0.2128506 40.94709 18.88002 17.80151 17.29507 17.05275 16.81608 19.03521 17.86646 17.31363 17.03967 16.79134 0.1090181 0.08494617 0.05876537 0.04366897 0.03248169 4.092439 3.939279 3.625877 3.534317 16.96064 1.764313 4.04888
1237651274035364052 128.381084359846 54.6121414354443 0.02974333 0.6871884 13.46381 19.59768 18.01171 17.27565 16.9161 16.68338 19.41891 17.83126 17.05008 16.68991 16.4386 0.1624429 0.1265744 0.0875636 0.06506915 0.04839949 5.923483 5.436076 5.048372 5.201938 4.976325 2.213541 6.012467
1237651274035364002 128.374864823475 54.5291062513437 0.03097183 0.4041527 41.85947 20.12966 18.45985 17.73534 17.43033 17.14058 19.91976 18.53821 17.81988 17.44725 17.22468 0.1494141 0.1164224 0.08054051 0.05985023 0.04451758 5.323621 5.063623 5.220526 5.010117 5.176821 2.362187 5.496939
1237651273492398342 116.884942195209 42.8097843492511 0.02877931 0.3252515 49.82708 17.98268 16.77437 16.16991 15.85881 15.65695 18.09381 16.87765 16.2848 15.95598 15.70941 0.2434765 0.1897152 0.1312441 0.09752844 0.07254325 5.543565 5.82454 5.939299 5.859746 5.691519 2.691782 7.282998
1237651272423702592 127.607371794812 51.8904911214581 0.04112403 1 149.7939 18.18415 16.33031 15.47803 15.06465 14.83597 18.27207 16.38444 15.5123 15.10413 14.76648 0.1998411 0.1557148 0.1077228 0.08004958 0.05954219 11.81031 9.630802 9.406551 9.481086 8.731806 3.476812 10.84446
1237651191359209671 134.3764893773 53.8814388271138 0.04537768 0.5719715 98.24471 18.85494 17.71929 17.13686 16.75551 16.55673 19.10868 17.80389 17.17818 16.77992 16.50689 0.07871414 0.06133352 0.04243025 0.03153022 0.02345269 4.194026 3.411026 3.143382 3.012167 2.825615 1.511801 3.623757
1237649954405613730 24.4756822469503 14.3943688495209 0.03818974 0.1003025 52.00145 18.83993 17.61376 17.18367 17.02468 17.29373 18.73877 17.62574 17.18699 16.92476 16.86605 0.2405536 0.1874378 0.1296686 0.09635765 0.07167239 8.123397 7.895365 7.861638 7.42627 6.248282 3.552747 7.690676
1237648722834686089 164.718562584275 1.15784583027532 0.0412651 0.8154804 81.24776 19.40915 17.85167 17.18447 16.82077 16.62105 19.23751 17.68028 17.0218 16.67138 16.43587 0.129747 0.101098 0.06993913 0.05197227 0.03865782 5.021989 5.076608 4.873919 4.970091 16.2488 2.100258 6.085613
1237648722290671857 148.524735371597 0.650542107171237 0.03454532 0.001472626 21.73646 17.45989 16.20617 15.72777 15.47604 15.49541 17.33712 16.13785 15.68184 15.41801 15.32794 0.1773923 0.1382228 0.09562193 0.07105734 0.05285361 10.36543 11.15956 11.29338 11.61825 10.99691 6.062111 11.58687
1237648720144040094 150.405833096303 -0.943491695960046 0.04726475 0.08395538 51.30688 18.46338 17.18277 16.62945 16.20754 15.99139 18.7589 17.2234 16.60966 16.21881 15.86789 0.2130015 0.1659694 0.1148168 0.08532121 0.06346331 14.99778 11.04489 10.27166 10.41675 27.61318 4.503098 11.40596
1237648705135772307 233.308915016984 0.498348818717795 0.03748205 0.7665935 56.63462 20.17455 18.32544 17.54241 17.16504 16.85701 19.79445 18.13935 17.35294 16.96416 16.64149 0.2554339 0.1990324 0.1376897 0.1023182 0.07610592 3.25174 4.075978 4.037406 4.156131 3.369495 1.865392 5.301
1237648704052396092 211.256484912983 -0.254277122208674 0.03239046 0 46.38569 18.97081 18.27685 18.07298 17.91518 17.95838 18.80461 18.20425 18.02746 17.87077 17.79389 0.1986371 0.1547767 0.1070738 0.07956729 0.05918345 1.981038 2.260548 2.095033 2.121159 1.745683 1.128277 2.042783
1237657776619585702 141.398685062567 44.8352397944758 0.03521999 0 419.0096 19.56086 17.85153 17.45456 17.13602 17.87077 19.28736 17.87814 17.46277 17.17858 17.18558 0.08038501 0.06263545 0.04333092 0.03219951 0.02395052 8.490837 11.96145 11.22509 11.98977 10.86516 4.7945 11.78587
1237657776081404082 138.362790805247 42.7489434818899 0.04873981 0.4811171 69.81744 19.11489 17.93368 17.3692 17.01915 16.81059 19.1412 17.97604 17.4092 17.061 16.83337 0.08137306 0.06340533 0.04386352 0.0325953 0.02424491 2.451722 2.568924 2.54887 2.59191 2.566737 1.217343 2.914946
1237657774472233001 143.197028139632 43.4786623945547 0.04013375 0.8443575 113.9971 18.26232 16.52274 15.81182 15.40273 15.11088 18.20328 16.49801 15.69858 15.27787 14.93003 0.07049451 0.05492885 0.03799952 0.02823772 0.02100367 7.932898 9.424101 7.837815 7.382528 6.260137 3.102756 9.732355
1237657774469808250 136.837169432027 40.4516905356339 0.02730217 0.3915656 67.17693 16.54409 15.36373 14.82552 14.56365 14.24666 15.98378 14.76051 14.156 13.86557 13.60287 0.08190473 0.06381962 0.04415011 0.03280827 0.02440332 23.18516 22.02518 21.17878 20.8856 23.91453 10.27948 23.87946
1237657772312821935 128.362219875011 42.3542412413941 0.03470202 0.1310564 98.06475 19.04559 18.27741 17.76661 17.48878 17.42409 19.29917 18.27014 17.76164 17.45145 17.27747 0.116577 0.09083602 0.06283994 0.04669681 0.03473385 6.105269 4.908016 5.002518 4.813413 4.209747 2.23961 5.499085
1237657771780931796 141.414083571472 49.4653360006219 0.02804524 0 16.44909 19.24612 17.93278 17.3256 16.97752 16.80152 19.20254 17.89 17.28767 16.95931 16.74684 0.0602564 0.04695138 0.03248075 0.02413668 0.01795325 4.261458 5.257275 5.203965 5.172716 5.087051 2.32629 5.3042
1237657771246354646 148.503639279016 52.0651782193704 0.03611588 0.2223067 0 18.06888 16.74594 16.16624 15.89616 15.76338 17.95016 16.73094 16.19147 15.93814 15.73063 0.03730132 0.02906493 0.02010699 0.01494164 0.01111384 6.985861 8.696402 9.222261 9.216426 8.532827 4.289742 9.958086
1237657770705289440 136.843873118211 46.1261306347093 0.03926408 0.9902952 75.82067 19.48411 17.91301 17.19037 16.80045 16.56822 19.45015 17.81839 17.07546 16.73949 16.48679 0.07442984 0.05799523 0.04012083 0.02981408 0.02217619 4.073977 4.173153 3.77366 3.811672 3.955048 1.702818 4.664509
1237657770174185599 154.483956386247 53.0023341471287 0.04484748 0.142206 84.03642 18.67587 16.6552 15.93736 15.51458 15.31481 18.7694 16.66832 15.91485 15.53792 15.25553 0.03017661 0.02351341 0.01626647 0.01208773 0.008991049 9.191219 12.10023 12.48001 12.39901 11.98834 5.244469 11.42819
1237657770170581181 143.184451805149 48.7963990187041 0.02638659 0.09400176 55.39484 16.86494 15.82564 15.42576 15.17788 15.12181 17.02538 15.89266 15.43711 15.181 14.98636 0.09957729 0.07758995 0.05367637 0.03988729 0.02966882 13.08106 11.91586 10.91058 10.97763 9.903001 5.057049 12.9881
1237657770168287321 136.848214538099 45.7713579607858 0.03956767 0.04774016 72.74154 17.28149 16.05147 15.5366 15.24439 15.36071 17.44953 16.07613 15.46915 15.15444 14.97108 0.07146829 0.0556876 0.03852443 0.02862778 0.02129381 43.77327 17.32246 16.14068 15.63142 13.59274 7.400191 15.10248
1237657632189972565 148.060543991177 50.1498817569428 0.04951768 0.9563133 126.1065 18.925 17.20827 16.44841 16.09269 15.83936 18.95651 17.15227 16.34888 15.96173 15.68168 0.04680079 0.03646686 0.02522761 0.01874682 0.01394419 5.579623 5.023127 4.55199 4.360808 4.338662 1.89045 5.324018
1237654879130157066 223.416631042205 2.92063092645467 0.04451426 1 118.7329 17.75119 16.42292 15.70093 15.32103 15.08231 17.69365 16.4192 15.70807 15.31498 15.0156 0.1883438 0.1467562 0.1015253 0.07544417 0.0561166 7.832788 7.424787 7.562192 7.132959 6.951761 2.94703 9.875362
1237654657385300056 145.648395494284 53.7440449795308 0.04577233 0.7411537 60.12642 19.78309 18.15707 17.48945 17.19088 16.98948 19.28299 17.91418 17.2932 16.95433 16.70914 0.05931319 0.04621644 0.03197232 0.02375886 0.01767223 5.453002 5.63753 5.788297 5.601968 5.556536 2.599573 7.228155
1237654653099180473 122.168354150469 38.8832258296182 0.0420428 0 45.38505 19.32139 18.32753 17.80189 17.59408 17.61866 19.28534 18.23044 17.77268 17.5576 17.52769 0.2014895 0.1569992 0.1086113 0.08070987 0.06003332 5.81582 6.217813 6.589115 6.232315 6.386926 3.230708 7.195985
1237654652569387119 138.798543858701 50.049695076099 0.04939998 0 60.13148 19.06708 18.02962 17.7134 17.50752 17.42746 19.08121 18.04291 17.69796 17.4799 17.44552 0.06421854 0.05003865 0.03461651 0.02572377 0.01913376 5.150384 4.747464 4.879885 4.917997 5.031505 2.369529 5.068022
1237654651497742423 145.654015146341 52.2124329423155 0.03919074 0.09034398 38.72189 17.45094 16.3392 15.93836 15.76226 15.54298 17.61619 16.38024 15.91632 15.65521 15.41971 0.04633092 0.03610074 0.02497432 0.0185586 0.01380419 15.17725 14.85951 14.16151 13.58566 12.85933 6.364076 13.36571
1237654609606279206 191.250411566289 64.6008901239148 0.04211448 0.4206713 66.03696 18.69133 17.22349 16.64847 16.41884 16.29191 18.91512 17.36096 16.71925 16.41549 16.17576 0.08327248 0.06488536 0.04488739 0.03335614 0.02481084 6.75156 6.308492 5.747278 4.811981 4.424879 2.562324 7.02724
1237654601033711850 166.499085323655 4.51410260097003 0.02384365 0 0 18.52585 17.48535 17.10516 16.93584 16.82898 18.47438 17.42327 17.05813 16.85878 16.74579 0.2522269 0.1965335 0.135961 0.1010336 0.07515043 5.63395 6.138599 6.386319 6.352852 6.379871 3.156958 6.559375
1237654600492974146 157.609051103768 3.73969385257833 0.02940927 0 65.68034 19.64193 18.12019 17.65146 17.36442 17.10774 19.34205 18.08779 17.58285 17.30777 17.05865 0.1457269 0.1135494 0.07855297 0.05837327 0.04341899 4.954442 5.680104 5.673995 5.540635 5.420666 2.552913 5.473925
1237654399163170867 218.943439861273 60.3637026934856 0.04878097 0.1108405 122.5933 19.29052 18.00414 17.5252 17.44688 17.49965 19.09308 17.94582 17.54589 17.35913 17.23981 0.05004713 0.03899639 0.02697752 0.02004719 0.01491143 8.527079 8.941113 9.240449 8.424032 8.718674 4.117347 9.108561
1237654398616076515 168.776495751168 63.3671278159171 0.03217877 0.1660222 65.41473 19.11933 17.83573 17.32977 16.99882 16.84031 19.19626 17.91624 17.39393 17.11937 16.98396 0.04534857 0.03533529 0.02444479 0.0181651 0.0135115 8.818328 8.269701 8.028728 8.292914 8.105612 3.830316 9.068484
1237654383588081912 135.444321911614 52.5576408056044 0.0302727 0.812829 73.59323 17.79632 16.28039 15.56218 15.19375 14.96823 17.7292 16.09926 15.38198 15.0139 14.74394 0.0653856 0.05094802 0.0352456 0.02619126 0.01948149 7.603155 6.000794 6.003484 5.99396 5.68625 2.701689 7.922273
1237654030326366373 166.486914991569 2.68177540244031 0.03907776 0.4498596 130.6614 16.9848 15.48426 14.64834 14.15625 13.81496 17.09701 15.37374 14.47638 13.98018 13.56165 0.214852 0.1674112 0.1158143 0.08606245 0.06401464 19.86774 18.50003 16.89154 17.31457 15.52059 6.951114 19.7782
1237654030325514470 164.620605569907 2.69645952383683 0.03731969 0 95.80823 17.86322 16.69861 16.29309 15.99894 16.21114 17.87436 16.66093 16.1634 15.85649 15.65746 0.1546788 0.1205246 0.08337839 0.06195908 0.04608617 16.39121 16.15814 14.83285 15.11432 12.99324 6.455649 14.38386
1237654028714901544 164.611091105425 1.38291213914326 0.04084192 1 237.927 17.08154 15.10718 14.24222 13.84375 13.53657 16.96873 15.00124 14.12014 13.7116 13.37434 0.1210053 0.09428651 0.06522697 0.04847063 0.03605324 9.342023 13.90372 12.98182 13.10771 11.55503 5.478868 18.15164
1237653472516243550 39.9316711528821 -7.44513671959376 0.04641269 0.8022423 131.088 18.47322 16.77988 15.92938 15.54783 15.26924 18.44775 16.6435 15.79584 15.43426 15.11782 0.09141045 0.0712264 0.0492741 0.03661593 0.02723553 6.052753 5.156785 5.014063 5.034231 4.991192 2.196469 5.594996
1237652942633763024 349.033420124676 13.8217734329042 0.03893681 0.7177187 124.9648 18.23237 16.56941 15.71439 15.27956 14.95394 18.11798 16.36603 15.4888 15.04158 14.70471 0.26079 0.2032058 0.1405768 0.1044637 0.07770177 8.097417 6.968345 6.80602 6.701308 6.59596 3.072657 8.407087
1237652901845598221 54.5540327335987 -5.54042227789474 0.02214921 0.7719134 15.66288 17.47842 16.55211 16.30558 16.19489 16.06191 17.18122 16.37544 16.15648 16.09398 15.98373 0.2293009 0.1786697 0.1236029 0.09185017 0.06831965 3.110419 3.708606 4.155191 4.411339 4.601109 1.881964 5.072174
1237652901295620154 24.5928128579652 -8.97537231105386 0.04241549 0.09399012 68.62827 17.65036 16.30573 15.65114 15.28333 15.02122 17.76284 16.30821 15.6315 15.27144 15.00967 0.1368147 0.1066051 0.07374891 0.05480335 0.04076362 8.412771 9.565533 9.522811 9.596385 9.215955 4.521585 9.794321
1237652901293064384 18.7862256002565 -9.18451981553369 0.04194961 0.9063054 84.63536 19.76649 18.08112 17.27243 16.9087 16.60684 19.7851 18.04035 17.20615 16.83849 16.50688 0.1916817 0.1493571 0.1033245 0.07678121 0.05711111 8.566606 3.075083 2.990422 2.954449 3.036659 1.411799 3.705667
1237652901293064366 18.7783193248904 -9.16034048635223 0.04216949 1 156.1525 17.8991 16.1807 15.3765 14.95354 14.66084 18.07573 16.11994 15.27442 14.85682 14.47489 0.1952725 0.152155 0.1052601 0.07821955 0.05818097 12.909 10.6872 9.374825 9.821323 8.851362 3.773398 11.68832
1237652901283496097 356.559391579279 -9.3822880379386 0.04853483 0.3492643 59.7178 19.56693 17.96385 17.14062 16.70124 16.43389 19.70738 17.9822 17.16214 16.7009 16.32366 0.1375427 0.1071723 0.07414134 0.05509496 0.04098053 4.19909 5.703267 5.705577 5.320202 5.339808 2.530034 6.093511
1237652628566376636 10.9233068447058 -11.1821794084572 0.03619848 0.1202698 48.5937 18.71953 17.67596 17.0892 16.73071 16.68847 18.93409 17.6766 17.08619 16.73544 16.53538 0.1286027 0.1002063 0.06932228 0.05151388 0.03831687 10.89192 8.773252 8.330715 8.691522 7.035592 3.758605 9.68786
1237652616740339746 20.5384357080781 -9.88855585877324 0.04270416 1 153.9558 17.01965 15.31264 14.57034 14.21558 13.96005 16.89707 15.14464 14.41459 14.05662 13.79756 0.1578819 0.1230205 0.08510504 0.06324216 0.04704055 6.074203 4.874759 4.899163 4.71975 4.865807 2.220597 7.091443
1237651821637533983 220.319977974028 3.27675665071071 0.0276766 0.5751891 51.5237 18.8912 17.22779 16.46394 16.08555 15.87222 18.56678 16.94757 16.19154 15.81864 15.56366 0.1332118 0.1037977 0.07180679 0.05336014 0.03969014 6.031817 6.74725 6.669543 6.693161 6.612714 2.950703 7.670881
1237651821637533829 220.311350173495 3.44601480606792 0.02552171 0.3877499 58.12711 19.34727 17.46332 16.7056 16.53581 16.11672 19.35907 17.52446 16.73838 16.4418 16.10482 0.1346887 0.1049485 0.07260291 0.05395174 0.04013018 7.037463 5.456564 5.333504 4.453743 4.951374 2.36542 5.969992
1237651801771606193 151.382900251186 0.61101069761687 0.02049355 0.4994886 84.40733 17.59151 16.21804 15.4352 15.04489 14.7693 17.51339 15.98634 15.18759 14.78625 14.43862 0.1699574 0.1324296 0.09161422 0.06807918 0.0506384 22.87936 6.633229 6.464567 6.372041 6.373914 2.969395 8.08066
1237651754536206461 154.843551400451 2.74259409300464 0.04605772 0.638478 225.8396 17.01323 15.29171 14.39241 13.94401 13.61842 17.16924 15.16546 14.2423 13.77722 13.39958 0.1939909 0.1511564 0.1045693 0.0777062 0.05779913 24.00999 15.38067 14.54979 14.52139 13.7987 6.252318 17.40681
1237651754534699138 151.365369897201 2.63307507671058 0.02290024 0.2125748 43.52229 17.48264 16.34119 15.94215 15.73752 15.67619 17.54071 16.43266 16.00237 15.78364 15.62372 0.1340045 0.1044154 0.07223411 0.05367768 0.03992634 14.37724 15.30239 17.29029 15.23592 12.96243 6.354358 13.13457
1237651752929853577 164.609679672222 1.64242745017616 0.04138646 0.1122323 0 19.14226 17.94863 17.42232 17.17769 17.05846 19.00885 17.91461 17.45649 17.15919 16.97766 0.1129427 0.08800421 0.06088091 0.04524104 0.03365102 6.073215 6.680318 7.077417 6.618243 6.850749 3.236413 7.503634
1237651735771545887 213.399499698161 1.73627238230745 0.02560067 0.1899942 45.26639 18.59037 17.44043 16.94629 16.7115 16.67213 18.60933 17.47411 17.00773 16.77655 16.60509 0.2185182 0.1702679 0.1177906 0.08753102 0.065107 6.402488 5.274367 5.569163 5.633785 4.702435 2.55674 6.775656
1237651735235854707 216.080857828477 1.12441622518286 0.03828513 0.4506525 0 18.67831 17.58647 17.15163 17.0687 16.98651 18.22243 16.98862 16.60967 16.38011 16.24953 0.1245682 0.09706267 0.06714751 0.04989779 0.03711479 11.16418 11.21332 11.85766 10.76113 10.16429 4.963546 10.34126
1237651539253723319 211.342013646246 65.6490683234075 0.03142978 0.313238 40.45564 18.92558 17.31746 16.59117 16.26534 16.06621 18.90801 17.30027 16.57499 16.21737 15.89443 0.05160349 0.04020909 0.02781646 0.02067061 0.01537514 10.83307 11.0447 11.40077 10.67737 10.1836 4.721397 11.17411
1237651538186272897 234.627618220744 56.5708384499038 0.03961298 0.1559911 41.25931 17.98366 16.89786 16.49592 16.26015 16.26588 18.07846 16.93789 16.52246 16.27213 16.09809 0.05453682 0.04249472 0.02939765 0.0218456 0.01624911 11.36371 10.65053 10.46339 10.51538 9.445661 4.736084 10.07311
1237654399691128853 174.844505508407 64.8036373734659 0.04350083 1 72.61211 17.54028 16.36697 15.7871 15.44807 15.3245 17.55494 16.29648 15.65091 15.28757 15.02306 0.06246044 0.04866875 0.03366882 0.02501954 0.01860994 9.950794 9.324977 8.701752 8.533051 7.300428 3.948386 10.16341
1237660024521490540 40.4951622224303 -1.06004021689096 0.04379856 0.2322036 63.67534 18.1913 16.90099 16.33249 16.01673 15.80524 18.36508 16.97376 16.36824 16.04309 15.8056 0.1342133 0.1045781 0.07234666 0.05376132 0.03998854 6.837905 6.169526 5.802211 5.661924 5.679614 2.672085 6.212953
1237659163345551581 234.938348806854 46.0249979059425 0.03776738 0.5038229 133.6126 17.21514 15.55873 14.73111 14.28395 14.0268 17.09061 15.38685 14.54122 14.07379 13.7173 0.07125171 0.05551885 0.03840768 0.02854102 0.02122928 10.04772 10.00324 10.57671 11.31552 10.18082 4.773479 13.68848
1237659145096396997 216.038494935094 55.5624588591078 0.04114684 0.8410141 57.15256 19.67217 18.28024 17.56097 17.21007 16.96484 19.69382 18.13617 17.41576 17.08281 16.82626 0.05765573 0.04492496 0.03107888 0.02309494 0.01717839 9.084378 3.489375 3.607002 3.578952 3.790412 1.67957 4.251417
1237659120397189196 217.108785420918 50.9594484763315 0.03234759 0.3286296 64.22533 18.77637 17.64982 17.22238 17.01233 16.8721 18.68909 17.6567 17.27827 17.05747 16.91849 0.0547407 0.04265359 0.02950755 0.02192727 0.01630986 15.25273 3.420731 3.849069 3.897582 3.870644 1.810326 4.61488
1237658917459263595 196.988065787922 54.3862998153434 0.03242049 0.9456308 121.5007 18.70308 17.0407 16.22655 15.84511 15.54761 18.76493 16.95272 16.12621 15.73766 15.42786 0.08330233 0.06490861 0.04490348 0.0333681 0.02481973 5.253428 3.951085 3.830538 3.740735 3.716845 1.685995 4.698353
1237658916385521668 196.711812534822 53.5469331573434 0.03063989 0.9845079 144.0608 17.63068 15.9637 15.16934 14.78177 14.49884 17.67013 15.84449 15.0475 14.65791 14.35887 0.07499736 0.05843743 0.04042675 0.0300414 0.02234529 8.590609 5.892008 5.747998 5.569656 5.519862 2.472983 7.555315
1237658800967123206 196.11950532059 53.732739824844 0.02885289 0 0 18.8176 17.29899 16.92926 16.76694 16.67032 18.60117 17.26229 16.88768 16.66956 16.46334 0.08523954 0.06641807 0.04594771 0.03414407 0.02539692 11.49733 12.91949 13.03586 12.34827 10.92616 5.99787 12.1632
1237658493879976125 156.785306270134 9.83400052870487 0.04536492 0 23.20147 20.36931 18.66613 17.8029 17.3828 17.04458 20.34694 18.58495 17.72641 17.27831 16.90354 0.1567522 0.1221403 0.08449608 0.06278965 0.04670396 5.932853 5.44155 5.325902 5.11693 5.040708 2.391967 5.339376
1237658424629985296 165.469342175692 7.79862425845611 0.03764687 0.2202992 93.15582 17.7513 16.3065 15.52863 15.13161 15.01763 18.02768 16.40277 15.61049 15.19107 14.87855 0.1689874 0.1316738 0.09109134 0.06769063 0.0503494 15.60071 12.40324 11.57823 11.42829 9.630008 5.583303 14.47742
1237658311329906723 182.51122161158 59.4207404658426 0.04470594 0 119.1693 18.29186 16.67259 16.11837 15.76735 15.61486 18.15313 16.65382 16.07173 15.69281 15.47233 0.1067452 0.08317517 0.05754019 0.04275853 0.03180449 12.89145 12.46746 13.02392 12.59902 11.57899 5.490173 11.7542
1237658304349143307 146.582138204386 54.569645662822 0.04117012 0.2414007 26.2892 18.76098 17.72683 17.25254 17.00579 16.87625 18.76149 17.73114 17.31331 17.0651 16.89344 0.04890988 0.03811025 0.02636449 0.01959164 0.01457258 6.042439 6.041136 6.452234 6.538229 6.629284 3.029943 7.957187
1237658303276777583 151.983916832928 55.3319427882744 0.04748716 1 144.7285 18.74861 17.02521 16.16715 15.77892 15.46727 18.79653 16.9615 16.09818 15.69882 15.38169 0.03886028 0.03027967 0.02094734 0.01556612 0.01157833 8.782146 5.066128 4.923318 4.690381 4.835145 1.96929 6.105477
1237658204501311687 151.311302813459 44.5382157410315 0.02645344 0.1486729 0 18.44777 17.59665 17.40644 17.35973 17.31733 18.5752 17.726 17.487 17.40505 17.35062 0.05451777 0.04247988 0.02938738 0.02183797 0.01624344 6.792612 7.118147 7.010471 6.874836 6.464326 3.357088 7.91469
1237658192152166626 135.28033451659 37.7845331552128 0.02928346 0.5252027 43.20327 19.79032 17.959 17.1932 16.89911 16.67814 19.40648 17.66903 16.89952 16.60456 16.38105 0.1329563 0.1035986 0.07166904 0.05325778 0.039614 5.50473 6.105906 5.96828 5.846481 6.97065 2.625103 7.181662
1237657856070451210 170.539474867572 51.1304295809281 0.02069492 0.5027308 53.90979 18.20836 17.05409 16.54136 16.40312 16.14143 18.10727 17.09292 16.63119 16.44198 16.24176 0.05465858 0.04258959 0.02946328 0.02189438 0.01628539 3.248279 4.218058 4.817196 4.634637 5.174915 2.170975 5.7514
1237657856064618639 151.311252264971 46.7529243083547 0.02328252 0.3755597 25.31797 18.46012 16.97224 16.31154 15.98349 15.78939 18.55606 17.08595 16.43116 16.1067 15.86829 0.04126536 0.03215369 0.02224378 0.01652951 0.01229492 7.002852 6.940189 7.114746 7.262103 6.5036 3.201999 8.626198
1237657775543746825 136.748335336122 41.440594169453 0.02612591 0 48.76499 17.54414 16.14443 15.70642 15.46004 15.31507 17.40024 16.1412 15.66827 15.40772 15.2349 0.07214876 0.05621782 0.03889123 0.02890035 0.02149655 11.05085 12.74815 12.42887 12.54284 12.69812 5.690724 13.02584
1237657775543681302 136.756871557972 41.2793078411482 0.0265438 0.08911418 76.40288 16.47655 15.11276 14.5237 14.16232 13.90643 16.64294 15.18065 14.52528 14.16673 13.88069 0.07388555 0.05757112 0.03982743 0.02959605 0.02201402 19.55322 17.22353 15.80578 16.22559 14.92488 7.282713 17.85749
1237657775004188862 130.785427122981 37.2622719020692 0.0453359 1 124.6973 19.04383 17.37619 16.51311 16.11571 15.84884 19.19309 17.30198 16.41889 16.02398 15.67569 0.151381 0.1179551 0.08160076 0.06063811 0.04510361 8.767492 4.24086 3.93441 3.436963 2.997654 1.769783 5.541929
1237657634338898220 151.323238026885 53.2799010145966 0.04715224 0.3827114 58.21247 19.51908 17.86934 17.13391 16.80576 16.53528 19.54924 17.91788 17.18643 16.8483 16.58218 0.03809706 0.02968498 0.02053593 0.0152604 0.01135093 3.763924 3.613297 3.419528 3.288629 3.689941 1.667971 4.131866
1237657634338897973 151.329757706397 53.1602593847571 0.04268567 0.9783102 151.2766 18.47473 16.40521 15.57927 15.16502 14.94959 18.25632 16.26689 15.41173 14.98811 14.68032 0.03813429 0.02971398 0.02055599 0.01527531 0.01136202 7.201685 8.494051 7.765864 7.566221 6.940378 3.347748 9.208139
1237657634338897971 151.356455358734 53.1660265441451 0.04581154 0.7593105 146.1051 18.20829 16.36545 15.60012 15.20518 14.94659 18.06065 16.17326 15.41041 15.01545 14.71655 0.03766706 0.02934992 0.02030414 0.01508815 0.01122281 5.311399 6.05997 5.438523 5.373326 5.177389 2.544162 7.344736
1237657634337784046 147.698110446406 51.9683805923569 0.04869016 1 146.9193 17.91959 16.14203 15.39531 15.03504 14.78859 18.0211 16.11165 15.34505 14.98604 14.70857 0.02298241 0.01790774 0.01238849 0.009205977 0.006847555 8.238384 7.650404 6.584733 6.333375 5.99722 2.659787 8.740148
