ra,dec,z,c_par,fracDeV_r,velDisp,abs_model_mag_u,abs_model_mag_g,abs_model_mag_r,abs_model_mag_i,abs_model_mag_z,abs_petro_mag_u,abs_petro_mag_g,abs_petro_mag_r,abs_petro_mag_i,abs_petro_mag_z,color_u_r,color_g_r,mu_sup,petroR50_r,petroR90_r
248.460617,40.6597099,3.22264209E-02,1.74134254,0.00000000,38.1393089,-17.2881069,-18.5513687,-18.9904900,-19.1840630,-19.1106129,-17.0819969,-18.3603687,-18.8973293,-18.9497433,-18.6513824,1.70238304,0.439121246,23.6346989,5.65480042,9.84694576
249.196777,39.3467712,2.94681806E-02,2.55821896,3.73817310E-02,37.2687111,-17.4076691,-18.5713711,-19.1347637,-19.3767166,-19.6116943,-17.4854774,-18.6046314,-19.1238041,-19.3192253,-19.5069046,1.72709465,0.563392639,22.1799088,3.21526670,8.22535515
216.674591,-1.14927471,3.06497104E-02,2.23409319,5.20851091E-02,0.00000000,-17.0566177,-17.9423084,-18.3667183,-18.5732441,-18.7305679,-16.9942493,-17.9123287,-18.3939075,-18.6003647,-18.7388783,1.31010056,0.424409866,20.6101513,1.08081353,2.41463828
246.702621,41.6636620,2.73488499E-02,2.77298164,0.335367203,0.00000000,-16.3651085,-17.2387486,-17.5544643,-17.6842022,-17.7563858,-16.5555382,-17.2641487,-17.6777344,-17.7684937,-17.9254169,1.18935585,0.315715790,21.3949604,1.15929723,3.21470976
248.427124,39.5977821,2.82367393E-02,3.13785839,0.951414227,160.588196,-18.4598293,-20.2171936,-21.0016155,-21.3856697,-21.6613827,-18.3820610,-20.0644550,-20.8380337,-21.2228699,-21.4551926,2.54178619,0.784421921,19.7864513,2.35712743,7.39633131
227.794693,4.29776621,4.20219004E-02,2.31279945,0.00000000,50.3207283,-17.1367130,-18.5604935,-19.2584686,-19.5874214,-19.8585377,-16.8017616,-18.5092945,-19.2441578,-19.5570412,-19.7287083,2.12175560,0.697975159,21.0214424,1.87936020,4.34658289
246.709137,40.9998360,2.94302702E-02,2.55991912,0.114951298,0.00000000,-16.7636223,-18.1570835,-18.6451321,-18.9416313,-19.0306053,-16.5114918,-18.2811737,-18.6451206,-19.0153313,-18.6054153,1.88150978,0.488048553,22.1739197,2.58565021,6.61905575
224.286575,2.04421878,3.52058001E-02,2.30234623,0.310344785,15.7335100,-17.8887863,-18.7954807,-19.0990963,-19.2932091,-19.4112701,-17.9226341,-18.8379116,-19.1449451,-19.3375092,-19.3362999,1.21030998,0.303615570,20.4118576,1.36206484,3.13594484
224.286209,2.03434992,3.53509784E-02,1.84892595,3.33904810E-02,53.8325996,-19.3514023,-20.3754177,-20.8055820,-21.0322533,-21.2136040,-19.3601112,-20.3966484,-20.8058529,-21.0097733,-21.0939522,1.45417976,0.430164337,21.1046638,4.02662086,7.44492340
227.854691,1.57584095,3.70777994E-02,2.65828919,0.342439711,104.230202,-18.4088593,-19.7801228,-20.4643822,-20.8172588,-21.1103058,-18.5389996,-19.8568935,-20.5146732,-20.8596592,-21.1042633,2.05552292,0.684259415,20.0363445,2.14465451,5.70111227
227.873383,1.59765387,2.61661597E-02,2.46424794,0.608766377,73.8093872,-18.7056351,-19.9355221,-20.5468121,-20.8466759,-21.1399841,-18.5896149,-19.8267117,-20.4139118,-20.7162781,-20.9289341,1.84117699,0.611289978,20.9842281,3.23360920,7.96841574
227.563538,0.703451931,3.78024615E-02,2.32192683,0.00000000,71.7162170,-16.6608963,-18.2590637,-19.0525703,-19.4696312,-19.8524303,-17.1004257,-18.2769337,-19.0321407,-19.4358215,-19.7974701,2.39167404,0.793506622,21.7901192,2.42610025,5.63322687
245.433319,43.7385445,2.62677893E-02,2.44502163,6.67617321E-02,50.4921989,-17.8828602,-18.9625568,-19.3402195,-19.5236912,-19.6571808,-18.0426311,-19.0012054,-19.3550701,-19.5281715,-19.6255608,1.45735931,0.377662659,20.6397705,1.76503062,4.31553841
209.821869,59.2974777,3.56151387E-02,1.99865460,0.00000000,0.00000000,-17.9161777,-19.0087280,-19.3277245,-19.5340576,-19.6577377,-17.6718082,-18.9621487,-19.2873840,-19.5083179,-19.6196766,1.41154671,0.318996429,22.0578003,3.21413636,6.42394876
209.656998,59.3098640,3.68608609E-02,2.23751712,0.00000000,33.5690193,-16.9161224,-17.9255142,-18.3796349,-18.6091976,-18.7915611,-16.8611012,-17.9497147,-18.3709736,-18.5722675,-18.8471909,1.46351242,0.454120636,21.6530018,1.74774027,3.91059923
193.381653,61.4481850,2.75153499E-02,2.19980645,2.40032393E-02,91.9605331,-16.6287575,-17.6617355,-17.9421043,-18.2732239,-18.5099411,-16.6052380,-17.7074547,-17.9089546,-18.2080135,-18.2354717,1.31334686,0.280368805,21.9136562,1.62671399,3.57845592
193.367508,61.4771957,2.76687909E-02,2.25200510,0.00000000,118.952301,-17.1089268,-17.7954865,-17.8510056,-17.8931980,-17.9662209,-17.0828762,-17.8346672,-17.8752842,-17.9210472,-17.8413906,0.742078781,5.55191040E-02,21.1559124,1.12946129,2.54355264
177.909912,61.1826820,4.85433005E-02,2.14963961,9.77049321E-02,60.0046082,-18.9329643,-20.0902157,-20.6596680,-21.0045547,-21.2182236,-18.9539452,-20.0927258,-20.6483364,-20.9925041,-21.1576042,1.72670364,0.569452286,20.3627644,2.60100102,5.59121466
250.858063,39.3311157,3.06038391E-02,2.49409151,0.103839800,34.5714493,-17.7456570,-18.7487946,-19.0988102,-19.2843170,-19.3974056,-17.6951160,-18.7711945,-19.1035500,-19.2856770,-19.1083260,1.35315323,0.350015640,21.5704765,2.38915801,5.95877886
250.853821,39.3499718,3.07513308E-02,2.75859761,0.381872803,0.00000000,-17.7699928,-18.6947422,-18.8794537,-18.9883690,-19.0251541,-17.5494308,-18.6644726,-18.9009113,-18.9908295,-18.8383255,1.10946083,0.184711456,21.9559574,2.59769845,7.16600418
249.192505,40.5103836,3.36464196E-02,2.33154249,0.186011493,50.7095299,-17.2604237,-18.1901989,-18.5107288,-18.6862259,-18.8137684,-17.1892223,-18.1847496,-18.5169201,-18.7020550,-18.7766685,1.25030518,0.320529938,20.3755264,1.05256426,2.45409846
229.816391,4.25251627,3.61631401E-02,2.22427487,0.00000000,43.2896194,-17.7733116,-18.8104725,-19.2329636,-19.4513645,-19.6176090,-17.8576717,-18.8055210,-19.1932526,-19.3653660,-19.4865379,1.45965195,0.422491074,21.3659248,2.16697598,4.81995058
246.708572,40.9178276,2.91466005E-02,2.21016669,0.175268203,19.0995693,-17.0382519,-18.0032501,-18.3736458,-18.5245476,-18.6961021,-17.0445232,-18.0885086,-18.3375454,-18.0901375,-18.4393520,1.33539391,0.370395660,21.8264751,1.91025233,4.22197628
221.556458,58.0038414,3.72533612E-02,2.02428889,0.141142204,47.1641197,-16.4530144,-17.9692039,-18.3074417,-18.4365425,-18.6869984,-16.2065945,-18.2096233,-18.3213902,-18.3023129,-18.7220688,1.85442734,0.338237762,22.7152081,2.80118871,5.67041540
341.391968,-8.75072765,4.99044210E-02,2.62990212,0.367602497,147.051895,-19.1496391,-20.7799530,-21.5986156,-22.0303307,-22.3453674,-19.5422401,-20.8198929,-21.6412945,-22.0538101,-22.3346291,2.44897652,0.818662643,21.1117077,5.82624388,15.3224516
262.984497,59.5958328,3.68042290E-02,2.23348641,0.164354593,15.4408998,-17.6975021,-18.9950275,-19.5967236,-19.8902588,-20.0681152,-17.8288422,-19.0286846,-19.6267910,-19.9045906,-19.9492722,1.89922142,0.601696014,21.8074074,3.30179191,7.37450743
262.876984,59.7302437,3.56831588E-02,2.28335166,9.67448801E-02,0.00000000,-17.2039070,-18.3720398,-18.8749619,-19.1405926,-19.3525486,-17.2922173,-18.4090405,-18.8498421,-19.0989132,-19.1921692,1.67105484,0.502922058,21.9919529,2.51164389,5.73496675
262.996704,59.9716492,2.91195791E-02,2.98766613,1.00000000,153.351395,-17.8246918,-19.5467472,-20.4224110,-20.8257713,-21.1263580,-17.8181610,-19.4497204,-20.2887211,-20.6850319,-20.9503288,2.59771919,0.875663757,19.9018879,1.88024712,5.61755085
261.158112,58.3472328,2.74823308E-02,2.47277308,0.221016198,52.3834190,-15.6411943,-17.1454582,-17.8125858,-18.1148033,-18.3359261,-15.8035460,-17.2203579,-17.8489647,-18.1436043,-18.3315563,2.17139149,0.667127609,20.9864254,1.01282477,2.50448608
333.786407,13.9709139,2.58399006E-02,2.81362653,0.216983899,64.3800735,-15.2328548,-16.8177700,-17.4368267,-17.7233467,-17.8925781,-15.1306858,-16.8734188,-17.5398960,-17.8164597,-18.0208359,2.20397186,0.619056702,21.8833122,1.28302002,3.60993910
257.407959,31.8535213,3.63444984E-02,2.12397742,8.02692622E-02,31.3132305,-18.0688190,-19.1438999,-19.5371208,-19.7463017,-19.9086151,-18.1212387,-19.1725101,-19.5237904,-19.6899815,-19.7701435,1.46830177,0.393220901,21.7427578,3.02347755,6.42179823
216.552032,59.0878181,4.65016812E-02,2.76784682,0.745669484,133.217499,-18.4601021,-20.1436405,-20.9270191,-21.3413010,-21.6558075,-18.6525421,-20.0582409,-20.8118401,-21.1904392,-21.4841499,2.46691704,0.783378601,19.8327961,2.29160738,6.34281826
173.132660,62.7089844,4.91604805E-02,2.58544493,0.537350476,64.4975815,-17.4879475,-19.1192226,-19.8170509,-20.1231956,-20.3712349,-17.6082287,-19.1264343,-19.8397026,-20.1439648,-20.4056454,2.32910347,0.697828293,20.0696507,1.62785459,4.20872831
240.031403,52.3610535,3.39677408E-02,3.10754657,1.00000000,198.852600,-18.6918297,-20.4938850,-21.3088055,-21.7728157,-21.9753990,-18.5661106,-20.3148365,-21.1284161,-21.6167164,-21.7665806,2.61697578,0.814920425,18.3954029,1.39605677,4.33831120
147.291733,54.1135902,4.66359407E-02,2.70333624,0.932312727,114.517303,-18.4569378,-20.1449738,-20.9509048,-21.3308086,-21.6536980,-18.3176174,-20.0177422,-20.7776356,-21.1102676,-21.4115295,2.49396706,0.805931091,20.7106590,3.38851881,9.16030407
146.824554,53.9055824,4.77201901E-02,2.85302043,0.553737223,80.2473221,-17.9992599,-19.5883427,-20.4361420,-20.8914833,-21.2453957,-18.0489292,-19.4557018,-20.1839714,-20.5825939,-20.7760849,2.43688202,0.847799301,20.9981861,2.92334247,8.34035492
146.820663,53.7569656,4.50786203E-02,2.48509312,0.311888307,75.0165329,-17.1457367,-18.8650799,-19.6911755,-20.0865746,-20.3794289,-17.2224693,-18.9052486,-19.7084637,-20.1113434,-20.3333855,2.54543877,0.826095581,20.9746857,2.34409118,5.82528543
144.840820,52.1228065,4.88907583E-02,2.93260694,0.883778274,126.839500,-18.7808914,-19.9095097,-20.4728642,-20.8331909,-21.0757732,-18.6556225,-19.7761288,-20.3022232,-20.6218319,-20.8490944,1.69197273,0.563354492,20.1482334,2.08327842,6.10943699
152.630936,54.4198418,4.69476804E-02,2.59683061,0.772995710,85.5114288,-16.8414688,-18.3976841,-19.1848316,-19.4957352,-19.7426376,-16.8058205,-18.3006840,-19.0881824,-19.3796043,-19.6542969,2.34336281,0.787147522,20.3435726,1.31575119,3.41678286
254.621918,40.9559784,2.81812493E-02,2.11904979,0.111579798,0.00000000,-16.7862949,-17.7738266,-18.0487328,-18.1673489,-18.1429348,-16.7807140,-17.7645760,-18.0440140,-18.0666981,-18.0024548,1.26243782,0.274906158,21.9328709,1.72976923,3.66546726
223.248627,3.50368667,4.50310409E-02,2.40020108,0.241701901,96.5488586,-18.1607761,-19.4675407,-20.0909767,-20.4244976,-20.6776199,-18.2257767,-19.5579205,-20.1250458,-20.4264374,-20.6514397,1.93020058,0.623435974,20.9141541,2.67744350,6.42640305
220.270737,3.46327043,2.69328598E-02,2.52438378,0.429204285,16.8995895,-15.1526537,-16.7746105,-17.5136127,-17.8215809,-18.1333809,-15.6439638,-16.8997211,-17.6251926,-17.9152603,-18.2862415,2.36095905,0.739002228,21.5727749,1.19665575,3.02081871
220.275604,3.66111898,2.63154097E-02,2.37536192,0.549573123,75.4173508,-17.7226791,-19.3947048,-20.1329937,-20.4934349,-20.7309914,-17.4253693,-19.0914860,-19.8246441,-20.2118454,-20.3745899,2.41031456,0.738288879,21.0535526,2.59572268,6.16578102
219.096100,3.27210855,2.62079407E-02,1.87355912,0.00000000,0.00000000,-16.1921959,-17.2303772,-17.5974960,-17.7397289,-17.6398945,-16.3166962,-17.0730877,-17.5436058,-17.3855305,-12.6710749,1.40530014,0.367118835,23.4374790,2.71717906,5.09079552
218.708969,3.26517200,2.59948801E-02,2.95945573,0.437790096,107.836304,-15.4333181,-17.0853806,-17.7035084,-17.9792328,-18.1604309,-14.5805464,-17.1361790,-17.8091087,-18.0073433,-18.1106796,2.27019024,0.618127823,21.6600323,1.35239017,4.00233936
119.691475,37.6152458,3.95684987E-02,2.75627422,1.00000000,111.380600,-17.2956886,-19.1236324,-19.9494724,-20.3206959,-20.6097298,-17.7336807,-19.1037045,-19.9248409,-20.2967854,-20.6013412,2.65378380,0.825839996,20.1842403,1.74916458,4.82117701
119.683441,37.7440681,3.94035988E-02,2.78701305,0.850274324,81.3822327,-17.5783958,-19.1761703,-19.9605942,-20.3421268,-20.6002979,-17.5883369,-19.0100212,-19.7816238,-20.1668568,-20.3935890,2.38219833,0.784423828,20.6841030,2.06266713,5.74867964
119.569878,37.5021019,4.12691794E-02,3.02984047,1.00000000,108.456596,-17.8388863,-19.5717773,-20.3938560,-20.7646866,-21.0267792,-17.7405949,-19.4666767,-20.3036060,-20.6877670,-20.8692703,2.55496979,0.822078705,19.6648006,1.63206398,4.94489288
136.899796,49.6392479,3.37614715E-02,2.91400957,0.896049082,190.789001,-18.5748787,-20.4459267,-21.2738056,-21.6468353,-21.9470406,-18.6149788,-20.3454456,-21.1697979,-21.5517960,-21.8422585,2.69892693,0.827878952,18.9908543,1.86634946,5.43856001
140.500549,50.4418564,3.43435109E-02,2.15036678,0.00000000,23.3195591,-18.1746254,-19.1624432,-19.5721416,-19.7704163,-19.9344444,-18.2738647,-19.1886730,-19.5271015,-19.7165565,-19.8399353,1.39751625,0.409698486,21.1525402,2.37442660,5.10588884
119.686981,37.3650322,3.97143699E-02,1.94884062,7.95885734E-03,23.0973701,-17.8008938,-19.0217953,-19.5886936,-19.8634300,-20.0761280,-17.7933540,-18.9995365,-19.5488338,-19.8345985,-20.0396194,1.78779984,0.566898346,21.3470402,2.51071668,4.89298630
167.764923,5.47556400,2.87585296E-02,2.44987082,0.143997803,44.6405602,-17.3936348,-18.5160198,-19.0570278,-19.2967491,-19.5322876,-17.3837738,-18.5324917,-19.0994663,-19.3243980,-19.5096779,1.66339302,0.541007996,20.0878849,1.15719318,2.83497357
167.586807,4.57974291,3.04066800E-02,2.38533545,0.125567302,0.00000000,-16.5570526,-17.7608700,-18.3234653,-18.6110992,-18.8768845,-16.8136101,-17.8032017,-18.3841152,-18.6793098,-18.9607582,1.76641273,0.562595367,21.8733730,1.90284026,4.53891230
39.4626122,-0.530400693,3.74229997E-02,3.02371383,1.00000000,76.2579117,-17.4286118,-19.0867825,-19.8239880,-20.1584454,-20.4054604,-17.3668823,-19.0541115,-19.7629490,-20.0697041,-20.2964096,2.39537621,0.737205505,19.9170761,1.46256518,4.42237806
351.332520,14.4054337,4.19924483E-02,2.41218257,0.322553396,99.4466629,-19.1272087,-20.4453144,-21.1199436,-21.4325809,-21.6837959,-19.4446888,-20.5747051,-21.1971321,-21.4553413,-21.6145172,1.99273491,0.674629211,21.2460003,5.13620996,12.3894758
350.827728,14.2462654,4.41795103E-02,2.95825052,1.00000000,84.3262634,-16.8061867,-18.4474888,-19.2031631,-19.5337276,-19.7946739,-16.8908463,-18.4150791,-19.1407928,-19.4589977,-19.7280922,2.39697647,0.755674362,20.1371365,1.19052672,3.52187634
170.770935,5.40137959,3.78365107E-02,2.28156114,0.170354396,28.0109692,-18.2463722,-19.3056736,-19.7175007,-19.8987694,-20.0253181,-18.2139015,-19.2653942,-19.7285709,-19.9546089,-20.0179672,1.47112846,0.411827087,21.5455456,3.03619480,6.92726374
165.719864,50.8194199,2.15968397E-02,2.51313710,0.104818404,73.6192474,-17.2690716,-18.6119499,-19.2937527,-19.6576939,-19.9732246,-17.3325119,-18.6805210,-19.3361721,-19.6645336,-19.9188938,2.02468109,0.681802750,20.4083042,1.58911681,3.99366808
226.898621,3.22615123,4.17183414E-02,2.73097634,0.963735282,92.8389130,-15.1080446,-19.4486732,-20.2680626,-20.6464653,-20.8791389,-14.2380133,-19.3318748,-20.1668129,-20.5996056,-20.7428703,5.16001797,0.819389343,19.7479153,1.59635985,4.35962105
153.215240,4.79178524,3.16567905E-02,2.54067969,0.713835180,90.3723984,-17.8707485,-19.2855301,-19.8767338,-20.1943779,-20.4505920,-17.3451500,-19.2173691,-19.8231716,-20.1449566,-20.1691933,2.00598526,0.591203690,22.6717033,5.42513990,13.7835436
169.721817,2.65795350,3.02520599E-02,2.10286260,0.00000000,39.2184601,-17.7120438,-18.8529301,-19.3257885,-19.5320816,-19.6674423,-17.7705040,-18.8504887,-19.2822361,-19.4846916,-19.4527626,1.61374474,0.472858429,21.4077168,2.34583759,4.93297386
41.0741539,-8.85974979,3.66448313E-02,2.22442412,7.26602972E-02,0.00000000,-18.1259842,-19.0388470,-19.3316479,-19.5053482,-19.6087608,-18.2572060,-19.0753956,-19.3229389,-19.4457588,-19.4199486,1.20566368,0.292800903,20.9904461,1.97862995,4.40131235
187.528366,3.69190741,2.59799492E-02,2.76435566,0.103329897,25.0092697,-16.7984276,-17.6739674,-17.9075718,-18.0428581,-18.1820450,-16.8594284,-17.6866894,-17.9167919,-17.9622078,-18.3223953,1.10914421,0.233604431,22.2110653,1.85441494,5.12626219
190.224167,68.5472565,3.75218391E-02,2.16799831,6.35502907E-03,72.0399780,-17.9237709,-19.3328686,-20.0333500,-20.4453678,-20.8069420,-18.0775909,-19.3928852,-20.0437832,-20.4054680,-20.5930119,2.10957909,0.700481415,21.8349380,4.09013367,8.86740303
137.542358,55.3591843,4.44111787E-02,2.76396585,0.590252519,99.3445587,-17.0051651,-18.8149395,-19.7789860,-20.2591400,-20.6427155,-17.3209839,-18.9187489,-19.8408566,-20.2846794,-20.6237946,2.77382088,0.964046478,20.0972767,1.64992702,4.56034184
139.950180,55.4410896,4.91464809E-02,3.34275723,1.00000000,201.898193,-18.7243748,-20.5980797,-21.5014935,-21.9101276,-22.2773094,-18.9709358,-20.5600395,-21.4238319,-21.7857876,-22.1032600,2.77711868,0.903413773,20.5972042,4.22578335,14.1257677
137.536209,54.8921394,4.84785587E-02,2.28231668,0.572811604,68.4392319,-19.0914078,-20.4252453,-21.0705624,-21.4140968,-21.6776295,-19.0144272,-20.1312656,-20.7383747,-21.0628166,-21.2774506,1.97915459,0.645317078,21.0071869,3.76848745,8.60088158
170.772385,50.7074928,4.85518388E-02,2.54152656,0.220728606,79.6901932,-17.7365627,-19.3260098,-20.1701126,-20.6418381,-20.9866676,-17.8773117,-19.3487396,-20.1850319,-20.6070576,-20.9538670,2.43354988,0.844102859,20.8615551,2.72767782,6.93246603
152.772125,46.6363792,2.48138998E-02,2.32450390,0.00000000,32.1882896,-17.6922321,-18.6855240,-19.0589180,-19.1974277,-19.3377972,-17.7124634,-18.6878624,-19.0588989,-19.1880283,-19.3433876,1.36668587,0.373394012,20.8266182,1.69035351,3.92923307
128.963867,36.9863129,3.05653606E-02,2.56155300,0.140275806,42.7088699,-16.9863625,-18.1376781,-18.5803089,-18.7878113,-18.9729881,-17.1534424,-18.2054272,-18.6235981,-18.7961731,-18.9595566,1.59394646,0.442630768,21.2095928,1.58741260,4.06624126
143.133926,44.4582825,3.96338515E-02,2.25425768,0.00000000,51.3680305,-17.0872917,-18.3759308,-18.8653336,-19.1270580,-19.1806602,-17.2676029,-18.4066792,-18.8743439,-19.1366978,-19.3033905,1.77804184,0.489402771,21.1881828,1.74963689,3.94413209
130.398590,37.4499397,3.30836102E-02,2.10975099,0.00000000,20.6838608,-17.1678410,-18.2487907,-18.6663342,-18.8842583,-18.9264240,-17.2079315,-18.2242107,-18.6085949,-18.8877296,-18.7560444,1.49849319,0.417543411,21.7826405,2.03588247,4.29520512
129.949478,37.0778961,2.21030302E-02,2.01239777,0.00000000,38.6720886,-16.6334343,-17.5979633,-17.9563046,-18.1392097,-18.2828445,-16.7511139,-17.6611156,-17.9457226,-18.1065331,-18.1583138,1.32287025,0.358341217,21.8809986,1.60259426,3.22505713
116.191933,25.7752953,2.72954293E-02,2.49561787,0.177506596,74.9436264,-17.3310699,-18.1058254,-18.3002300,-18.4263153,-18.4238815,-17.0784912,-18.0895786,-18.3242893,-18.4792671,-18.3571510,0.969160080,0.194404602,21.3783855,1.49368358,3.72766328
119.356819,27.4403801,2.66885702E-02,2.78995681,0.880804479,38.2085915,-17.3490906,-18.7517376,-19.3268909,-19.6190987,-19.7949295,-17.2082520,-18.5571690,-19.1586895,-19.4624290,-19.6719093,1.97780037,0.575153351,20.3837624,1.40128446,3.90952349
129.953918,43.5237808,3.95919792E-02,2.40279675,0.00000000,51.1437302,-18.1857529,-19.2746487,-19.6688118,-19.9481392,-20.1278553,-18.0815735,-19.2450199,-19.6522617,-19.9860592,-20.0073357,1.48305893,0.394163132,20.9179363,2.21493745,5.32204437
187.519348,53.0559921,2.19071191E-02,3.32051563,0.816414177,12.5663700,-16.5320797,-17.4662571,-17.8686733,-18.0321579,-18.1404400,-16.2099915,-17.2939167,-17.7537746,-17.9469280,-18.1026497,1.33659363,0.402416229,20.4778042,0.786272228,2.61082911
119.174240,28.3719006,2.21393108E-02,2.03962684,0.00000000,24.8050098,-16.6489124,-17.6940804,-18.0366383,-18.1899109,-18.2654972,-16.5503025,-17.6991386,-18.0593281,-18.1895599,-18.1996555,1.38772583,0.342557907,22.2530136,2.00802875,4.09562874
158.235382,48.8795204,4.50975485E-02,2.15493107,0.137556806,89.8706665,-19.1242599,-20.4187603,-21.0317345,-21.3265114,-21.5338211,-19.2712193,-20.5058002,-21.0165234,-21.3225212,-21.4416428,1.90747452,0.612974167,21.3817272,5.16824579,11.1372128
130.397873,40.5683670,3.00136004E-02,2.62157154,0.459716886,42.7794991,-16.4227295,-17.6782322,-18.1775837,-18.4275608,-18.6079922,-16.0278606,-17.2898808,-17.8677425,-18.1060200,-18.3389320,1.75485420,0.499351501,22.0807362,1.67154288,4.38206911
144.799500,48.4710732,4.69003618E-02,2.18153310,0.319779098,46.0896111,-18.9997520,-20.0025196,-20.3369389,-20.5302162,-20.6412678,-19.0250511,-20.0270405,-20.3748875,-20.5890484,-20.6678391,1.33718681,0.334419250,20.8225880,2.93036032,6.39267778
