ID ra dec z fracDeV_r velDisp petroMag_u petroMag_g petroMag_r petroMag_i petroMag_z modelMag_u modelMag_g modelMag_r modelMag_i modelMag_z extinction_u extinction_g extinction_r extinction_i extinction_z petroRad_u petroRad_g petroRad_r petroRad_i petroRad_z petroR50_u petroR50_g petroR50_r petroR50_i petroR50_z
1237651272956313862 118.670994714705 44.1138715877338 0.03168131 0.720671 49.28559 19.37984 17.98659 17.20132 16.86584 16.65602 19.22311 17.69456 16.97948 16.60439 16.30404 0.1765223 0.137545 0.095153 0.07070888 0.05259442 27.91757 5.579257 6.610465 5.9826 27.9217 3.118631 2.584278 2.770338 2.605937 2.378194
1237651272425668776 132.475965076532 55.3780178008388 0.03003833 0.8515363 89.55336 18.37018 16.76288 15.93639 15.53063 15.25296 18.34355 16.57294 15.7563 15.35776 15.04197 0.1766168 0.1376186 0.09520394 0.07074673 0.05262257 8.815208 6.154079 5.932349 6.133403 6.261164 3.272589 2.721111 2.631564 2.691103 2.588495
1237651272962670777 132.481776806037 55.7917700025705 0.046179 0.2276453 84.0133 17.10554 16.04986 15.59832 15.2876 15.1248 17.45305 16.22544 15.69256 15.3551 15.09556 0.2279296 0.1776012 0.1228637 0.0913009 0.0679111 12.16578 10.05528 8.441143 7.817344 6.961429 4.924425 4.19689 3.741159 3.558916 3.232716
1237651274029269461 116.357912349193 43.0645854002247 0.03725657 0.3010961 61.99008 18.83333 17.92354 17.28373 16.83393 16.74144 19.3459 18.05025 17.40704 17.0151 16.87868 0.1915998 0.1492933 0.1032804 0.0767484 0.05708671 2.969976 10.60127 11.70047 12.24649 20.68742 6.642829 4.82353 4.709044 5.023079 4.780341
1237651274044473491 163.775424767308 67.1551017876916 0.0329827 0.3698497 0 18.76284 17.78005 17.70857 17.63271 17.75437 18.68462 17.81215 17.79127 17.69729 17.78205 0.05856082 0.04563019 0.03156676 0.02345748 0.01744806 4.531272 5.292216 5.686735 5.751403 6.067831 2.18843 2.455465 2.679687 2.623431 2.659119
1237651274044997711 166.619239495227 67.4901698944956 0.0207331 0.04131366 0 17.9055 16.47329 15.93603 15.68038 15.68645 17.8903 16.52496 15.90038 15.60103 15.36991 0.07208265 0.05616631 0.03885559 0.02887387 0.02147685 16.0326 17.89576 15.21922 14.45843 12.20192 7.521564 7.466738 6.686172 6.298 4.966188
1237651310534000810 258.816126036124 62.0707085144988 0.03460944 1 99.11758 18.40425 16.98284 16.40579 16.08197 15.86788 18.79305 17.14354 16.43865 16.06844 15.77694 0.09080835 0.07075725 0.04894954 0.03637476 0.02705614 10.24847 10.34148 6.281782 4.54509 4.325664 4.082276 3.323515 2.57625 2.348795 2.240399
1237651496830501270 117.239777602853 43.7865790713134 0.03144337 1 87.64908 16.64697 15.39411 14.70269 14.33131 14.08149 16.75179 15.27972 14.54522 14.1457 13.84287 0.2176257 0.1695725 0.1173095 0.08717351 0.06484108 29.3151 15.63656 15.59031 15.22828 14.57538 8.755651 7.329749 7.050748 6.833771 6.459654
1237651538186272901 234.811013439951 56.6708597135729 0.04630496 0.2689372 97.85384 18.26624 16.87957 16.22824 15.85765 15.55492 18.58026 17.00744 16.2709 15.87183 15.55631 0.04241174 0.03304694 0.02286172 0.01698871 0.01263648 9.178762 7.830395 6.971214 6.72098 6.551904 4.303031 3.49456 3.090423 2.962284 2.942726
1237651539251167337 196.99546811809 67.3807749162771 0.02810622 0.4170578 57.98551 18.16055 16.64499 15.93003 15.57197 15.31384 18.30367 16.70793 15.98614 15.60376 15.29919 0.08396975 0.06542866 0.04526324 0.03363544 0.02501859 6.753673 6.644701 6.521134 6.295728 6.374043 3.365985 3.227036 3.083629 2.980494 2.82007
1237651540318879855 161.107619412612 66.82465914545 0.04165322 1 123.691 17.89359 16.15638 15.35053 14.96981 14.68771 18.06064 16.11932 15.29625 14.90387 14.57646 0.04945832 0.03853759 0.02666013 0.01981133 0.01473599 12.45614 11.79922 11.31494 11.00348 10.71877 4.975943 4.037408 3.799012 3.662505 3.570642
1237651701378515024 131.518454535573 54.4913696105087 0.04484354 0.6657809 109.5111 20.64803 18.80694 17.81268 17.28448 17.04393 20.39172 18.63612 17.6608 17.15688 16.80106 0.1181441 0.09205707 0.06368466 0.04732452 0.03520075 2.724398 2.866671 2.960459 2.941197 2.541147 1.364367 1.419894 1.499063 1.464386 1.271817
1237651735228121115 198.274209682113 1.46553974486255 0.02935044 0.9868299 0 17.45762 16.00987 15.2472 14.85448 14.56609 17.33938 15.89812 15.12543 14.72732 14.44226 0.1907579 0.1486373 0.1028266 0.07641117 0.05683587 8.820756 9.077695 9.01294 9.243383 9.342348 3.944818 3.93732 3.794931 3.818528 3.779938
1237651735235919950 216.156814575364 1.17058812754257 0.03804979 0.1398665 68.45477 16.91724 15.61979 15.18206 14.86589 14.71961 17.12878 15.77797 15.21135 14.90218 14.66093 0.1369787 0.1067329 0.07383734 0.05486906 0.0408125 16.32202 16.03193 14.51327 14.62801 12.41699 7.530182 7.269658 6.385861 6.314746 5.708677
1237651735235920310 216.179295837018 1.20524384013791 0.03795922 0 0 18.52779 17.53434 17.09867 16.98579 17.057 18.49018 17.43339 17.01415 16.78928 16.70376 0.1346415 0.1049118 0.07257748 0.05393285 0.04011613 10.22933 9.901792 10.18701 9.444434 9.244374 5.253846 4.792753 4.861686 4.363483 3.855455
1237651735771480359 213.241922585301 1.71252207895063 0.0259043 0.01115808 21.28964 18.00702 16.78459 16.44528 16.31066 16.37722 17.8238 16.75306 16.40024 16.23327 16.15603 0.1974374 0.1538419 0.1064271 0.07908676 0.05882602 11.16397 11.89231 12.41643 12.10195 11.55006 4.554874 5.412244 5.382834 5.264082 4.567398
1237651736302321918 199.427368539219 2.32361643640053 0.04245241 0 77.00215 19.04031 17.96311 17.53471 17.32236 17.13745 18.95352 17.89419 17.53789 17.31845 17.12499 0.1215487 0.09470996 0.06551991 0.04868831 0.03621516 3.882883 4.475708 4.692688 4.556145 4.96689 2.099102 2.233384 2.349597 2.347895 2.32272
1237651736309006385 214.658840284385 2.04633063010842 0.02490481 0.2893789 49.32609 18.55773 16.97714 16.12709 15.67119 15.46993 18.44349 17.05485 16.2026 15.76395 15.42712 0.1520124 0.118447 0.08194108 0.06089101 0.04529173 6.331751 7.870815 7.735606 7.990715 6.881084 2.572712 3.465754 3.486621 3.594385 3.084387
1237651736847188305 217.695473872416 2.34136298472767 0.03347035 0.08530122 118.502 18.68322 17.8618 17.55205 17.27426 16.85957 19.05792 17.93014 17.56494 17.33651 17.13476 0.1284641 0.1000983 0.06924755 0.05145836 0.03827556 43.77188 10.91356 10.78763 10.99325 13.33016 6.718253 5.25792 4.929656 5.243915 6.495584
1237651737384059033 217.690964817274 2.92617321131765 0.02595572 0.5462342 49.4321 17.88808 16.70999 16.30749 16.16024 16.06422 17.39602 16.40337 16.04427 15.88837 15.74693 0.1262448 0.09836908 0.06805127 0.05056939 0.03761433 7.139107 7.043241 7.542149 7.544679 6.501348 2.402576 2.995329 3.233392 3.176729 2.966799
1237651752385052844 146.591224627987 0.896673866529785 0.02630387 0.1297221 84.88725 19.56462 18.30149 17.5941 17.24768 16.98843 19.71484 18.35116 17.65188 17.29807 16.98819 0.6789677 0.529047 0.3659922 0.2719715 0.2022968 6.160529 4.738852 4.80243 4.866117 4.223017 2.702056 2.281171 2.213696 2.246387 2.141198
1237651752403206186 187.922444283846 1.3059825865123 0.02342442 0.3746715 0 19.73235 17.94761 17.32101 17.0622 16.94533 19.28573 17.9821 17.43582 17.15621 16.97202 0.06935383 0.05404003 0.03738464 0.0277808 0.02066381 5.666022 6.212401 6.836851 6.594137 6.110078 1.696078 2.86878 3.074104 2.969585 2.748235
1237651752924348421 151.992640123887 1.26898628320291 0.04515727 1 124.5407 19.23729 16.13121 15.32221 14.88116 15.11822 18.33868 16.14197 15.32177 14.90081 14.79153 0.1536436 0.1197181 0.0828204 0.06154443 0.04577775 3.763474 11.10474 10.27457 11.47108 6.033669 1.337188 4.15823 4.020248 4.22494 2.419897
1237651752942567554 193.633841045619 1.7594131193135 0.0475181 0.1042043 17.031 18.25202 17.31996 16.78356 16.53218 16.43378 18.31269 17.28884 16.8123 16.54626 16.35753 0.0797933 0.0621744 0.04301196 0.0319625 0.02377423 7.245894 6.571616 6.890337 6.565658 6.196589 3.284967 3.088399 3.227191 3.160062 2.945527
1237651752950890673 212.677385979703 1.40807071405879 0.04647059 0.02168038 93.75655 17.7657 16.55103 15.94203 15.61579 15.35609 17.85741 16.51976 15.92124 15.57305 15.32599 0.179358 0.1397545 0.09668154 0.07184474 0.05343929 5.88731 5.986894 5.985758 5.970887 6.215242 3.036961 2.95831 2.942352 2.89941 2.966297
1237651753458270409 145.31595753946 1.52363955541076 0.02450694 0.492588 38.68458 19.1415 18.03084 17.54792 17.48998 17.53867 18.79458 17.66093 17.20459 17.03125 16.89089 0.3094017 0.2410837 0.1667806 0.1239359 0.09218551 9.698147 6.722347 7.135143 6.133216 5.399132 2.970484 2.750197 2.842267 2.382571 1.990447
1237651753469739160 171.533563726664 2.11302714207643 0.03872371 0 0 19.23521 18.08306 17.7081 17.49897 17.47534 19.18633 18.07381 17.69294 17.46648 17.36384 0.123517 0.09624358 0.06658087 0.04947672 0.03680159 4.311748 4.357791 4.269356 4.271905 3.991507 2.067614 2.123132 2.053624 2.028391 1.860647
1237651753995731113 146.591771430012 2.14080980449218 0.04863713 0.1299737 66.3912 19.27328 18.49415 17.71967 17.25745 16.83608 20.55107 18.55624 17.69836 17.19662 16.8126 0.5170784 0.402904 0.2787271 0.2071241 0.1540623 18.02487 6.901982 6.587587 6.017752 6.368073 9.021776 3.131315 2.847338 2.694222 2.76853
1237651753998680184 153.302360225913 2.32661297121249 0.03252872 0 0 18.14293 17.09721 16.73835 16.53425 16.57084 18.19107 17.06416 16.66592 16.44271 16.27146 0.1906099 0.1485219 0.1027468 0.07635188 0.05679177 10.25849 9.108356 9.245729 9.143589 8.032981 5.046286 4.678352 4.507482 4.499858 3.511709
1237651754025091284 213.79428360738 2.2902131642453 0.025145 0.2443081 15.02432 18.48782 17.40591 17.0343 16.87137 16.76825 18.39842 17.44527 17.08525 16.9196 16.76654 0.1943792 0.1514589 0.1047786 0.07786171 0.05791481 7.383302 6.56585 6.645719 6.674187 6.833179 2.433061 2.922939 3.039175 2.992882 2.891302
1237651754532012205 145.311878904389 2.4470414584249 0.04861547 0.02770766 37.59027 18.20469 16.97591 16.42591 16.1305 16.36496 18.23332 16.91903 16.35899 16.05143 15.97116 0.1764943 0.1375231 0.09513786 0.07069763 0.05258605 12.69639 11.4726 12.44736 12.2379 11.3384 6.46414 5.794839 5.770214 5.704266 4.369365
1237651539253526731 210.154808448747 65.6584160872349 0.03408041 0.556436 0 19.08593 18.04531 17.79317 17.58277 17.40417 19.08155 18.07223 17.84475 17.64837 17.491 0.07173577 0.05589603 0.03866861 0.02873492 0.0213735 2.350369 2.379952 2.538959 2.600534 2.884856 1.136918 1.184412 1.2055 1.236048 1.290995
1237651539798720719 241.368116089861 54.344318864337 0.04792156 0.02715457 41.98214 18.90526 17.73145 17.34866 17.10768 16.97195 18.80053 17.71737 17.32745 17.07697 16.93063 0.03767788 0.02935835 0.02030997 0.01509249 0.01122604 4.939607 5.113395 5.119716 4.851442 4.722977 2.247643 2.484922 2.420646 2.322974 2.30594
1237651714799763713 251.361589807556 44.058875431785 0.03408577 0.2637306 116.412 18.16303 16.355 15.54436 15.14868 14.83539 18.19131 16.36167 15.55599 15.1565 14.82286 0.04780047 0.03724581 0.02576648 0.01914725 0.01424204 6.830151 6.497852 6.268174 6.303345 6.127856 2.951405 2.906806 2.828096 2.75024 2.717107
1237651715871408334 248.397740330556 48.3798673620775 0.03910416 0 50.08225 18.14613 17.06304 16.65582 16.37505 16.17081 18.19036 17.02892 16.58981 16.31316 16.10702 0.08269899 0.06443848 0.04457825 0.03312641 0.02463997 7.531625 7.427407 7.402698 7.420828 6.849587 3.691793 3.621969 3.467383 3.501109 3.472386
1237651735234543845 213.026756705131 1.20157129162588 0.02503047 0.3272939 0 18.99606 18.08247 17.45882 17.10087 16.96523 19.46078 18.20267 17.61745 17.31757 17.18618 0.2000324 0.1558639 0.1078259 0.08012621 0.05959918 258.3597 6.228487 6.797053 7.064436 7.998577 4.720529 2.837006 2.958489 3.131636 3.116676
1237651735235854707 216.080857828477 1.12441622518286 0.03828513 0.4506525 0 18.67831 17.58647 17.15163 17.0687 16.98651 18.22243 16.98862 16.60967 16.38011 16.24953 0.1245682 0.09706267 0.06714751 0.04989779 0.03711479 11.16418 11.21332 11.85766 10.76113 10.16429 4.956487 4.738754 4.963546 4.262727 4.188428
1237651735750836447 166.054884489928 1.79081862306888 0.03860861 1 133.6242 17.88633 16.22959 15.3878 14.97251 14.7211 17.65842 16.1138 15.24742 14.83877 14.5435 0.188896 0.1471865 0.1018229 0.07566535 0.05628113 6.210111 7.363037 6.863279 7.00607 6.816279 2.758389 3.126607 2.958052 2.969134 2.849572
1237651735776591992 224.809324816561 1.47955526754692 0.04207231 0.03393058 50.73537 18.16733 16.74894 16.14255 15.78341 15.62448 18.18036 16.74818 16.08938 15.73581 15.47501 0.205588 0.1601927 0.1108206 0.08235158 0.06125445 7.235522 7.191315 7.130208 7.082681 6.584356 3.86208 3.896813 3.714927 3.696913 3.432468
1237651736314773595 227.844076334185 1.71620287853189 0.03807775 0 83.30431 20.69748 18.57928 17.71167 17.13737 16.87654 20.47577 18.51222 17.63851 17.14016 16.83672 0.2218163 0.1728378 0.1195684 0.08885212 0.06608965 1.577295 2.001607 1.977068 2.168029 2.072131 0.8650479 1.068435 1.049854 1.101634 1.066335
1237651736314773809 227.823151596929 1.64571074795568 0.03941692 1 86.72606 19.87711 18.29989 17.47979 17.10606 16.87622 19.92188 18.2433 17.42384 17.03401 16.75197 0.2321396 0.1808816 0.1251331 0.09298728 0.06916545 4.463455 3.1603 3.222361 2.796866 2.754769 1.482794 1.413617 1.380771 1.308586 1.259551
1237651737383338238 216.088232169619 2.970594663832 0.02605102 0.1603614 44.29354 17.52917 16.40079 16.11723 15.96927 15.92026 17.52408 16.46265 16.17825 16.00645 15.86281 0.150986 0.1176473 0.08138785 0.06047989 0.04498593 9.736801 10.03513 9.980487 9.824401 8.539144 4.402794 4.53769 4.363271 4.171331 3.789883
1237651737383338243 216.089964652353 2.95480163905691 0.0260541 0.2823046 49.78024 17.62531 16.55584 16.24714 16.05792 16.00502 17.46196 16.60472 16.34103 16.19634 16.04445 0.1509376 0.1176096 0.08136177 0.06046052 0.04497152 4.646684 6.456365 7.390396 7.966278 7.930212 2.423269 3.068329 3.317414 3.51092 3.264122
1237651737913720968 201.199766740986 3.53143470294381 0.02200615 0 0 18.35567 17.42244 17.09909 16.9926 16.74575 18.56827 17.43342 17.04785 16.85832 16.82271 0.09777938 0.07618903 0.05270722 0.03916711 0.02913314 12.81536 10.11634 9.518309 9.094213 12.00568 5.516154 4.584126 4.34185 4.02334 4.72931
1237651737930629551 239.925512200367 2.59968274339693 0.03106936 1 64.45496 19.53299 17.26447 16.46691 16.05612 15.79235 18.78053 17.13322 16.34392 15.97072 15.66992 0.397032 0.3093646 0.214017 0.1590376 0.1182948 4.934173 8.583588 8.872785 9.546812 10.80635 1.776229 3.826253 3.867776 4.05006 3.971749
1237651737930629584 239.948243968284 2.69008574111175 0.03081183 0.2210755 96.35004 20.05777 17.69595 16.8794 16.47366 16.16715 19.9364 17.87052 17.0066 16.54204 16.17337 0.5177655 0.4034394 0.2790975 0.2073993 0.154267 4.110126 11.17964 9.652966 9.722807 9.515879 3.055056 4.593056 4.309993 4.055076 3.82991
1237651752389574803 156.783934880301 0.965624182010789 0.03443834 1 117.8243 16.82213 15.35948 14.66062 14.31253 14.15972 17.21352 15.42066 14.61705 14.21426 13.88136 0.2035821 0.1586298 0.1097394 0.08154812 0.06065682 22.58729 20.29118 18.58537 17.94796 16.64297 11.22607 9.757031 8.790145 8.37164 7.073866
1237651752401961034 185.185258537824 1.3656633381024 0.03247955 0 95.67516 18.26683 17.34666 17.12656 16.88837 16.86893 18.4206 17.39651 17.08664 16.87279 16.7588 0.09704794 0.0756191 0.05231294 0.03887412 0.02891521 8.587529 7.975505 7.15569 7.240653 6.490157 4.0402 3.731932 3.284538 3.330775 3.032278
1237651752926445722 156.781559916322 1.49291472647657 0.03275921 0.4027139 88.26763 16.1156 14.90271 14.27794 13.89714 13.5396 16.02911 14.59095 13.87091 13.46907 13.14655 0.2102544 0.1638288 0.113336 0.08422082 0.06264482 26.81454 24.02004 22.97571 22.75043 65.71401 13.94837 11.9245 11.17494 11.32734 12.06022
1237651752929919191 164.835613167827 1.59882167913744 0.0390852 0.9837741 261.0586 16.97832 15.19588 14.31468 13.88989 13.5948 17.0329 15.07069 14.16542 13.7168 13.34816 0.1301602 0.10142 0.07016186 0.05213778 0.03878093 25.65662 10.96606 10.62966 10.45775 8.636332 5.973711 4.547903 4.391934 4.274787 3.841175
1237651752930443489 166.043472275218 1.54481696109139 0.03898578 0.05117248 12.62862 18.61605 17.46275 16.91604 16.71609 16.88989 18.56971 17.37136 16.87496 16.62379 16.49681 0.2183719 0.1701539 0.1177117 0.08747239 0.06506339 13.1665 11.67721 12.32571 11.72287 10.17026 5.445871 5.349984 5.504476 5.278063 4.058942
1237651752932147354 169.872655692494 1.61960623143309 0.04989997 1 292.217 17.57519 15.65689 14.76169 14.31197 14.00568 17.53728 15.52914 14.62663 14.17441 13.83941 0.1546603 0.1205102 0.08336843 0.06195167 0.04608066 8.951108 7.330572 7.143 7.271841 6.708888 3.498303 3.129781 3.053746 3.09222 2.953787
1237651752951021685 213.028880845189 1.51778924251089 0.02573698 0.548483 63.33377 18.46377 17.2423 16.61333 16.25824 16.04887 18.08365 16.93064 16.31831 15.98285 15.68816 0.2004955 0.1562247 0.1080756 0.08031172 0.05973717 6.565835 6.847959 7.230486 7.487439 7.276927 2.961108 3.06004 3.107678 3.207845 2.960453
1237651753464692882 159.947985134049 1.90681917158737 0.04067574 0.03604886 64.50808 19.08734 18.10588 17.70937 17.46451 17.31911 19.06264 18.0843 17.72347 17.46445 17.35224 0.138002 0.1075302 0.0743889 0.05527892 0.04111736 3.479928 3.763199 3.962403 4.041434 4.316903 1.816228 1.857727 1.894824 1.890603 1.912556
1237651753466790094 164.833210249704 2.01898100644365 0.03957737 0.8449041 99.71915 19.34807 17.78424 16.99646 16.62479 16.35947 19.38627 17.69265 16.89793 16.50491 16.20759 0.1600519 0.1247113 0.08627471 0.06411136 0.04768707 4.841826 2.870392 2.870671 2.805895 2.571947 1.746351 1.379534 1.363384 1.331281 1.196801
1237651753466790098 164.837093753329 2.04831577880176 0.03969337 0.2869103 45.80383 19.17035 17.80445 17.13766 16.8162 16.56376 19.31741 17.83656 17.19077 16.8431 16.54236 0.1629367 0.1269592 0.08782976 0.06526692 0.0485466 4.233963 3.983046 4.041962 3.925807 3.834222 2.042282 1.836882 1.880042 1.834199 1.694322
1237651754000187475 156.778427195078 2.2055722206184 0.03344474 0.02593113 40.98775 18.36032 17.02254 16.37668 16.02496 15.81156 18.37549 17.00154 16.35125 15.96992 15.63924 0.1829972 0.1425902 0.09864324 0.07330249 0.05452359 8.836978 10.4251 10.76285 10.4698 9.674214 4.925897 4.740798 4.656053 4.53519 4.015963
1237651754007199791 172.795443368888 2.47576894685645 0.04724319 0.3976679 78.44595 17.12711 15.93211 15.28731 14.84813 14.76229 17.07761 15.58121 14.84338 14.43394 14.19156 0.1179118 0.0918761 0.06355947 0.04723149 0.03513156 19.80832 15.42559 15.34681 46.24302 12.74079 9.804676 7.73443 7.118994 7.316252 6.200746
1237651754556785007 201.990498873191 2.93006613925985 0.04847398 0.007104663 85.3217 19.05167 18.25602 17.71219 17.36983 17.71988 19.36401 18.22147 17.64653 17.33351 17.11086 0.09644086 0.07514606 0.0519857 0.03863095 0.02873433 43.7807 11.26632 10.34184 10.36482 7.567114 7.68532 4.754999 4.534996 4.52449 2.400944
1237651754556785018 201.998330163038 2.99432843478824 0.02250199 0 0 19.44165 17.94591 17.50571 17.60855 17.81524 19.22499 17.9437 17.48128 17.30535 17.22959 0.09760409 0.07605244 0.05261273 0.0390969 0.02908091 8.725636 11.10781 10.12361 9.157732 9.228311 3.330389 4.787819 4.545685 3.549396 2.692881
1237651755076157530 161.860921998773 3.15353425865812 0.04388486 0.0305386 62.27814 19.17465 17.80414 17.01591 16.65177 16.30742 19.54198 17.84167 17.00354 16.59897 16.28066 0.1816291 0.1415241 0.09790574 0.07275446 0.05411595 43.76887 6.125731 5.864419 5.59738 5.831657 4.10433 2.950047 2.805236 2.673865 2.771
1237649962453696642 46.7168838184816 -7.67919465659931 0.03638994 0.7633756 63.06186 19.19534 17.50009 16.75669 16.36662 16.06272 18.9168 17.29953 16.54782 16.15038 15.88052 0.416521 0.3245503 0.2245224 0.1668442 0.1241014 5.307627 5.267101 5.014623 5.021951 25.37914 2.194621 2.36928 2.301956 2.295058 2.346953
1237649962453696648 46.7467417689463 -7.69401020745199 0.03630489 0 0 18.8386 17.76448 17.26192 16.84076 16.72154 19.05084 17.74761 17.21424 16.84097 16.63498 0.4209238 0.327981 0.2268957 0.1686078 0.1254133 9.039899 5.754925 5.596318 5.935703 5.668162 3.312985 2.835128 2.725492 2.856997 2.55636
1237649962990698695 46.9149529027378 -7.08882167266293 0.02881709 0.0808193 0 18.81787 17.97032 17.49185 17.32448 17.55206 19.14493 17.93505 17.46731 17.29442 16.99403 0.4339659 0.3381433 0.233926 0.173832 0.1292991 12.97799 9.744093 9.292383 9.3199 8.882953 6.048034 4.238347 4.177928 3.985736 2.552237
1237649963527504123 46.750068514442 -6.75508721971746 0.0286415 0.1221141 47.2694 17.13935 15.98485 15.52109 15.26366 15.04562 17.09838 15.99634 15.53126 15.2459 15.05314 0.3500145 0.2727289 0.1886726 0.140204 0.104286 10.14207 10.99738 10.95213 11.21308 11.2444 4.98626 5.35954 5.357416 5.357224 5.508707
1237649964064243823 46.4502733668033 -6.27649745037244 0.02794043 1 156.5146 17.04378 15.31334 14.509 14.09845 13.81505 17.05115 15.24049 14.42474 14.03027 13.69958 0.3080855 0.2400581 0.1660711 0.1234086 0.09179334 9.211938 8.46988 8.201505 8.298271 7.307759 3.76248 3.398158 3.311175 3.33357 3.073858
1237649964064244157 46.440889017229 -6.37844179728636 0.03187475 0 0 19.1638 17.93148 17.45978 17.43941 17.78267 19.044 17.82801 17.3246 17.13573 17.06606 0.2923833 0.227823 0.1576069 0.1171188 0.0871149 27.92503 14.89784 12.53777 12.56052 27.92667 6.762201 6.66224 6.379272 5.532444 4.416335
1237649964064440387 46.8138244905948 -6.41307016525234 0.03675873 0 78.0791 17.98936 16.8979 16.43979 16.13955 15.95101 18.03084 16.9071 16.38972 16.086 15.8313 0.2754401 0.2146211 0.1484739 0.110332 0.08206673 9.561261 9.556938 8.906563 8.74992 8.550594 4.661139 4.387335 4.150692 4.029925 3.868304
1237650369407353101 178.045812916952 -3.34024341126631 0.04740471 0 14.99383 19.14141 18.18154 17.72615 17.4963 17.43135 19.32518 18.15181 17.70142 17.39871 17.2007 0.1028944 0.08017464 0.05546445 0.04121603 0.03065715 7.119298 6.634525 6.936828 6.507025 5.784544 3.335982 3.018862 3.044465 2.853356 2.525398
1237650371561980118 194.469861714531 -1.6930090792698 0.03156466 0.1661866 0 18.68161 17.73178 17.31366 17.14319 17.03653 19.01451 17.81393 17.3906 17.1511 17.00655 0.06587093 0.05132618 0.03550721 0.02638566 0.01962609 9.046812 8.009292 7.391469 6.886141 7.044075 4.205312 3.593998 3.448421 3.229271 3.249721
1237650762924032138 172.274476279394 -1.46109430749505 0.04079395 0.6717039 97.9472 19.45355 18.04296 17.32933 16.90378 16.6263 19.32381 17.91317 17.16472 16.71639 16.3787 0.1276096 0.09943253 0.06878696 0.05111609 0.03802098 4.408711 4.452775 4.145763 4.078013 3.775186 1.931723 1.969435 1.924121 1.90872 1.7297
1237651067892597016 199.082694280828 65.4872557445724 0.04952966 0 12.71242 19.371 18.19592 17.78266 17.52609 17.39859 19.46792 18.1977 17.76206 17.44851 17.28572 0.07469843 0.05820451 0.04026561 0.02992166 0.02225622 18.02163 5.211711 4.99757 4.80615 4.424147 2.390547 2.287545 2.244086 2.097542 2.074543
1237651190818865406 126.574744842681 47.7105408849361 0.04870949 0 100.3948 18.21219 16.93419 16.36449 16.01133 15.7807 18.22698 16.93889 16.37231 16.01235 15.74619 0.1498725 0.1167796 0.08078759 0.06003384 0.04465415 3.581216 3.944979 3.762238 3.773584 3.901318 1.922741 1.98787 1.886079 1.864642 1.874131
1237651190819913828 128.811327612934 49.5758118650564 0.04210113 0 64.8952 18.15738 16.88932 16.27245 15.91218 15.84929 18.2647 16.85979 16.21399 15.8455 15.62684 0.1724743 0.1343908 0.09297094 0.06908738 0.05138832 9.219923 9.13496 8.46868 8.369879 7.924859 4.705219 4.440362 4.131688 4.086389 3.61903
1237651190823780467 139.139406936552 55.7494490120071 0.04837831 0 89.95611 17.36275 16.19608 15.59807 15.23074 15.02508 17.53703 16.20966 15.58724 15.22153 14.93738 0.1077642 0.08396915 0.05808946 0.0431667 0.03210809 29.06561 10.50307 10.33265 10.22808 10.18137 5.557856 5.041309 4.865277 4.787953 4.527505
1237651190824304653 140.760490632079 56.5272688057421 0.02531864 0.4138688 27.24561 17.41724 16.56694 16.34078 16.23063 16.40602 16.98549 16.18122 15.89412 15.76373 15.63498 0.1363159 0.1062164 0.07348004 0.05460355 0.04061501 14.31 14.54497 13.49762 13.30865 12.47533 5.918367 6.007835 5.634554 5.416539 3.914608
1237651192433344707 134.599372093269 55.0548494512513 0.04392766 0.362304 67.46953 18.28681 17.05965 16.41548 16.08099 15.77154 18.7276 17.22186 16.53347 16.11286 15.78945 0.06573873 0.05122317 0.03543596 0.02633271 0.0195867 12.33503 10.00516 8.887812 7.985158 6.927056 5.280576 4.165623 3.87527 3.469462 3.421595
1237651212289507771 260.975329679176 53.5396224781911 0.02512683 0 84.00112 18.92318 17.91955 17.53174 17.37579 17.32514 18.81992 17.86846 17.43674 17.24109 17.10597 0.1251065 0.09748212 0.06743768 0.05011342 0.03727518 9.357505 9.445769 9.05951 9.075505 8.090738 4.151742 4.184901 4.077341 3.930962 3.767332
1237651212289572991 261.036424790742 53.4669970711458 0.02443302 1 163.9902 16.96608 15.05043 14.1837 13.73884 13.46737 16.80508 14.9252 14.04121 13.6068 13.29045 0.1234224 0.09616989 0.06652988 0.04943883 0.03677341 28.36662 11.44574 10.90463 11.05594 10.25378 4.437779 4.813902 4.694953 4.723774 4.418879
1237651212825788580 260.969080416177 54.9544961401477 0.02965182 0.008118266 53.04868 19.06593 17.56673 17.17312 16.83047 17.39718 18.66891 17.48341 17.09873 16.81417 16.8099 0.1530704 0.1192714 0.0825114 0.06131481 0.04560695 6.483674 7.685605 7.691848 8.052424 5.702459 2.558754 3.430266 3.452168 3.622378 2.151743
1237651213362069812 261.029631975835 56.4938059627033 0.02849322 0.4808349 45.56076 19.00196 17.98728 17.44693 17.16949 17.02631 19.04907 18.01632 17.518 17.25116 17.07528 0.1271781 0.09909631 0.06855436 0.05094324 0.03789241 3.236578 3.333848 3.579706 3.656371 3.493275 1.662463 1.633562 1.672902 1.691076 1.626718
1237651226783514847 260.97062245206 57.2551070392792 0.02697819 0.7775665 62.83012 19.22877 17.39689 16.67954 16.34165 16.11538 18.97631 17.254 16.50989 16.14278 15.87387 0.1203491 0.09377523 0.06487326 0.04820779 0.03585774 4.750635 5.501062 4.932617 4.683162 4.610139 2.065293 2.355746 2.216659 2.151725 2.02186
