cls   ra         dec        z    Mr01      ur    mur     kr50    C    stellarmass    sfr    ssfr     Dn4000   class   Zc   sigma     Mvir      Rvir   R200   w   dist     Pe   Ps    
  35     208.165802   5.0631      0.077   -20.225   2.641   20.725   2.615   2.612   10.632   -1.137   -11.816   1.872   -1      0.079   755.363   5.787E14   1.454   1.869   0.073   0.306   0.37    0.54   
  35     208.050995   5.2475      0.082   -19.797   1.785   21.486   3.017   1.979   9.948    -0.065   -10.075   1.351   2       0.079   755.363   5.787E14   1.454   1.869   0.135   0.564   0.16    0.77   
  35     207.979599   5.0124      0.082   -20.295   1.265   21.484   3.811   2.155   10.069   0.344    -9.78     1.225   1       0.079   755.363   5.787E14   1.454   1.869   0.067   0.788   0.01    0.79   
  35     208.172897   5.1378      0.077   -19.539   2.509   20.698   1.882   3.399   10.437   -1.452   -11.946   1.818   -1      0.079   755.363   5.787E14   1.454   1.869   0.189   0.198   0.42    0.0    
  35     208.173294   5.105       0.082   -20.672   2.654   19.905   2.183   2.9     10.779   -0.997   -11.838   1.873   -1      0.079   755.363   5.787E14   1.454   1.869   0.04    0.242   0.51    0.49   
  35     208.225006   5.1351      0.083   -20.676   2.738   19.65    1.941   2.905   10.757   -1.141   -11.951   1.848   -1      0.079   755.363   5.787E14   1.454   1.869   0.04    0.088   0.58    0.31   
  35     208.225693   5.1171      0.078   -20.008   2.768   21.73    3.751   3.264   10.156   -1.487   -11.696   1.876   -1      0.079   755.363   5.787E14   1.454   1.869   0.099   0.117   0.94    0.0    
  35     208.2798     5.1554      0.08    -19.898   2.572   21.26    2.866   3.863   10.418   -1.185   -11.643   1.766   -1      0.079   755.363   5.787E14   1.454   1.869   0.116   0.07    0.87    0.06   
  35     208.241806   5.1001      0.078   -20.411   2.651   20.001   2.035   2.845   10.64    -1.147   -11.817   1.808   -1      0.079   755.363   5.787E14   1.454   1.869   0.057   0.137   0.17    0.83   
  35     208.206894   5.0709      0.078   -21.168   2.694   18.985   1.807   3.142   10.971   -1.049   -12.088   1.952   -1      0.079   755.363   5.787E14   1.454   1.869   0.02    0.236   0.9     0.07   
  35     208.274399   5.2684      0.076   -20.559   2.729   19.258   1.559   2.907   10.743   -1.218   -12.005   1.954   -1      0.079   755.363   5.787E14   1.454   1.869   0.046   0.274   0.75    0.11   
  35     208.225906   5.0951      0.08    -21.21    2.807   19.173   1.999   3.141   11.021   -1.103   -12.173   1.98    -1      0.079   755.363   5.787E14   1.454   1.869   0.019   0.166   0.96    0.04   
  35     208.248001   5.1385      0.076   -19.933   2.593   19.828   1.514   2.803   10.413   -1.356   -11.821   1.948   -1      0.079   755.363   5.787E14   1.454   1.869   0.109   0.048   0.86    0.1    
  35     208.183899   4.9936      0.078   -20.105   2.666   19.908   1.695   2.731   10.552   -1.277   -11.876   1.952   -1      0.079   755.363   5.787E14   1.454   1.869   0.087   0.432   0.71    0.25   
  35     208.220596   4.9953      0.08    -20.113   2.724   20.37    2.091   2.621   10.569   -1.206   -11.85    1.893   5       0.079   755.363   5.787E14   1.454   1.869   0.086   0.412   0.26    0.68   
  35     208.367905   5.2611      0.084   -20.639   2.817   19.974   2.219   3.222   10.775   -0.545   -11.372   1.873   2       0.079   755.363   5.787E14   1.454   1.869   0.042   0.406   0.49    0.02   
  35     208.214203   5.4844      0.079   -21.663   2.649   19.558   2.952   3.236   11.205   -0.555   -11.827   1.875   5       0.079   755.363   5.787E14   1.454   1.869   0.01    0.821   0.98    0.0    
  35     208.543198   5.2816      0.079   -21.462   2.71    19.979   3.279   3.11    11.138   -0.103   -11.295   1.979   2       0.079   755.363   5.787E14   1.454   1.869   0.013   0.781   0.68    0.07   
  35     208.392899   5.3457      0.077   -20.452   2.411   20.147   2.23    2.681   10.507   -0.681   -11.238   1.718   5       0.079   755.363   5.787E14   1.454   1.869   0.054   0.567   0.12    0.85   
  35     208.215897   5.3024      0.081   -19.763   1.048   21.292   2.731   2.198   9.908    0.454    -9.51     1.107   1       0.079   755.363   5.787E14   1.454   1.869   0.141   0.38    0.06    0.73   
  35     208.386703   5.4987      0.079   -20.682   2.092   20.656   3.118   2.55    10.707   0.165    -10.588   1.679   4       0.079   755.363   5.787E14   1.454   1.869   0.039   0.908   0.28    0.64   
  35     208.572495   5.2826      0.08    -20.265   2.598   20.623   2.536   2.568   10.548   -0.374   -10.971   1.663   2       0.079   755.363   5.787E14   1.454   1.869   0.07    0.856   0.03    0.97   
  35     208.552795   5.3909      0.08    -19.889   2.38    20.638   2.145   2.629   10.318   -0.933   -11.31    1.754   -1      0.079   755.363   5.787E14   1.454   1.869   0.118   0.952   0.41    0.54   
  35     208.317505   5.1775      0.075   -20.443   2.61    19.866   1.955   2.618   10.604   -1.224   -11.889   1.805   -1      0.079   755.363   5.787E14   1.454   1.869   0.054   0.164   0.61    0.05   
  35     208.315704   5.203       0.08    -20.622   2.713   20.008   2.252   2.973   10.745   -0.628   -11.415   1.868   2       0.079   755.363   5.787E14   1.454   1.869   0.043   0.197   0.82    0.16   
  35     208.360397   5.1639      0.08    -20.267   2.752   20.648   2.562   2.623   10.538   -1.274   -11.859   1.794   -1      0.079   755.363   5.787E14   1.454   1.869   0.07    0.268   0.34    0.17   
  35     208.351196   5.1786      0.078   -20.414   2.64    20.071   2.113   2.692   10.748   -0.687   -11.517   1.897   -1      0.079   755.363   5.787E14   1.454   1.869   0.057   0.245   0.34    0.17   
  35     208.313599   5.1028      0.08    -21.052   2.689   19.244   1.921   3.281   10.899   -1.049   -11.984   1.917   -1      0.079   755.363   5.787E14   1.454   1.869   0.024   0.198   0.43    0.36   
  35     208.281097   5.1238      0.084   -20.872   2.73    19.35    1.846   2.762   10.874   -0.201   -11.132   1.844   2       0.079   755.363   5.787E14   1.454   1.869   0.031   0.115   0.52    0.44   
  35     208.315598   5.1592      0.079   -20.04    2.79    19.939   1.669   2.815   10.518   -1.42    -11.979   1.861   -1      0.079   755.363   5.787E14   1.454   1.869   0.095   0.155   0.77    0.15   
  35     208.292404   4.9939      0.079   -20.679   2.804   20.554   2.961   2.699   10.756   -1.147   -11.948   1.785   -1      0.079   755.363   5.787E14   1.454   1.869   0.039   0.413   0.65    0.28   
  35     208.350906   4.8774      0.075   -20.001   2.224   20.795   2.45    2.886   10.531   0.067    -10.517   1.56    3       0.079   755.363   5.787E14   1.454   1.869   0.099   0.695   0.04    0.96   
  35     208.717896   5.4188      0.078   -19.677   2.044   21.048   2.355   2.152   10.121   -0.113   -10.295   1.593   2       0.079   755.363   5.787E14   1.454   1.869   0.157   1.294   0.11    0.26   
  35     208.522003   5.4944      0.079   -19.724   2.481   20.111   1.558   3.016   10.342   -1.145   -11.541   1.867   -1      0.079   755.363   5.787E14   1.454   1.869   0.148   1.072   0.32    0.55   
  35     208.676102   5.4822      0.077   -22.327   2.735   20.087   5.132   3.155   11.46    -0.719   -12.24    2.015   -1      0.079   755.363   5.787E14   1.454   1.869   0.004   1.287   0.97    0.03   
  35     208.472      5.1333      0.081   -19.86    2.591   20.651   2.123   2.86    10.398   -1.17    -11.631   1.886   -1      0.079   755.363   5.787E14   1.454   1.869   0.123   0.556   0.48    0.12   
  35     208.553406   5.2053      0.081   -20.438   2.944   19.603   1.717   2.982   10.854   -1.232   -12.159   2.013   5       0.079   755.363   5.787E14   1.454   1.869   0.055   0.767   0.75    0.13   
  35     208.489105   5.2742      0.083   -20.238   2.371   19.943   1.82    2.538   10.331   -0.748   -11.118   1.641   -1      0.079   755.363   5.787E14   1.454   1.869   0.073   0.679   0.17    0.79   
  35     208.528107   4.97        0.077   -20.912   2.571   19.85    2.404   2.941   10.82    -0.917   -11.781   1.814   -1      0.079   755.363   5.787E14   1.454   1.869   0.028   0.801   0.91    0.09   
  35     208.399796   5.1269      0.078   -19.581   2.396   20.455   1.712   3.025   10.152   -1.077   -11.301   1.69    -1      0.079   755.363   5.787E14   1.454   1.869   0.179   0.366   0.25    0.64   
  35     208.233307   5.1576      0.081   -20.742   2.78    19.442   1.823   3.535   10.795   -1.531   -12.386   0.0     -1      0.079   755.363   5.787E14   1.454   1.869   0.036   0.051   0.92    0.09   
  35     208.007401   4.8586      0.077   -19.466   2.098   21.351   2.461   2.262   10.106   -0.377   -10.528   5.394   2       0.079   755.363   5.787E14   1.454   1.869   0.209   0.934   0.14    0.83   
  35     208.174698   5.1402      0.079   -21.401   2.66    19.113   2.131   3.136   11.037   -0.945   -12.044   2.057   -1      0.079   755.363   5.787E14   1.454   1.869   0.015   0.196   0.42    0.0    
  35     208.225204   5.1205      0.078   -22.174   2.801   20.648   6.182   2.924   11.431   -0.807   -12.305   2.057   -1      0.079   755.363   5.787E14   1.454   1.869   0.005   0.107   0.81    0.16   
  35     208.131393   4.9423      0.083   -19.883   2.548   20.007   1.587   3.152   10.382   -1.184   -11.611   1.834   -1      0.079   755.363   5.787E14   1.454   1.869   0.12    0.634   0.5     0.42   
  35     208.185303   4.9278      0.078   -20.296   2.577   19.892   1.834   3.09    10.601   -0.962   -11.611   1.865   -1      0.079   755.363   5.787E14   1.454   1.869   0.067   0.585   0.83    0.14   
  35     208.0802     4.9392      0.083   -20.46    2.184   21.374   3.893   2.346   10.497   -0.133   -10.689   1.605   5       0.079   755.363   5.787E14   1.454   1.869   0.054   0.712   0.09    0.8    
  35     208.1819     5.0598      0.078   -20.301   2.444   20.329   2.248   2.702   10.502   -1.031   -11.583   1.843   -1      0.079   755.363   5.787E14   1.454   1.869   0.066   0.292   0.34    0.61   
  35     208.036697   4.7398      0.082   -20.315   2.257   20.158   2.088   2.72    10.692   0.437    -10.32    1.464   3       0.079   755.363   5.787E14   1.454   1.869   0.066   1.196   0.12    0.83   
  35     208.069901   5.1282      0.082   -19.886   2.439   20.286   1.813   2.638   10.268   -0.559   -10.873   1.636   2       0.079   755.363   5.787E14   1.454   1.869   0.119   0.473   0.52    0.35   
  35     208.222305   5.1788      0.081   -21.016   2.778   19.395   2.027   3.227   10.907   -1.158   -12.106   1.96    -1      0.079   755.363   5.787E14   1.454   1.869   0.025   0.101   0.8     0.16   
  35     208.344193   5.3804      0.08    -19.567   2.539   20.282   1.567   2.769   10.227   -1.377   -11.662   1.838   -1      0.079   755.363   5.787E14   1.454   1.869   0.184   0.606   0.44    0.46   
  35     208.532196   5.4832      0.077   -21.165   2.438   20.739   4.064   2.121   10.958   -0.343   -11.353   2.046   -1      0.079   755.363   5.787E14   1.454   1.869   0.02    1.03    0.32    0.55   
  35     208.511093   5.3873      0.081   -19.778   1.894   21.09    2.506   2.12    10.152   -0.262   -10.47    1.461   2       0.079   755.363   5.787E14   1.454   1.869   0.138   0.876   0.36    0.35   
  35     208.220398   5.359       0.081   -21.559   2.226   20.867   5.132   2.587   11.031   0.066    -11.014   1.834   4       0.079   755.363   5.787E14   1.454   1.869   0.012   0.523   0.0     0.33   
  35     208.371201   5.2561      0.083   -20.104   2.463   20.582   2.295   2.22    10.286   -1.048   -11.384   1.715   -1      0.079   755.363   5.787E14   1.454   1.869   0.088   0.402   0.49    0.02   
  35     208.413895   5.2699      0.08    -21.857   2.864   20.231   4.395   3.404   11.294   -0.961   -12.314   2.094   -1      0.079   755.363   5.787E14   1.454   1.869   0.008   0.495   1.0     0.0    
  35     208.163696   5.2816      0.08    -19.569   2.678   20.721   1.921   2.541   10.333   -0.455   -10.845   1.624   2       0.079   755.363   5.787E14   1.454   1.869   0.183   0.385   0.29    0.7    
  35     208.315796   5.1399      0.084   -21.192   2.255   20.702   3.99    2.393   10.917   0.647    -10.324   1.433   1       0.079   755.363   5.787E14   1.454   1.869   0.02    0.172   0.28    0.59   
  35     208.297607   5.2157      0.08    -21.043   2.691   20.044   2.781   2.706   10.979   -0.21    -11.242   1.962   2       0.079   755.363   5.787E14   1.454   1.869   0.024   0.184   0.32    0.68   
  35     208.321106   5.1719      0.077   -19.632   2.563   20.193   1.562   2.553   10.301   -1.352   -11.701   1.878   -1      0.079   755.363   5.787E14   1.454   1.869   0.167   0.166   0.77    0.15   
  35     208.302795   5.1174      0.077   -19.727   2.562   20.251   1.669   2.828   10.326   -1.338   -11.697   1.863   -1      0.079   755.363   5.787E14   1.454   1.869   0.146   0.153   0.43    0.36   
  35     208.304092   5.1715      0.079   -21.341   2.713   19.779   2.826   2.838   11.051   -1.01    -12.1     1.984   -1      0.079   755.363   5.787E14   1.454   1.869   0.016   0.128   0.61    0.05   
  35     208.276703   5.1497      0.079   -22.99    2.89    20.025   6.75    3.274   11.768   -0.629   -12.435   2.122   -1      0.079   755.363   5.787E14   1.454   1.869   0.002   0.049   0.87    0.06   
  35     208.654007   5.402       0.077   -20.017   2.25    20.981   2.674   2.717   10.516   -0.081   -10.644   1.691   2       0.079   755.363   5.787E14   1.454   1.869   0.098   1.129   0.05    0.91   
  35     208.385696   5.131       0.077   -20.46    2.491   20.48    2.602   2.195   10.557   -0.207   -10.811   1.646   2       0.079   755.363   5.787E14   1.454   1.869   0.053   0.324   0.26    0.64   
  36     213.818695   -0.6613     0.137   -21.416   2.873   20.831   4.372   2.546   11.186   -0.234   -11.478   1.726   5       0.14    612.45    4.478E14   1.712   1.515   0.017   0.985   0.11    0.89   
  36     214.000107   -0.4219     0.137   -21.01    3.038   20.481   3.074   2.956   10.927   -0.73    -11.717   1.796   -1      0.14    612.45    4.478E14   1.712   1.515   0.029   1.036   0.96    0.0    
  36     213.589294   -0.6682     0.141   -20.931   2.056   20.917   3.608   2.509   10.727   0.499    -10.274   1.634   2       0.14    612.45    4.478E14   1.712   1.515   0.033   1.014   0.08    0.64   
  36     213.771393   -0.4856     0.137   -20.882   2.743   20.324   2.703   2.672   10.917   -0.371   -11.341   1.928   -1      0.14    612.45    4.478E14   1.712   1.515   0.035   0.39    0.57    0.03   
  36     213.828903   -0.471      0.139   -21.447   2.998   20.46    3.722   2.886   11.117   -0.605   -11.757   1.997   -1      0.14    612.45    4.478E14   1.712   1.515   0.016   0.515   0.53    0.35   
  36     213.757797   -0.4246     0.14    -21.644   3.297   20.749   4.638   3.307   11.189   -0.86    -12.113   2.018   -1      0.14    612.45    4.478E14   1.712   1.515   0.012   0.23    0.54    0.22   
  36     213.785004   -0.4932     0.139   -23.183   3.36    20.667   9.112   3.248   11.92    -0.507   -12.485   1.982   -1      0.14    612.45    4.478E14   1.712   1.515   0.001   0.441   0.57    0.03   
  36     213.8358     -0.3612     0.137   -21.511   2.461   20.766   4.421   2.715   10.883   -0.463   -11.417   1.762   -1      0.14    612.45    4.478E14   1.712   1.515   0.015   0.491   0.35    0.54   
  36     213.697693   -0.313      0.138   -20.913   2.825   20.759   3.353   2.602   10.953   -0.644   -11.645   1.858   -1      0.14    612.45    4.478E14   1.712   1.515   0.033   0.295   0.31    0.6    
  36     213.715607   -0.368      0.14    -21.148   3.011   20.873   3.913   2.605   11.107   0.185    -10.981   1.928   2       0.14    612.45    4.478E14   1.712   1.515   0.024   0.118   0.45    0.55   
  36     213.7276     -0.3296     0.14    -20.78    3.002   20.332   2.576   2.82    10.825   -0.616   -11.488   1.898   -1      0.14    612.45    4.478E14   1.712   1.515   0.04    0.268   0.69    0.21   
  36     213.718506   -0.4365     0.139   -21.281   3.163   20.343   3.265   2.95    11.072   -0.95    -12.081   2.031   -1      0.14    612.45    4.478E14   1.712   1.515   0.02    0.152   0.75    0.07   
  36     213.745804   -0.3873     0.143   -20.927   2.272   21.27    4.217   1.861   10.752   0.342    -10.455   1.543   2       0.14    612.45    4.478E14   1.712   1.515   0.033   0.17    0.17    0.7    
  36     213.763199   -0.3786     0.143   -21.219   3.103   20.371   3.189   3.024   10.993   -0.754   -11.81    1.888   -1      0.14    612.45    4.478E14   1.712   1.515   0.022   0.244   0.65    0.24   
  36     213.720596   -0.3155     0.14    -21.239   2.809   20.207   3.01    2.504   10.988   -0.454   -11.477   1.879   -1      0.14    612.45    4.478E14   1.712   1.515   0.021   0.299   0.16    0.65   
  36     213.740494   -0.3496     0.139   -22.469   3.252   20.23    5.357   3.015   11.675   -0.432   -12.179   1.982   -1      0.14    612.45    4.478E14   1.712   1.515   0.004   0.228   0.46    0.18   
  36     213.725494   -0.2744     0.14    -21.021   2.018   20.915   3.775   2.285   10.701   0.68     -10.074   1.435   5       0.14    612.45    4.478E14   1.712   1.515   0.029   0.444   0.14    0.36   
  36     213.634293   -0.4138     0.138   -21.719   3.163   20.265   3.866   3.007   11.215   -0.698   -11.96    1.818   -1      0.14    612.45    4.478E14   1.712   1.515   0.011   0.226   0.85    0.08   
  36     213.629395   -0.5119     0.138   -21.392   2.55    20.748   4.157   3.177   10.986   0.063    -10.977   1.758   2       0.14    612.45    4.478E14   1.712   1.515   0.017   0.448   0.46    0.45   
  36     213.634995   -0.2617     0.138   -21.076   3.181   20.149   2.732   2.894   10.956   -0.758   -11.752   1.793   -1      0.14    612.45    4.478E14   1.712   1.515   0.027   0.519   0.26    0.68   
  36     213.695007   -0.4782     0.141   -20.851   3.088   20.389   2.728   2.842   10.986   0.063    -10.977   1.758   2       0.14    612.45    4.478E14   1.712   1.515   0.037   0.276   0.48    0.29   
  36     213.626297   -0.3744     0.137   -21.033   3.244   20.418   3.026   2.942   10.971   -0.997   -12.029   2.001   -1      0.14    612.45    4.478E14   1.712   1.515   0.028   0.253   0.5     0.0    
  36     213.675201   -0.4338     0.138   -21.254   3.204   21.244   4.893   3.152   11.003   -0.82    -11.879   1.947   -1      0.14    612.45    4.478E14   1.712   1.515   0.021   0.137   0.47    0.49   
  36     213.618301   -0.3301     0.141   -21.789   3.204   20.564   4.565   2.928   11.264   -0.708   -12.02    1.907   -1      0.14    612.45    4.478E14   1.712   1.515   0.01    0.366   0.81    0.11   
  36     213.678101   -0.3153     0.139   -20.964   3.042   21.442   4.697   2.651   10.75    -0.895   -11.713   1.918   -1      0.14    612.45    4.478E14   1.712   1.515   0.031   0.296   0.17    0.63   
  36     213.490005   -0.4155     0.138   -20.983   3.005   20.158   2.618   3.018   10.866   -0.817   -11.736   1.762   -1      0.14    612.45    4.478E14   1.712   1.515   0.03    0.715   0.52    0.36   
  36     213.531403   -0.3963     0.14    -21.483   3.175   20.168   3.305   2.604   11.143   -0.721   -11.914   1.89    -1      0.14    612.45    4.478E14   1.712   1.515   0.015   0.576   0.58    0.1    
  36     213.602203   -0.3774     0.139   -21.528   2.913   22.678   10.73   2.615   10.977   -0.563   -11.601   1.766   -1      0.14    612.45    4.478E14   1.712   1.515   0.014   0.336   0.34    0.14   
  36     213.567703   -0.3513     0.139   -21.295   3.229   20.105   2.95    3.209   11.072   -0.765   -11.882   1.803   -1      0.14    612.45    4.478E14   1.712   1.515   0.02    0.477   0.62    0.29   
  36     213.749496   -0.4961     0.143   -21.08    2.897   20.566   3.282   2.648   10.987   -0.529   -11.583   1.858   -1      0.14    612.45    4.478E14   1.712   1.515   0.027   0.388   0.61    0.23   
  36     213.749695   -0.5114     0.14    -21.076   2.897   20.914   3.862   3.148   10.955   -0.331   -11.354   1.706   -1      0.14    612.45    4.478E14   1.712   1.515   0.027   0.43    0.61    0.23   
  36     213.6745     -0.4647     0.144   -21.669   3.034   20.401   3.983   3.066   11.236   0.242    -11.045   1.826   2       0.14    612.45    4.478E14   1.712   1.515   0.012   0.245   0.67    0.29   
  36     213.778397   -0.4922     0.142   -22.26    3.148   20.598   5.734   3.483   11.497   0.426    -11.111   1.763   2       0.14    612.45    4.478E14   1.712   1.515   0.005   0.437   0.45    0.45   
  36     213.801102   -0.3476     0.141   -20.782   2.785   21.218   3.866   2.418   10.883   -0.463   -11.417   1.762   -1      0.14    612.45    4.478E14   1.712   1.515   0.04    0.402   0.13    0.68   
  36     213.695297   -0.3218     0.14    -21.024   3.108   20.805   3.587   2.844   10.921   -0.875   -11.833   1.923   -1      0.14    612.45    4.478E14   1.712   1.515   0.029   0.268   0.16    0.65   
  36     213.746094   -0.404      0.139   -20.816   2.913   20.519   2.859   2.394   10.784   -0.688   -11.524   1.756   -1      0.14    612.45    4.478E14   1.712   1.515   0.038   0.165   0.29    0.62   
  36     213.6017     -0.3843     0.137   -20.9     2.866   20.89    3.54    6.323   10.916   -0.216   -11.205   1.746   -1      0.14    612.45    4.478E14   1.712   1.515   0.034   0.331   0.34    0.14   
  36     213.621704   -0.3747     0.136   -21.971   3.234   20.348   4.525   3.171   11.334   -0.673   -12.07    1.889   -1      0.14    612.45    4.478E14   1.712   1.515   0.008   0.268   0.5     0.0    
  36     213.575195   -0.3419     0.138   -20.755   2.88    20.49    2.751   2.533   10.759   -0.835   -11.637   1.847   -1      0.14    612.45    4.478E14   1.712   1.515   0.042   0.467   0.62    0.29   
  36     213.587799   -0.3039     0.136   -21.503   2.917   21.017   4.968   2.394   11.021   -0.441   -11.517   1.741   -1      0.14    612.45    4.478E14   1.712   1.515   0.015   0.492   0.36    0.64   
  36     213.550293   -0.4189     0.138   -21.283   3.079   20.445   3.438   2.452   11.009   -0.085   -11.144   1.698   2       0.14    612.45    4.478E14   1.712   1.515   0.02    0.508   0.63    0.14   
  37     216.122299   1.9753      0.054   -19.733   2.455   20.448   1.933   2.642   10.525   0.004    -10.568   1.501   3       0.055   558.594   2.077E14   0.954   1.382   0.136   2.057   0.11    0.89   
  37     215.653107   3.1667      0.055   -19.847   1.923   20.71    2.281   2.241   10.249   0.161    -10.135   1.291   1       0.055   558.594   2.077E14   0.954   1.382   0.116   1.8     0.05    0.95   
  37     215.794998   2.9438      0.056   -19.829   1.769   21.839   3.795   2.0     9.952    -0.13    -10.142   1.247   1       0.055   558.594   2.077E14   0.954   1.382   0.119   1.161   0.0     0.91   
  37     215.666397   2.8092      0.055   -20.173   1.719   20.685   2.625   1.906   10.24    0.207    -10.082   1.391   3       0.055   558.594   2.077E14   0.954   1.382   0.074   1.371   0.04    0.96   
  37     215.745193   2.8294      0.055   -20.239   2.355   19.106   1.307   2.913   10.494   -0.904   -11.424   1.728   5       0.055   558.594   2.077E14   0.954   1.382   0.068   1.171   0.51    0.49   
  37     215.944504   2.7877      0.052   -18.794   1.424   20.098   1.072   2.01    9.464    -0.243   -9.761    1.206   1       0.055   558.594   2.077E14   0.954   1.382   0.492   0.583   0.29    0.43   
  37     216.001007   2.7083      0.052   -19.384   2.437   20.377   1.6     2.654   10.122   -1.392   -11.575   1.739   -1      0.055   558.594   2.077E14   0.954   1.382   0.218   0.437   0.69    0.23   
  37     215.848999   2.5645      0.056   -18.916   1.53    20.207   1.182   2.582   9.589    -0.329   -9.973    1.227   1       0.055   558.594   2.077E14   0.954   1.382   0.421   1.002   0.35    0.47   
  37     215.832199   2.5416      0.056   -18.79    2.132   21.258   1.808   2.531   9.687    -0.812   -10.542   1.327   1       0.055   558.594   2.077E14   0.954   1.382   0.501   1.088   0.12    0.77   
  37     215.638107   2.5267      0.055   -20.239   2.57    20.597   2.603   3.455   10.496   -0.95    -11.52    1.814   3       0.055   558.594   2.077E14   0.954   1.382   0.068   1.543   0.49    0.47   
  37     215.815994   2.5275      0.057   -20.742   2.462   19.824   2.294   3.229   10.725   -0.866   -11.636   1.811   5       0.055   558.594   2.077E14   0.954   1.382   0.034   1.147   0.83    0.13   
  37     215.831604   2.3939      0.055   -20.713   2.554   19.885   2.337   2.852   10.781   -0.663   -11.49    1.628   5       0.055   558.594   2.077E14   0.954   1.382   0.035   1.323   0.83    0.13   
  37     215.582397   2.4398      0.053   -20.007   1.579   19.731   1.578   2.449   10.117   0.288    -9.877    1.236   1       0.055   558.594   2.077E14   0.954   1.382   0.093   1.734   0.49    0.4    
  37     216.116196   2.7807      0.052   -18.834   1.841   21.083   1.726   2.101   9.664    -0.392   -10.11    1.321   3       0.055   558.594   2.077E14   0.954   1.382   0.466   0.16    0.34    0.31   
  37     216.151093   2.7451      0.054   -21.888   2.683   19.284   3.066   3.135   11.298   -1.079   -12.434   1.937   4       0.055   558.594   2.077E14   0.954   1.382   0.007   0.053   0.98    0.0    
  37     216.199707   2.7839      0.054   -19.679   2.583   19.538   1.25    2.734   10.333   -1.426   -11.817   1.848   5       0.055   558.594   2.077E14   0.954   1.382   0.147   0.127   0.66    0.24   
  37     216.080704   2.7087      0.055   -19.091   1.549   20.775   1.672   2.422   9.66     -0.334   -10.045   1.255   2       0.055   558.594   2.077E14   0.954   1.382   0.33    0.256   0.42    0.38   
  37     216.194901   2.7519      0.052   -18.749   1.689   21.666   2.177   2.24    9.463    -0.482   -10.003   1.244   2       0.055   558.594   2.077E14   0.954   1.382   0.524   0.072   0.22    0.65   
  37     216.068802   2.7905      0.055   -20.863   2.711   18.876   1.578   3.145   10.877   -1.235   -12.152   1.966   4       0.055   558.594   2.077E14   0.954   1.382   0.029   0.293   1.0     0.0    
  37     216.052505   2.7476      0.056   -20.294   2.518   20.482   2.54    3.537   10.513   -1.179   -11.749   1.824   4       0.055   558.594   2.077E14   0.954   1.382   0.063   0.316   0.96    0.0    
  37     216.197495   2.6644      0.054   -22.189   2.617   20.03    4.969   2.956   11.396   -0.927   -12.382   1.963   4       0.055   558.594   2.077E14   0.954   1.382   0.005   0.226   0.95    0.0    
  37     215.941193   2.4111      0.055   -20.887   1.539   20.502   3.364   1.98    10.432   0.642    -9.843    1.209   1       0.055   558.594   2.077E14   0.954   1.382   0.028   1.092   0.0     1.0    
  37     216.050095   2.1702      0.054   -20.417   2.478   19.729   1.904   2.914   10.677   -0.752   -11.481   1.879   5       0.055   558.594   2.077E14   0.954   1.382   0.053   1.553   0.15    0.82   
  37     216.227997   2.8655      0.055   -19.004   1.612   21.208   1.971   2.291   9.9      -0.191   -10.141   1.275   1       0.055   558.594   2.077E14   0.954   1.382   0.372   0.36    0.06    0.94   
  37     216.224503   2.7498      0.057   -21.365   3.148   19.046   2.153   3.035   11.301   -0.609   -11.964   1.844   4       0.055   558.594   2.077E14   0.954   1.382   0.014   0.156   0.71    0.0    
  37     216.497406   3.2044      0.055   -19.464   1.271   20.18    1.512   2.41    9.971    0.422    -9.604    1.149   1       0.055   558.594   2.077E14   0.954   1.382   0.197   1.529   0.4     0.49   
  37     215.8871     2.8063      0.056   -20.329   2.581   19.557   1.678   2.856   10.622   -1.297   -11.991   2.04    -1      0.055   558.594   2.077E14   0.954   1.382   0.06    0.784   0.28    0.64   
  37     215.922394   2.8117      0.056   -19.362   2.392   19.849   1.232   2.719   10.16    -1.325   -11.538   1.803   -1      0.055   558.594   2.077E14   0.954   1.382   0.228   0.695   0.5     0.35   
  38     216.8591     63.2341     0.14    -21.426   3.055   19.9     2.758   2.895   11.14    -0.739   -11.939   1.925   -1      0.139   1052.314  1.975E15   2.557   2.604   0.017   0.547   0.92    0.0    
  38     216.542892   63.269798   0.141   -20.71    3.001   20.502   2.615   2.676   10.866   -0.667   -11.586   1.882   -1      0.139   1052.314  1.975E15   2.557   2.604   0.045   0.281   0.25    0.62   
  38     216.386902   63.219501   0.141   -21.014   3.219   20.147   2.548   2.495   11.044   -0.784   -11.877   1.951   -1      0.139   1052.314  1.975E15   2.557   2.604   0.029   0.08    0.76    0.16   
  38     216.516296   63.249802   0.139   -20.719   2.636   20.669   2.845   2.549   10.759   -0.118   -10.929   1.673   2       0.139   1052.314  1.975E15   2.557   2.604   0.044   0.224   0.56    0.34   
  38     216.451599   63.301998   0.136   -21.35    2.813   20.266   3.179   2.924   11.029   -0.144   -11.23    1.641   3       0.139   1052.314  1.975E15   2.557   2.604   0.018   0.277   1.0     0.0    
  38     216.438293   63.083599   0.139   -21.46    3.14    19.829   2.713   2.93    11.197   -0.816   -12.052   1.954   -1      0.139   1052.314  1.975E15   2.557   2.604   0.016   0.263   0.5     0.43   
  38     216.356705   63.335098   0.144   -21.587   3.405   20.181   3.365   2.839   11.245   -0.853   -12.157   1.886   -1      0.139   1052.314  1.975E15   2.557   2.604   0.013   0.344   0.52    0.14   
