cls   ra         dec        z    Mr01      ur    mur     kr50    C    stellarmass    sfr    ssfr     Dn4000   class   Zc   sigma     Mvir      Rvir   R200   w   dist     Pe   Ps    
  50     223.389893   18.0977     0.059   -21.564   2.292   21.029   5.833   2.122   11.084   0.812    -10.322   1.426   1       0.059   645.7     5.014E14   1.724   1.598   0.011   0.947   0.0     1.0    
  50     223.451599   18.4884     0.058   -20.029   2.342   19.232   1.262   3.171   10.369   -1.075   -11.496   1.875   -1      0.059   645.7     5.014E14   1.724   1.598   0.091   0.361   0.87    0.04   
  50     223.236893   18.1119     0.053   -19.448   1.089   20.31    1.604   2.004   9.523    0.194    -9.386    1.118   1       0.059   645.7     5.014E14   1.724   1.598   0.201   0.928   0.31    0.36   
  50     223.842499   19.1525     0.06    -19.32    2.607   21.074   2.117   2.393   10.147   -0.925   -11.115   1.471   -1      0.059   645.7     5.014E14   1.724   1.598   0.244   0.885   0.08    0.92   
  50     224.062103   19.153299   0.061   -19.013   1.633   22.374   3.326   1.984   9.639    -0.467   -10.157   1.389   2       0.059   645.7     5.014E14   1.724   1.598   0.373   1.068   0.11    0.84   
  50     223.849594   18.8699     0.057   -18.795   2.28    21.423   1.956   2.147   9.912    -0.959   -10.924   1.476   2       0.059   645.7     5.014E14   1.724   1.598   0.499   0.475   0.08    0.92   
  50     224.071396   18.6724     0.053   -20.932   2.04    20.452   3.359   2.193   10.675   0.205    -10.519   1.621   1       0.059   645.7     5.014E14   1.724   1.598   0.026   0.601   0.03    0.93   
  50     223.874298   18.839399   0.057   -20.534   1.8     20.241   2.525   2.472   10.48    0.338    -10.193   1.356   3       0.059   645.7     5.014E14   1.724   1.598   0.045   0.467   0.16    0.72   
  50     223.482803   18.4284     0.059   -19.448   2.43    20.178   1.487   2.734   10.153   -1.385   -11.586   1.848   -1      0.059   645.7     5.014E14   1.724   1.598   0.204   0.406   0.28    0.62   
  50     223.515503   18.4004     0.057   -20.159   2.619   20.072   1.962   2.789   10.588   -1.003   -11.643   1.768   5       0.059   645.7     5.014E14   1.724   1.598   0.076   0.41    0.24    0.58   
  50     223.464798   18.6518     0.062   -20.45    1.624   20.59    2.855   2.719   10.464   0.657    -9.863    1.259   1       0.059   645.7     5.014E14   1.724   1.598   0.052   0.263   0.0     0.9    
  50     223.521301   18.4335     0.056   -21.366   2.563   19.147   2.243   3.289   11.018   -1.002   -12.087   1.964   -1      0.059   645.7     5.014E14   1.724   1.598   0.014   0.353   0.55    0.45   
  50     223.442307   18.552401   0.056   -20.666   2.673   19.546   1.963   3.327   10.737   -1.338   -12.103   1.955   -1      0.059   645.7     5.014E14   1.724   1.598   0.038   0.303   0.81    0.19   
  50     223.496201   18.4764     0.056   -20.758   2.614   19.232   1.769   2.949   10.795   -1.223   -12.063   1.915   -1      0.059   645.7     5.014E14   1.724   1.598   0.033   0.314   0.11    0.89   
  50     223.612198   18.354401   0.056   -19.89    2.532   19.339   1.233   2.806   10.407   -1.349   -11.812   1.879   5       0.059   645.7     5.014E14   1.724   1.598   0.11    0.435   0.82    0.12   
  50     223.612305   18.328501   0.059   -19.782   1.776   20.825   2.312   2.39    10.407   -1.349   -11.812   1.879   5       0.059   645.7     5.014E14   1.724   1.598   0.129   0.5     0.52    0.13   
  50     223.573898   18.4216     0.058   -20.897   2.606   19.213   1.844   3.06    10.826   -1.206   -12.066   1.933   5       0.059   645.7     5.014E14   1.724   1.598   0.027   0.356   0.43    0.55   
  50     223.591995   18.4417     0.06    -19.833   2.48    19.65    1.38    2.819   10.394   -1.299   -11.739   1.875   -1      0.059   645.7     5.014E14   1.724   1.598   0.12    0.33    0.51    0.49   
  50     223.699493   18.564301   0.056   -21.936   2.578   20.539   5.531   2.35    11.422   -0.522   -12.002   1.847   5       0.059   645.7     5.014E14   1.724   1.598   0.007   0.153   0.02    0.91   
  50     223.727798   18.236099   0.053   -19.018   1.605   21.403   2.145   2.051   9.631    -0.405   -10.083   1.267   1       0.059   645.7     5.014E14   1.724   1.598   0.362   0.604   0.04    0.82   
  50     223.680298   18.473      0.053   -20.899   1.614   20.105   2.822   2.392   10.416   0.585    -9.89     1.279   1       0.059   645.7     5.014E14   1.724   1.598   0.027   0.252   0.0     0.97   
  50     223.617706   18.6355     0.061   -19.052   2.745   20.478   1.416   2.483   10.029   -1.814   -11.894   1.81    -1      0.059   645.7     5.014E14   1.724   1.598   0.354   0.0     0.85    0.05   
  50     223.684097   18.4995     0.058   -20.345   2.64    19.544   1.673   3.212   10.628   -1.404   -12.072   1.921   -1      0.059   645.7     5.014E14   1.724   1.598   0.059   0.237   0.12    0.85   
  50     223.705093   18.4942     0.059   -19.73    1.761   20.815   2.255   2.627   10.005   0.027    -10.029   1.32    1       0.059   645.7     5.014E14   1.724   1.598   0.138   0.263   0.2     0.66   
  50     223.638794   18.638      0.055   -19.054   2.189   20.499   1.445   2.688   9.898    -0.674   -10.619   1.478   2       0.059   645.7     5.014E14   1.724   1.598   0.347   0.03    0.01    0.99   
  50     223.647507   18.0511     0.062   -18.993   1.86    20.973   1.729   2.602   9.803    -0.243   -10.1     1.342   1       0.059   645.7     5.014E14   1.724   1.598   0.385   0.989   0.04    0.96   
  50     223.632507   18.4799     0.06    -19.589   2.477   19.857   1.358   2.978   10.198   -1.446   -11.699   1.791   -1      0.059   645.7     5.014E14   1.724   1.598   0.169   0.261   0.54    0.35   
  50     223.830902   18.411301   0.06    -20.116   2.476   19.812   1.685   2.728   10.512   -1.287   -11.844   1.923   -1      0.059   645.7     5.014E14   1.724   1.598   0.081   0.483   0.6     0.4    
  50     223.837402   18.5306     0.059   -18.861   2.43    20.359   1.221   2.959   9.944    -1.652   -11.655   1.821   -1      0.059   645.7     5.014E14   1.724   1.598   0.458   0.362   0.39    0.61   
  50     223.721603   18.6157     0.058   -20.288   2.591   19.442   1.554   2.896   10.619   -1.244   -11.933   1.87    -1      0.059   645.7     5.014E14   1.724   1.598   0.064   0.143   0.33    0.65   
  50     223.755493   18.3228     0.06    -19.944   2.002   21.22    2.976   1.942   10.2     -0.298   -10.566   1.502   2       0.059   645.7     5.014E14   1.724   1.598   0.103   0.548   0.09    0.86   
  50     224.051102   18.0816     0.054   -19.762   2.196   20.331   1.86    2.395   10.298   -0.084   -10.425   1.524   1       0.059   645.7     5.014E14   1.724   1.598   0.13    1.009   0.21    0.79   
  50     224.022202   18.0553     0.053   -18.976   2.529   21.287   2.014   2.256   10.09    -0.932   -11.063   1.396   2       0.059   645.7     5.014E14   1.724   1.598   0.384   1.009   0.01    0.99   
  50     223.9272     19.2801     0.058   -19.243   2.347   24.726   10.977  1.517   9.63     -1.812   -11.478   2.092   -1      0.059   645.7     5.014E14   1.724   1.598   0.27    1.087   0.9     0.04   
  50     223.912399   19.290701   0.057   -20.449   1.924   21.763   4.894   1.851   10.415   -0.054   -10.529   1.711   2       0.059   645.7     5.014E14   1.724   1.598   0.051   1.084   0.0     0.95   
  50     223.963196   19.242701   0.059   -20.025   2.494   20.571   2.316   3.086   10.458   -1.234   -11.747   2.563   -1      0.059   645.7     5.014E14   1.724   1.598   0.092   1.075   0.9     0.1    
  50     223.866302   19.2173     0.059   -18.793   1.743   20.532   1.292   2.238   9.619    -0.264   -9.925    1.315   1       0.059   645.7     5.014E14   1.724   1.598   0.503   0.983   0.08    0.92   
  50     223.403      18.9888     0.056   -19.891   1.992   20.552   2.219   2.411   10.314   -0.089   -10.453   1.415   -1      0.059   645.7     5.014E14   1.724   1.598   0.11    0.623   0.08    0.84   
  50     223.566406   18.9158     0.059   -19.376   2.25    19.83    1.228   2.643   10.11    -0.793   -10.939   1.59    2       0.059   645.7     5.014E14   1.724   1.598   0.225   0.446   0.7     0.23   
  50     224.246796   18.7848     0.053   -19.261   1.345   20.631   1.695   1.995   9.593    -0.044   -9.698    1.167   1       0.059   645.7     5.014E14   1.724   1.598   0.259   0.867   0.23    0.67   
  50     224.090805   19.094101   0.057   -20.312   2.233   20.63    2.738   2.653   10.436   -0.585   -11.09    1.751   5       0.059   645.7     5.014E14   1.724   1.598   0.061   0.965   0.27    0.7    
  50     224.004196   19.035801   0.056   -19.374   1.263   20.241   1.495   2.189   9.657    -0.014   -9.736    1.224   1       0.059   645.7     5.014E14   1.724   1.598   0.224   0.799   0.36    0.31   
  50     223.684204   18.5839     0.061   -19.687   2.511   19.453   1.18    2.932   10.305   -1.48    -11.842   2.019   -1      0.059   645.7     5.014E14   1.724   1.598   0.148   0.126   0.85    0.13   
  50     223.631195   18.6423     0.059   -22.645   2.556   20.724   8.329   2.504   11.638   -0.39    -12.077   2.04    4       0.059   645.7     5.014E14   1.724   1.598   0.002   0.032   0.85    0.03   
  50     223.737503   18.825701   0.057   -18.788   2.239   20.966   1.577   2.597   9.916    -0.925   -10.886   1.491   -1      0.059   645.7     5.014E14   1.724   1.598   0.504   0.325   0.6     0.4    
  50     223.797302   19.0723     0.059   -18.988   2.049   21.731   2.468   2.764   9.937    -1.007   -10.989   1.696   -1      0.059   645.7     5.014E14   1.724   1.598   0.384   0.726   0.11    0.74   
  50     223.918793   19.281099   0.058   -21.275   2.695   19.712   2.777   3.213   11.028   -1.177   -12.254   1.949   4       0.059   645.7     5.014E14   1.724   1.598   0.016   1.096   0.0     0.95   
  51     227.588593   33.433498   0.117   -21.451   2.899   20.623   4.034   2.911   11.139   -0.751   -11.925   1.903   -1      0.113   1214.499  2.487E15   2.417   3.005   0.015   0.191   0.57    0.28   
  51     227.580002   33.5126     0.113   -20.419   2.752   21.31    3.461   2.524   10.633   -0.991   -11.666   1.722   -1      0.113   1214.499  2.487E15   2.417   3.005   0.062   0.041   0.39    0.31   
  51     227.584702   33.490299   0.11    -20.813   3.078   20.008   2.288   2.942   10.936   -1.023   -11.988   1.955   -1      0.113   1214.499  2.487E15   2.417   3.005   0.036   0.08    0.8     0.04   
  51     227.615097   33.256699   0.111   -20.673   2.742   21.202   3.731   2.47    10.765   -0.778   -11.59    1.792   -1      0.113   1214.499  2.487E15   2.417   3.005   0.043   0.532   0.65    0.26   
  51     227.883804   33.678001   0.112   -20.917   2.909   19.876   2.265   3.035   11.011   -0.43    -11.513   1.781   -1      0.113   1214.499  2.487E15   2.417   3.005   0.031   0.654   0.7     0.12   
  51     227.409195   33.448601   0.105   -20.365   2.048   20.553   2.433   2.43    10.666   1.4      -9.314    1.295   3       0.113   1214.499  2.487E15   2.417   3.005   0.065   0.256   0.45    0.39   
  51     227.488693   33.175098   0.111   -21.01    3.034   19.953   2.454   3.14    11.02    -0.981   -12.058   1.965   -1      0.113   1214.499  2.487E15   2.417   3.005   0.027   0.69    0.55    0.31   
  51     227.430801   33.2813     0.114   -21.273   2.808   20.26    3.163   3.308   11.076   -0.599   -11.722   1.951   -1      0.113   1214.499  2.487E15   2.417   3.005   0.019   0.521   0.77    0.19   
  51     227.484299   33.452202   0.119   -20.841   3.026   20.246   2.557   3.011   10.95    -0.789   -11.782   1.882   -1      0.113   1214.499  2.487E15   2.417   3.005   0.035   0.18    0.18    0.75   
  51     227.488403   33.366901   0.112   -20.578   2.755   20.264   2.307   2.863   10.734   -0.807   -11.603   1.78    -1      0.113   1214.499  2.487E15   2.417   3.005   0.05    0.317   0.64    0.14   
  51     227.483307   33.133499   0.111   -20.768   3.041   20.524   2.853   2.89    10.856   -1.072   -12.008   1.796   -1      0.113   1214.499  2.487E15   2.417   3.005   0.038   0.78    0.8     0.12   
  51     227.552902   33.4925     0.114   -22.145   2.853   20.968   6.532   3.689   11.367   -0.45    -11.891   1.943   -1      0.113   1214.499  2.487E15   2.417   3.005   0.006   0.058   0.82    0.05   
  51     227.509094   33.537998   0.109   -20.177   2.835   20.361   2.019   2.636   10.602   -1.147   -11.796   1.887   -1      0.113   1214.499  2.487E15   2.417   3.005   0.085   0.079   0.13    0.46   
  51     227.498993   33.462799   0.11    -21.326   2.89    19.627   2.441   3.099   11.098   -0.806   -11.967   1.898   -1      0.113   1214.499  2.487E15   2.417   3.005   0.018   0.138   0.87    0.05   
  51     227.506393   33.399799   0.111   -21.151   2.8     21.048   4.318   3.107   10.982   -0.676   -11.708   1.854   -1      0.113   1214.499  2.487E15   2.417   3.005   0.022   0.242   0.43    0.3    
  51     227.430298   33.445801   0.112   -20.318   3.416   20.553   2.348   2.771   10.766   -1.367   -12.198   1.791   -1      0.113   1214.499  2.487E15   2.417   3.005   0.071   0.248   0.41    0.59   
  51     227.717102   33.615799   0.116   -20.519   2.7     20.614   2.621   2.489   10.627   -0.868   -11.555   1.873   -1      0.113   1214.499  2.487E15   2.417   3.005   0.054   0.361   0.13    0.78   
  51     227.715195   33.829899   0.115   -21.446   2.988   19.981   3.012   2.827   11.245   -0.739   -12.024   1.9     4       0.113   1214.499  2.487E15   2.417   3.005   0.015   0.714   0.89    0.08   
  51     227.699905   33.7836     0.114   -20.833   2.711   20.761   3.263   3.094   10.791   -0.654   -11.501   1.762   -1      0.113   1214.499  2.487E15   2.417   3.005   0.035   0.608   0.2     0.73   
  51     227.574203   33.732101   0.114   -20.67    2.967   20.379   2.535   2.675   10.821   -1.006   -11.897   1.801   -1      0.113   1214.499  2.487E15   2.417   3.005   0.044   0.45    0.26    0.74   
  51     227.588806   33.632599   0.12    -21.073   2.544   21.336   4.684   2.783   11.002   0.345    -10.71    1.665   2       0.113   1214.499  2.487E15   2.417   3.005   0.026   0.269   0.61    0.39   
  51     227.371399   33.242802   0.112   -20.625   2.876   21.243   3.7     2.45    10.837   -0.753   -11.637   1.746   -1      0.113   1214.499  2.487E15   2.417   3.005   0.047   0.627   0.5     0.5    
  51     227.378494   33.403999   0.118   -20.486   3.004   20.398   2.332   2.861   10.77    -0.201   -11.022   1.746   2       0.113   1214.499  2.487E15   2.417   3.005   0.057   0.383   0.58    0.23   
  51     227.281403   33.370098   0.11    -20.51    1.874   21.625   4.196   1.965   10.526   0.558    -10.013   1.235   2       0.113   1214.499  2.487E15   2.417   3.005   0.054   0.533   0.0     1.0    
  51     227.336197   33.564602   0.109   -21.092   2.361   21.037   4.206   2.563   10.935   0.856    -10.132   1.442   2       0.113   1214.499  2.487E15   2.417   3.005   0.024   0.369   0.12    0.84   
  51     227.373901   33.486      0.115   -20.261   3.055   20.741   2.482   2.925   10.682   -1.064   -11.806   1.985   -1      0.113   1214.499  2.487E15   2.417   3.005   0.077   0.308   0.26    0.66   
  51     227.396896   33.431702   0.112   -20.431   2.766   20.511   2.427   2.922   10.771   -0.798   -11.611   1.834   -1      0.113   1214.499  2.487E15   2.417   3.005   0.061   0.307   0.45    0.39   
  51     227.214996   33.516102   0.118   -20.43    1.673   20.799   2.734   1.904   10.362   0.435    -9.976    1.301   2       0.113   1214.499  2.487E15   2.417   3.005   0.062   0.589   0.33    0.39   
  51     227.264999   33.830002   0.112   -20.897   2.739   20.922   3.631   2.761   10.957   -0.445   -11.464   1.707   -1      0.113   1214.499  2.487E15   2.417   3.005   0.032   0.8     0.02    0.98   
  51     227.271896   33.7864     0.111   -21.092   2.341   20.9     3.932   2.283   10.858   0.447    -10.462   1.526   3       0.113   1214.499  2.487E15   2.417   3.005   0.024   0.721   0.01    0.99   
  51     227.114197   33.407101   0.113   -20.423   1.89    20.889   2.864   2.265   10.461   0.659    -9.851    1.24    1       0.113   1214.499  2.487E15   2.417   3.005   0.062   0.773   0.05    0.88   
  51     227.088394   33.4958     0.111   -21.247   2.74    20.28    3.18    2.46    11.171   0.147    -11.084   1.641   2       0.113   1214.499  2.487E15   2.417   3.005   0.02    0.774   0.68    0.3    
  51     227.841293   33.2771     0.112   -20.739   2.904   20.285   2.511   2.919   10.861   -0.955   -11.887   1.966   -1      0.113   1214.499  2.487E15   2.417   3.005   0.04    0.694   0.97    0.0    
  51     227.440704   33.257702   0.112   -20.982   2.86    20.021   2.486   3.098   10.979   -0.712   -11.74    1.907   -1      0.113   1214.499  2.487E15   2.417   3.005   0.028   0.556   0.77    0.19   
  51     227.614807   33.266701   0.116   -20.874   2.951   20.063   2.399   3.18    10.937   -0.808   -11.789   1.851   5       0.113   1214.499  2.487E15   2.417   3.005   0.033   0.532   0.65    0.26   
  51     227.503296   33.251499   0.11    -22.074   3.011   20.389   4.892   3.27    11.453   -0.674   -12.196   1.95    -1      0.113   1214.499  2.487E15   2.417   3.005   0.006   0.531   0.68    0.0    
  51     227.444107   33.302898   0.106   -20.731   2.672   20.321   2.569   2.885   10.804   -0.67    -11.534   1.785   -1      0.113   1214.499  2.487E15   2.417   3.005   0.039   0.448   0.77    0.19   
  51     227.464203   33.165501   0.112   -21.614   2.773   20.525   4.21    2.737   11.136   -0.505   -11.699   1.831   -1      0.113   1214.499  2.487E15   2.417   3.005   0.012   0.721   0.0     1.0    
  51     227.435806   33.633801   0.108   -21.636   2.698   21.198   5.827   2.988   11.192   -0.27    -11.517   1.78    3       0.113   1214.499  2.487E15   2.417   3.005   0.011   0.301   0.09    0.87   
  51     227.503296   33.513901   0.109   -20.497   2.931   20.18    2.153   2.61    10.807   -0.308   -11.175   1.864   2       0.113   1214.499  2.487E15   2.417   3.005   0.055   0.079   0.74    0.08   
  51     227.500107   33.400799   0.117   -20.367   2.983   21.299   3.343   2.287   10.692   -0.678   -11.419   1.659   5       0.113   1214.499  2.487E15   2.417   3.005   0.067   0.253   0.43    0.3    
  51     227.459198   33.691502   0.111   -21.119   2.957   20.21    2.895   2.755   11.051   -0.935   -12.027   1.864   -1      0.113   1214.499  2.487E15   2.417   3.005   0.023   0.39    0.25    0.75   
  51     227.517197   33.473202   0.109   -20.492   2.727   20.204   2.17    2.808   10.72    -0.852   -11.628   1.747   -1      0.113   1214.499  2.487E15   2.417   3.005   0.055   0.103   0.87    0.07   
  51     227.489105   33.454201   0.117   -22.095   3.062   20.73    5.71    3.242   11.43    0.168    -11.306   1.967   2       0.113   1214.499  2.487E15   2.417   3.005   0.006   0.167   0.46    0.36   
  51     227.560806   33.5303     0.113   -20.603   3.055   20.503   2.601   2.892   10.757   -1.021   -11.844   1.813   -1      0.113   1214.499  2.487E15   2.417   3.005   0.048   0.0     0.92    0.0    
  51     227.562698   33.387402   0.111   -20.744   2.854   20.319   2.561   3.108   10.822   -1.045   -11.919   1.912   -1      0.113   1214.499  2.487E15   2.417   3.005   0.039   0.257   0.75    0.18   
  51     227.404297   33.4603     0.12    -21.103   2.789   20.315   2.982   2.987   10.932   -0.613   -11.616   1.738   -1      0.113   1214.499  2.487E15   2.417   3.005   0.025   0.281   0.63    0.37   
  51     227.417404   33.5112     0.119   -21.904   3.136   20.355   4.397   2.693   11.378   -0.871   -12.311   1.961   -1      0.113   1214.499  2.487E15   2.417   3.005   0.008   0.24    0.92    0.05   
  51     227.494705   33.43       0.118   -21.585   3.008   19.774   2.9     2.941   11.218   -0.803   -12.071   1.901   -1      0.113   1214.499  2.487E15   2.417   3.005   0.013   0.21    1.0     0.0    
  51     227.447098   33.463001   0.119   -21.519   2.814   20.694   4.302   2.899   11.081   -0.618   -11.749   1.885   -1      0.113   1214.499  2.487E15   2.417   3.005   0.014   0.217   0.53    0.41   
  51     227.763199   33.752399   0.11    -20.603   2.667   20.216   2.3     2.606   10.742   -0.657   -11.46    1.773   -1      0.113   1214.499  2.487E15   2.417   3.005   0.048   0.591   0.42    0.53   
  51     227.7677     33.796101   0.113   -21.605   3.012   20.12    3.462   3.283   11.282   -0.685   -12.022   2.015   -1      0.113   1214.499  2.487E15   2.417   3.005   0.012   0.69    0.84    0.12   
  51     227.751495   33.6721     0.111   -20.602   2.94    20.607   2.744   2.93    10.786   -1.036   -11.891   1.814   -1      0.113   1214.499  2.487E15   2.417   3.005   0.048   0.466   0.24    0.62   
  51     227.583801   33.486      0.109   -22.064   3.05    19.689   3.526   3.143   11.488   -0.716   -12.245   1.993   -1      0.113   1214.499  2.487E15   2.417   3.005   0.006   0.087   0.81    0.0    
  51     227.589798   33.8032     0.113   -20.269   2.899   20.882   2.663   2.807   10.769   -0.155   -10.982   1.634   3       0.113   1214.499  2.487E15   2.417   3.005   0.076   0.593   0.05    0.95   
  51     227.672195   33.746498   0.113   -20.223   2.066   22.063   4.494   2.172   10.502   0.52     -10.029   1.36    2       0.113   1214.499  2.487E15   2.417   3.005   0.081   0.519   0.01    0.99   
  51     227.741806   33.510399   0.114   -20.907   2.743   19.951   2.315   3.208   10.9     -0.19    -11.144   1.788   2       0.113   1214.499  2.487E15   2.417   3.005   0.032   0.331   1.0     0.0    
  51     227.616104   33.580799   0.114   -20.501   2.789   20.339   2.295   2.574   10.766   -0.84    -11.652   1.77    -1      0.113   1214.499  2.487E15   2.417   3.005   0.055   0.182   0.65    0.23   
  51     227.598602   33.6478     0.119   -21.262   2.955   20.16    2.975   3.189   11.131   0.019    -11.157   1.933   2       0.113   1214.499  2.487E15   2.417   3.005   0.02    0.296   0.61    0.39   
  51     227.624298   33.8255     0.114   -20.269   2.809   21.215   3.098   3.399   10.529   -0.963   -11.538   1.819   -1      0.113   1214.499  2.487E15   2.417   3.005   0.076   0.655   0.51    0.19   
  51     227.671295   33.584702   0.114   -21.381   2.622   20.023   2.979   2.997   11.528   0.239    -11.315   1.566   5       0.113   1214.499  2.487E15   2.417   3.005   0.016   0.252   0.88    0.06   
  51     227.597198   33.4104     0.109   -20.265   3.126   20.807   2.581   2.612   10.611   -1.212   -11.858   1.841   -1      0.113   1214.499  2.487E15   2.417   3.005   0.076   0.221   0.3     0.48   
  52     227.702499   17.8864     0.119   -20.82    2.469   20.635   3.072   2.507   10.848   0.662    -10.244   1.458   2       0.115   626.882   2.962E14   1.081   1.551   0.036   0.825   0.32    0.61   
  52     227.703201   18.110701   0.118   -21.762   3.1     20.076   3.656   3.012   11.316   -0.828   -12.214   2.033   -1      0.115   626.882   2.962E14   1.081   1.551   0.01    0.46    0.43    0.5    
  52     227.591202   18.287901   0.114   -20.557   2.758   20.277   2.323   2.892   10.637   -0.989   -11.683   1.849   -1      0.115   626.882   2.962E14   1.081   1.551   0.051   1.388   0.63    0.14   
  52     227.735992   18.092501   0.113   -20.238   3.346   20.572   2.297   2.523   10.678   -1.322   -12.073   2.121   -1      0.115   626.882   2.962E14   1.081   1.551   0.079   0.289   0.21    0.41   
  52     227.856506   17.9939     0.115   -21.305   2.929   20.099   3.041   3.123   11.083   0.017    -11.109   1.816   2       0.115   626.882   2.962E14   1.081   1.551   0.018   0.423   0.62    0.31   
  52     227.793106   17.820299   0.112   -20.274   1.464   21.789   4.1     1.964   10.026   0.404    -9.679    1.17    1       0.115   626.882   2.962E14   1.081   1.551   0.075   1.018   0.28    0.63   
  52     227.9254     17.678801   0.114   -21.829   2.833   20.099   3.828   2.689   11.366   -0.377   -11.812   1.811   5       0.115   626.882   2.962E14   1.081   1.551   0.009   1.81    0.52    0.43   
  52     227.777603   18.049299   0.117   -20.93    3.0     19.89    2.299   2.658   10.973   -0.977   -12.011   2.058   -1      0.115   626.882   2.962E14   1.081   1.551   0.031   0.0     0.64    0.24   
  52     227.6474     18.103399   0.114   -20.42    2.822   20.473   2.379   2.791   10.608   -1.097   -11.771   1.901   -1      0.115   626.882   2.962E14   1.081   1.551   0.062   0.628   0.64    0.16   
  52     227.761993   18.0723     0.113   -20.679   2.954   19.96    2.126   2.717   10.864   -1.062   -11.966   2.049   -1      0.115   626.882   2.962E14   1.081   1.551   0.043   0.156   0.39    0.56   
  52     227.741501   18.087099   0.12    -21.01    2.368   20.426   3.026   3.06    10.835   1.023    -9.863    1.349   3       0.115   626.882   2.962E14   1.081   1.551   0.028   0.271   0.21    0.41   
  52     227.503998   17.970501   0.115   -20.306   2.267   20.588   2.391   2.368   10.533   -0.155   -10.75    1.69    2       0.115   626.882   2.962E14   1.081   1.551   0.073   1.243   0.01    0.97   
  52     227.786606   18.0315     0.116   -22.656   3.319   20.996   8.497   3.113   11.787   -0.577   -12.44    2.04    -1      0.115   626.882   2.962E14   1.081   1.551   0.003   0.094   0.64    0.24   
  52     227.963196   17.9028     0.117   -20.774   2.81    20.815   3.27    2.659   10.824   -0.972   -11.812   1.843   -1      0.115   626.882   2.962E14   1.081   1.551   0.038   1.071   0.69    0.06   
  52     227.667801   18.1586     0.115   -21.979   2.471   20.682   5.367   2.213   11.263   0.446    -10.875   1.604   5       0.115   626.882   2.962E14   1.081   1.551   0.007   0.711   0.06    0.94   
  52     227.641495   18.1392     0.116   -20.612   1.786   21.364   3.907   2.127   10.463   0.508    -10.0     1.308   2       0.115   626.882   2.962E14   1.081   1.551   0.048   0.743   0.1     0.67   
  52     227.564896   18.162901   0.113   -20.891   1.591   20.645   3.209   2.775   10.686   1.071    -9.668    1.209   1       0.115   626.882   2.962E14   1.081   1.551   0.032   1.07    0.17    0.76   
  52     228.122803   17.8377     0.117   -21.024   2.172   20.925   3.866   2.295   10.687   0.587    -10.161   1.436   2       0.115   626.882   2.962E14   1.081   1.551   0.027   1.836   0.08    0.84   
  52     228.121002   18.053499   0.12    -22.013   3.089   20.618   5.282   3.083   11.447   -0.689   -12.185   2.032   -1      0.115   626.882   2.962E14   1.081   1.551   0.007   1.578   0.71    0.21   
  52     228.036697   18.0821     0.114   -20.493   2.636   20.671   2.714   2.664   10.737   -0.684   -11.452   1.708   -1      0.115   626.882   2.962E14   1.081   1.551   0.056   1.155   0.16    0.76   
  52     227.934204   17.934401   0.117   -20.875   2.927   19.902   2.259   2.982   10.867   -0.972   -11.883   1.835   -1      0.115   626.882   2.962E14   1.081   1.551   0.033   0.877   0.75    0.13   
  52     227.781403   18.0217     0.114   -21.862   3.117   19.456   2.912   2.829   11.398   -0.742   -12.201   1.997   -1      0.115   626.882   2.962E14   1.081   1.551   0.008   0.092   0.88    0.09   
  52     227.697998   18.118299   0.115   -20.537   2.944   20.538   2.585   3.081   10.71    -1.076   -11.825   1.906   -1      0.115   626.882   2.962E14   1.081   1.551   0.053   0.488   0.82    0.16   
  52     227.860397   18.038      0.116   -20.656   2.898   20.545   2.76    2.577   10.766   -0.94    -11.746   1.83    -1      0.115   626.882   2.962E14   1.081   1.551   0.045   0.369   0.3     0.5    
  52     227.775299   18.0483     0.117   -20.623   2.954   20.024   2.122   2.84    10.867   -1.026   -11.939   1.925   -1      0.115   626.882   2.962E14   1.081   1.551   0.047   0.094   0.64    0.24   
  52     227.805695   18.1532     0.117   -20.404   2.101   21.206   3.296   2.426   10.411   0.386    -10.07    1.329   2       0.115   626.882   2.962E14   1.081   1.551   0.064   0.529   0.25    0.34   
  54     229.3293     6.284       0.103   -20.037   1.75    21.233   2.935   2.427   10.155   0.228    -9.983    1.593   2       0.102   799.14    9.246E14   2.076   1.977   0.102   0.793   0.08    0.81   
  54     229.785797   5.8983      0.105   -20.906   2.958   20.004   2.506   2.874   10.873   -1.136   -12.077   1.99    -1      0.102   799.14    9.246E14   2.076   1.977   0.031   0.774   0.68    0.32   
  54     229.803101   5.9597      0.102   -21.397   2.873   19.661   2.696   2.87    11.098   -0.814   -11.947   1.837   -1      0.102   799.14    9.246E14   2.076   1.977   0.016   0.642   0.67    0.25   
  54     229.822906   6.0206      0.101   -20.378   1.84    20.613   2.613   2.359   10.266   0.581    -9.744    1.242   1       0.102   799.14    9.246E14   2.076   1.977   0.063   0.537   0.06    0.76   
  54     229.817993   6.0016      0.1     -21.5     2.979   19.002   2.093   3.133   11.17    -0.932   -12.148   2.049   -1      0.102   799.14    9.246E14   2.076   1.977   0.013   0.561   0.94    0.04   
  54     229.899094   6.1853      0.1     -20.234   1.559   21.526   3.72    2.16    10.132   0.286    -9.907    1.287   2       0.102   799.14    9.246E14   2.076   1.977   0.077   0.457   0.02    0.94   
  54     229.785599   6.143       0.103   -22.065   2.948   19.554   3.466   3.334   11.357   -0.766   -12.176   1.938   -1      0.102   799.14    9.246E14   2.076   1.977   0.006   0.287   0.91    0.05   
