 cls ig      ra           dec       ty 
 52 188     312.15042     -52.34056  2
 52 189     311.58957     -52.29889  2
 52 190     312.43124     -52.25083  2
 52 191     312.24292     -52.23917  2
 52 192     312.07959     -52.24944  1
 52 193     311.70499     -52.23917  3
 52 194     311.69958     -52.24722  1
 52 195     311.55624     -52.27306  3
 52 196     311.54834     -52.27361  1
 52 197     311.31790     -52.23111  3
 52 198     312.84958     -52.22722  3
 52 199     312.28082     -52.21500  1
 52 200     312.20874     -52.17805  1
 52 201     312.20541     -52.19917  2
 52 202     311.53833     -52.17056  3
 52 203     311.43417     -52.18667  2
 52 204     313.02292     -52.13417  3
 52 205     312.99918     -52.16000  3
 52 206     312.48749     -52.16555  3
 52 207     312.43085     -52.11278  3
 52 208     312.34167     -52.16945  3
 52 209     312.30917     -52.11306  3
 52 210     312.29376     -52.10917  3
 52 211     312.29874     -52.14528  2
 52 212     312.24957     -52.16472  2
 52 213     312.17001     -52.15167  3
 52 214     312.08749     -52.10944  3
 52 215     311.52707     -52.13472  3
 52 216     311.44415     -52.13306  2
 52 217     311.27374     -52.15111  2
 52 218     312.34457     -52.05305  3
 52 219     312.23459     -52.07361  1
 52 220     312.20999     -52.05556  2
 52 221     311.72626     -52.09195  1
 52 222     311.62125     -52.08611  1
 52 223     312.68292     -52.02000  3
 52 224     312.68042     -51.95667  3
 52 225     312.37457     -51.98639  3
 52 226     312.20084     -51.98750  3
 52 227     312.16541     -51.94750  3
 52 228     312.07584     -52.01111  3
 52 229     311.94540     -51.99333  1
 52 230     311.91125     -51.98028  1
 52 231     312.01459     -51.94305  2
 52 232     311.79333     -51.95111  3
 52 233     311.51959     -51.94444  2
 53   1     316.24957     -40.50306  2
 53   2     315.75916     -40.41889  3
 53   3     315.29416     -40.39667  2
 53   4     316.25958     -40.35389  3
 53   5     315.41083     -40.32111  3
 53   6     316.49582     -40.28139  3
 53   7     316.20291     -40.27167  2
 53   8     316.44833     -40.22445  3
 53   9     315.72083     -40.21611  4
 53  10     315.22083     -40.20195  3
 53  11     315.68210     -40.15889  3
 53  12     315.62375     -40.13028  1
 53  13     314.94083     -40.15805  3
 53  14     316.36917     -40.07278  1
 53  15     316.36209     -40.08583  2
 53  16     315.30624     -40.09139  3
 53  17     315.96085     -40.07167  3
 53  18     316.51459     -40.02667  2
 53  19     316.49084     -40.02306  3
 53  20     316.43793     -40.05028  2
 53  21     316.40417     -40.05889  1
 53  22     316.39749     -40.05639  3
 53  23     316.35583     -40.05806  1
 53  24     316.19083     -40.05194  2
 53  25     316.16708     -40.05583  2
 53  26     315.84750     -40.06639  3
 53  27     315.98083     -39.99917  3
 53  28     315.75293     -39.98028  3
 53  29     315.33499     -39.95528  3
 53  30     316.40918     -39.93833  3
 53  31     316.11749     -39.89278  3
 53  32     316.06168     -39.88889  3
 53  33     316.05624     -39.90889  3
 53  34     315.37625     -39.90722  3
 53  35     316.44333     -39.84361  2
 53  36     316.01666     -39.86028  3
 53  37     315.75708     -39.87083  2
 53  38     315.72293     -39.83083  1
 53  39     315.70874     -39.83333  1
 53  40     315.70374     -39.87639  1
 53  41     315.66501     -39.83472  3
 53  42     315.61874     -39.83500  2
 53  43     314.99460     -39.84667  1
 53  44     316.52957     -39.80500  3
 53  45     316.17041     -39.77861  3
 53  46     316.16791     -39.77750  1
 53  47     316.15750     -39.78222  2
 53  48     315.94000     -39.81167  3
 53  49     315.91708     -39.78000  2
 53  50     315.89124     -39.76667  1
 53  51     315.88626     -39.76972  1
 53  52     315.83542     -39.77472  1
 53  53     315.83209     -39.78806  1
 53  54     315.70792     -39.82222  2
 53  55     315.68832     -39.81528  1
 53  56     314.96625     -39.78722  3
 53  57     314.91000     -39.76472  3
 53  58     316.40042     -39.73806  2
 53  59     316.34167     -39.72000  3
 53  60     316.23917     -39.72250  1
 53  61     316.12500     -39.73028  2
 53  62     316.06583     -39.72361  2
 53  63     316.06250     -39.71944  1
 53  64     315.94083     -39.72222  2
 53  65     315.83667     -39.73583  3
 53  66     315.80832     -39.72111  1
 53  67     314.99460     -39.74139  2
 53  68     316.75583     -39.71833  3
 53  69     316.74542     -39.69111  3
 53  70     316.64334     -39.70222  2
 53  71     316.20084     -39.64778  1
 53  72     316.19708     -39.68389  1
 53  73     316.14249     -39.66250  1
 53  74     316.12625     -39.66889  2
 53  75     316.09958     -39.66056  2
 53  76     316.08084     -39.69972  1
 53  77     316.07501     -39.68444  2
 53  78     316.00293     -39.69806  3
 53  79     315.79709     -39.66750  1
 53  80     315.65085     -39.64667  2
 53  81     315.61417     -39.62944  2
 53  82     315.59207     -39.62750  3
 53  83     315.47208     -39.61444  3
 53  84     315.23209     -39.60750  1
 53  85     316.49374     -39.53972  2
 53  86     316.45334     -39.58694  4
 53  87     316.35126     -39.57306  3
 53  88     316.23999     -39.55695  2
 53  89     315.97168     -39.57000  2
 53  90     315.84915     -39.52417  2
 53  91     316.01416     -39.50389  1
 53  92     315.93793     -39.47528  3
 53  93     315.72375     -39.51333  3
 53  94     316.39917     -39.44389  1
 53  95     316.46500     -39.37000  2
 53  96     316.19333     -39.39139  2
 53  97     315.97375     -39.32583  3
 53  98     315.96582     -39.32861  3
 53  99     315.97208     -39.29417  2
 53 100     314.94708     -39.30361  2
 53 101     315.85501     -39.23555  1
 53 102     315.85001     -39.23695  1
 53 103     315.47250     -39.27361  2
 53 104     316.02832     -39.27833  1
 53 105     315.84833     -39.20750  4
 53 106     315.84332     -39.20945  4
 53 107     316.68707     -39.09139  4
 53 108     316.42416     -39.12917  3
 53 109     316.21210     -39.18056  2
 53 110     316.12375     -39.07500  1
 53 111     316.00876     -39.06750  1
 53 112     315.89542     -39.09167  2
 53 113     314.91125     -39.12389  1
 54   1     356.61084     -28.87167  3
 54   2     356.59708     -28.86944  2
 54   3     356.35208     -28.84028  2
 54   4     356.27460     -28.88194  3
 54   5     355.84958     -28.83278  3
 54   6     355.82834     -28.87389  3
 54   7     356.68750     -28.81833  2
 54   8     356.65500     -28.80639  3
 54   9     356.51959     -28.72111  2
 54  10     356.27249     -28.75889  3
 54  11     356.56250     -28.70667  3
 54  12     356.52585     -28.71278  2
 54  13     356.40668     -28.69111  3
 54  14     356.56500     -28.60472  3
 54  15     356.54416     -28.64139  3
 54  16     356.33041     -28.59778  2
 54  17     356.07584     -28.63667  3
 54  18     356.02750     -28.60833  3
 54  19     355.93375     -28.60861  2
 54  20     355.93210     -28.61000  1
 54  21     355.88376     -28.60833  2
 54  22     355.82083     -28.59278  2
 54  23     356.65582     -28.53917  1
 54  24     356.56293     -28.58861  2
 54  25     356.51874     -28.58611  2
 54  26     356.45792     -28.55500  2
 54  27     356.21542     -28.54722  2
 54  28     355.97375     -28.54306  2
 54  29     355.81500     -28.53028  2
 54  30     356.72458     -28.49944  2
 54  31     356.54749     -28.48083  2
 54  32     356.43457     -28.50805  1
 54  33     356.30499     -28.47944  2
 54  34     356.00790     -28.52833  1
 54  35     355.84750     -28.47639  2
 54  36     355.81500     -28.48472  3
 54  37     356.46292     -28.42583  2
 54  38     356.45667     -28.46583  2
 54  39     356.42960     -28.45583  2
 54  40     356.37000     -28.45306  2
 54  41     356.34543     -28.41750  2
 54  42     356.28665     -28.41694  1
 54  43     356.27957     -28.41889  2
 54  44     356.28790     -28.43944  1
 54  45     356.27957     -28.44778  1
 54  46     356.15875     -28.46861  2
 54  47     356.05499     -28.44361  2
 54  48     356.50876     -28.39000  3
 54  49     356.46085     -28.38694  2
 54  50     356.43707     -28.39250  3
 54  51     356.29459     -28.41389  2
 54  52     356.30585     -28.36222  1
 54  53     356.29001     -28.38333  2
 54  54     356.24707     -28.40083  1
 54  55     356.23209     -28.38278  1
 54  56     356.21793     -28.38417  1
 54  57     356.22208     -28.40889  3
 54  58     356.21667     -28.41167  1
 54  59     356.19583     -28.39472  2
 54  60     356.16833     -28.39944  1
 54  61     356.01917     -28.37750  3
 54  62     355.91083     -28.37389  3
 54  63     356.79041     -28.32833  2
 54  64     356.60083     -28.31806  3
 54  65     356.44626     -28.35111  2
 54  66     356.22833     -28.31833  2
 54  67     356.18332     -28.33833  2
 54  68     356.15875     -28.30500  1
 54  69     356.15457     -28.29222  2
 54  70     356.09082     -28.32361  1
 54  71     356.08710     -28.34945  3
 54  72     355.95709     -28.33333  3
 54  73     356.66666     -28.25333  3
 54  74     356.26416     -28.28750  2
 54  75     356.21793     -28.27972  3
 54  76     356.19376     -28.25111  2
 54  77     356.16043     -28.23306  2
 54  78     355.99750     -28.27000  3
 54  79     355.94626     -28.27722  1
 54  80     355.94333     -28.28000  2
 54  81     356.35751     -28.19722  1
 54  82     356.33417     -28.22944  2
 54  83     356.14999     -28.20528  2
 54  84     355.85208     -28.16889  2
 54  85     355.76749     -28.13667  3
 54  86     356.63959     -28.05583  3
 54  87     356.57999     -28.09444  3
 54  88     355.77124     -28.08083  2
 54  89     356.79874     -27.97861  3
 54  90     356.32916     -27.97028  3
 54  91     356.22751     -27.93667  3
 54  92     355.92874     -27.93889  3
 54  93     356.58334     -27.90222  3
 54  94     356.55334     -27.87528  4
 54  95     356.22458     -27.90333  3
 55   1     357.76749     -28.94306  4
 55   2     357.48749     -28.96111  1
 55   3     357.64749     -28.86917  3
 55   4     357.49374     -28.90750  2
 55   5     357.46500     -28.88472  3
 55   6     357.26291     -28.86806  3
 55   7     357.53958     -28.87028  1
 55   8     357.53458     -28.84917  2
 55   9     357.50916     -28.82222  3
 55  10     357.18750     -28.80694  3
 55  11     357.53207     -28.77111  1
 55  12     357.34000     -28.77083  3
 55  13     357.20834     -28.75722  3
 55  14     357.08374     -28.75861  1
 55  15     357.60208     -28.70528  1
 55  16     357.12292     -28.71861  2
 55  17     357.00876     -28.71028  3
 55  18     357.00208     -28.70861  3
 55  19     356.97708     -28.70389  1
 55  20     356.96042     -28.70833  3
 55  21     357.61667     -28.63083  3
 55  22     357.47751     -28.61944  3
 55  23     357.32584     -28.66139  3
 55  24     357.25293     -28.64111  1
 55  25     357.16208     -28.61778  3
 55  26     357.11499     -28.62528  3
 55  27     356.98251     -28.65778  3
 55  28     357.99335     -28.57833  3
 55  29     357.96707     -28.57472  3
 55  30     357.43210     -28.56889  3
 55  31     357.31125     -28.56972  2
 55  32     357.30124     -28.58945  3
 55  33     357.25043     -28.56306  1
 55  34     357.15042     -28.58639  2
 55  35     357.13626     -28.57028  2
 55  36     357.13541     -28.56944  2
 55  37     357.99042     -28.54445  2
 55  38     357.75583     -28.52972  3
 55  39     357.66833     -28.53444  3
 55  40     357.45541     -28.55750  3
 55  41     357.42041     -28.50472  3
 55  42     357.36124     -28.46861  3
 55  43     357.37543     -28.43278  1
 55  44     357.07751     -28.44028  3
 55  45     356.99957     -28.40306  1
 55  46     357.25043     -28.35500  3
 55  47     357.24792     -28.34722  2
 55  48     357.26001     -28.32750  1
 55  49     357.21542     -28.32806  2
 55  50     357.52417     -28.25778  1
 55  51     357.48584     -28.26306  2
 55  52     357.23584     -28.30083  3
 55  53     357.23251     -28.29528  3
 55  54     357.53000     -28.25250  3
 55  55     357.33209     -28.20639  2
 55  56     357.31458     -28.24139  2
 55  57     357.18250     -28.24944  1
 55  58     357.10709     -28.21445  3
 55  59     356.95584     -28.21500  2
 55  60     357.84418     -28.19500  3
 55  61     357.81958     -28.19250  3
 55  62     357.79333     -28.18167  3
 55  63     357.51624     -28.08583  3
 55  64     357.13376     -28.08778  3
 55  65     357.11624     -28.07222  2
 55  66     357.00000     -28.06889  2
 55  67     356.92749     -28.09417  3
 55  68     357.95624     -28.00528  2
 56   1     193.03542     -41.65917  3
 56   2     191.69208     -41.62695  2
 56   3     192.55376     -41.56861  2
 56   4     192.17458     -41.57306  2
 56   5     191.99667     -41.62194  2
 56   6     191.58167     -41.55972  2
 56   7     192.87666     -41.55111  3
 56   8     192.31833     -41.53861  3
 56   9     192.05750     -41.45167  1
 56  10     191.39458     -41.44083  2
 56  11     193.03833     -41.41222  3
 56  12     193.02583     -41.39472  1
 56  13     192.63667     -41.36583  3
 56  14     191.48708     -41.37056  2
 56  15     192.28833     -41.26805  3
 56  16     192.04834     -41.31472  3
 56  17     191.60542     -41.27195  2
 56  18     191.23375     -41.25528  2
 56  19     191.85583     -41.24333  2
 56  20     191.66583     -41.21667  2
 56  21     192.31958     -41.18945  3
 56  22     191.98459     -41.15944  2
 56  23     191.94958     -41.19917  2
 56  24     191.66708     -41.19111  2
 56  25     192.37083     -41.11945  2
 56  26     192.04541     -41.12528  2
 56  27     191.83917     -41.12583  1
 56  28     191.82249     -41.11000  1
 56  29     191.71417     -41.11583  2
 56  30     192.51666     -41.05583  3
 56  31     192.51334     -41.06694  3
 56  32     192.35834     -41.06805  3
 56  33     192.21124     -41.03222  2
 56  34     192.09541     -41.04833  3
 56  35     191.85583     -41.02694  1
 56  36     191.63458     -41.06278  1
 56  37     191.57417     -41.06611  3
 56  38     191.53291     -41.04528  1
 56  39     191.51125     -41.03833  2
 56  40     191.43709     -41.03333  1
 56  41     192.39917     -41.01167  3
 56  42     192.37042     -40.98889  2
 56  43     192.30959     -41.00861  3
 56  44     191.78334     -41.00722  2
 56  45     192.66376     -40.93417  1
 56  46     192.47583     -40.95917  2
 56  47     192.26791     -40.91555  1
 56  48     192.19292     -40.95639  3
 56  49     191.85542     -40.94917  1
 56  50     191.77251     -40.95417  1
 56  51     191.32750     -40.94139  3
 56  52     191.30667     -40.94667  2
 56  53     192.92458     -40.88750  3
 56  54     192.30792     -40.87583  2
 56  55     192.24875     -40.86111  1
 56  56     191.40334     -40.85028  1
