 logrho,rho,tipo
   1.25460947     ,   17.9725380     ,           3
   1.30036700     ,   19.9694901     ,           2
   1.33815587     ,   21.7849121     ,           3
   1.03712440     ,   10.8924217     ,           3
  0.999335647     ,   9.98471451     ,           1
  0.878943622     ,   7.56734610     ,           1
  0.856667161     ,   7.18897772     ,           2
   1.40951180     ,   25.6750832     ,           1
   1.01157010     ,   10.2699928     ,           1
   1.01157010     ,   10.2699928     ,           1
  0.987436295     ,   9.71485424     ,           3
  0.704377115     ,   5.06264067     ,           3
  0.692312419     ,   4.92393637     ,           3
   1.10079396     ,   12.6122904     ,           2
   1.33815587     ,   21.7849121     ,           2
   1.62622142     ,   42.2884216     ,           2
   1.57791662     ,   37.8369904     ,           2
   1.60139775     ,   39.9390526     ,           1
   1.74272704     ,   55.3002472     ,           2
   1.65255034     ,   44.9314384     ,           2
   1.77748930     ,   59.9086151     ,           2
   1.68057907     ,   47.9268723     ,           1
  0.874396086     ,   7.48852062     ,           2
  0.102300629     ,   1.26561213     ,           3
  0.835477591     ,   6.84664154     ,           2
   1.37954855     ,   23.9634075     ,           1
   1.53445077     ,   34.2334595     ,           2
   1.65255034     ,   44.9314384     ,           1
   1.71054244     ,   51.3502274     ,           2
   1.49494219     ,   31.2566319     ,           2
   1.37954855     ,   23.9634075     ,           3
  0.964573383     ,   9.21665573     ,           3
  0.917148352     ,   8.26320171     ,           3
  0.964573383     ,   9.21665573     ,           1
  0.987436295     ,   9.71485424     ,           3
  0.376652241     ,   2.38041258     ,           3
   1.35151970     ,   22.4656868     ,           2
   1.36530805     ,   23.1903915     ,           2
   1.17542791     ,   14.9771032     ,           3
  0.467495292     ,   2.93423772     ,           3
  0.480084777     ,   3.02054143     ,           2
  0.888184428     ,   7.73008728     ,           2
   1.20345664     ,   15.9755802     ,           3
  0.856667161     ,   7.18897772     ,           3
  0.874396086     ,   7.48852062     ,           2
   1.17542791     ,   14.9771032     ,           3
  0.912184834     ,   8.16930008     ,           2
  0.739394605     ,   5.48775339     ,           3
  0.153359964     ,   1.42350817     ,           3
  0.732814133     ,   5.40522957     ,           2
  0.843829691     ,   6.97958660     ,           3
  0.856667161     ,   7.18897772     ,           2
  0.861031890     ,   7.26159334     ,           3
  0.723126769     ,   5.28599548     ,           2
  0.658007681     ,   4.54996109     ,           2
  0.577910066     ,   3.78364182     ,           3
  0.766761065     ,   5.84468460     ,           2
  0.784784317     ,   6.09234238     ,           3
  0.917148352     ,   8.26320171     ,           3
   9.17253569E-02 ,   1.23516607     ,           3
  0.448421061     ,   2.80815482     ,           2
  0.564407229     ,   3.66781354     ,           3
  0.732814133     ,   5.40522957     ,           1
  0.573362350     ,   3.74422836     ,           2
  0.494934112     ,   3.12560511     ,           3
  0.425296724     ,   2.66254354     ,           3
  0.658007681     ,   4.54996109     ,           2
  0.522208810     ,   3.32819533     ,           2
  0.480084777     ,   3.02054143     ,           2
  0.150787488     ,   1.41510117     ,           3
  0.498727262     ,   3.15302396     ,           3
  0.428525805     ,   2.68241405     ,           3
  0.369520783     ,   2.34164357     ,           2
  0.327741086     ,   2.12687063     ,           3
  0.564407229     ,   3.66781354     ,           3
  0.287282556     ,   1.93768227     ,           3
  0.162924781     ,   1.45520699     ,           2
  0.128296435     ,   1.34368181     ,           3
  0.346533060     ,   2.22092080     ,           3
  0.573785841     ,   3.74788117     ,           2
  0.313362956     ,   2.05760956     ,           3
  0.385788143     ,   2.43101788     ,           3
  0.531921983     ,   3.40347052     ,           3
  0.545029759     ,   3.50775909     ,           3
  0.607365668     ,   4.04916668     ,           3
  0.624455333     ,   4.21167994     ,           3
  0.759685636     ,   5.75023508     ,           3
  0.721730947     ,   5.26903296     ,           2
  0.468677700     ,   2.94223738     ,           2
  0.828289270     ,   6.73425055     ,           3
  0.729061186     ,   5.35872126     ,           3
  0.874822378     ,   7.49587488     ,           3
  0.867135406     ,   7.36436653     ,           3
  0.859582126     ,   7.23739243     ,           1
  0.601815343     ,   3.99774718     ,           2
  0.572495162     ,   3.73675942     ,           3
  0.954004645     ,   8.99507236     ,           3
   1.00322318     ,   10.0744934     ,           2
   1.06671011     ,   11.6603117     ,           2
  0.799100459     ,   6.29651785     ,           2
  0.649878025     ,   4.46558142     ,           1
  0.849711180     ,   7.07475185     ,           3
   1.23681235     ,   17.2509251     ,           3
   1.36774230     ,   23.3207397     ,           2
   1.35194790     ,   22.4878502     ,           3
   1.02095222     ,   10.4942713     ,           2
  0.593620658     ,   3.92302132     ,           2
  0.874822378     ,   7.49587488     ,           2
  0.901474833     ,   7.97030258     ,           2
   1.18105686     ,   15.1724882     ,           2
   1.35977328     ,   22.8967190     ,           3
   1.41889501     ,   26.2358398     ,           2
   1.44692373     ,   27.9849014     ,           2
   1.16563630     ,   14.6432123     ,           1
   1.10449910     ,   12.7203522     ,           3
  0.830617964     ,   6.77045679     ,           3
  0.859582126     ,   7.23739243     ,           2
  0.904232383     ,   8.02107143     ,           3
   1.26128638     ,   18.2509861     ,           2
   1.71992600     ,   52.4717979     ,           2
   1.73840940     ,   54.7531853     ,           3
   1.62301576     ,   41.9774208     ,           2
   1.59498692     ,   39.3538208     ,           2
   1.65297902     ,   44.9758110     ,           2
   1.02095222     ,   10.4942713     ,           3
   1.01734805     ,   10.4075403     ,           3
   1.84486485     ,   69.9624329     ,           3
   1.89601743     ,   78.7077484     ,           2
   1.95400953     ,   89.9517441     ,           2
   1.95400953     ,   89.9517441     ,           3
   1.86968863     ,   74.0778885     ,           2
   1.86968863     ,   74.0778885     ,           3
   1.86968863     ,   74.0778885     ,           2
   1.29395568     ,   19.6768551     ,           2
   1.70219707     ,   50.3729210     ,           2
   1.84486485     ,   69.9624329     ,           2
   1.98619425     ,   96.8711014     ,           2
   2.05874515     ,   114.484077     ,           1
   2.05874515     ,   114.484077     ,           2
   2.05874515     ,   114.484077     ,           1
   1.89601743     ,   78.7077484     ,           2
   1.82138383     ,   66.2801971     ,           2
   1.48735273     ,   30.7151566     ,           2
  0.589580536     ,   3.88669562     ,           3
  0.862085342     ,   7.27922821     ,           2
   1.03194773     ,   10.7633572     ,           3
   1.16061556     ,   14.4748993     ,           2
   1.35194790     ,   22.4878502     ,           2
   1.92404628     ,   83.9549408     ,           1
   2.05874515     ,   114.484077     ,           1
   2.32198668     ,   209.887543     ,           2
   2.02095652     ,   104.943718     ,           2
   2.25503993     ,   179.903595     ,           3
   2.25503993     ,   179.903595     ,           3
   2.19704795     ,   157.415649     ,           2
   1.86968863     ,   74.0778885     ,           1
   1.84486485     ,   69.9624329     ,           3
   1.60877526     ,   40.6233063     ,           1
   1.53193510     ,   34.0357285     ,           3
   1.50907207     ,   32.2902985     ,           2
   1.49807656     ,   31.4830341     ,           2
  0.624455333     ,   4.21167994     ,           3
  0.581611335     ,   3.81602597     ,           3
  0.627370119     ,   4.24004173     ,           3
  0.915440798     ,   8.23077583     ,           2
   1.62301576     ,   41.9774208     ,           3
   1.56865788     ,   37.0388794     ,           2
   1.71992600     ,   52.4717979     ,           2
   1.77791810     ,   59.9677925     ,           3
   1.05481076     ,   11.3451643     ,           2
   1.32198453     ,   20.9886513     ,           1
   1.68516374     ,   48.4354935     ,           3
   1.38413274     ,   24.2176933     ,           1
   1.24887705     ,   17.7368717     ,           3
  0.960253775     ,   9.12543869     ,           2
   1.05091584     ,   11.2438698     ,           3
   1.21364439     ,   16.3547668     ,           3
   1.37586021     ,   23.7607517     ,           3
   1.20804048     ,   16.1450901     ,           2
   1.31480598     ,   20.6445751     ,           3
   1.08729684     ,   12.2263498     ,           2
  0.950913608     ,   8.93127823     ,           1
  0.954004645     ,   8.99507236     ,           3
  0.278598875     ,   1.89932323     ,           3
  0.213617489     ,   1.63537550     ,           2
  0.396827191     ,   2.49360228     ,           3
  0.608764410     ,   4.06222916     ,           3
   6.74775913E-02 ,   1.16809344     ,           2
  0.438307583     ,   2.74351645     ,           1
  0.453717172     ,   2.84260917     ,           2
  0.265690923     ,   1.84370279     ,           1
  0.298024237     ,   1.98620570     ,           1
  0.280568540     ,   1.90795684     ,           3
  0.724146962     ,   5.29842663     ,           2
  0.236218110     ,   1.72273350     ,           2
  0.681266129     ,   4.80027485     ,           3
  0.827768028     ,   6.72617292     ,           2
   1.01706314     ,   10.4007130     ,           3
   1.21797943     ,   16.5188351     ,           1
   1.16399729     ,   14.5880518     ,           1
  0.877298892     ,   7.53874207     ,           3
  0.684994042     ,   4.84165716     ,           2
   1.00909400     ,   10.2116060     ,           3
  0.795211554     ,   6.24038744     ,           2
  0.886132479     ,   7.69365120     ,           3
  0.943276107     ,   8.77558517     ,           1
  0.883167922     ,   7.64131165     ,           3
   1.08200443     ,   12.0782614     ,           1
   1.16967452     ,   14.7800016     ,           1
  0.734512627     ,   5.42641020     ,           3
  0.868641496     ,   7.38995028     ,           3
  0.993581772     ,   9.85330105     ,           3
  0.950115561     ,   8.91488171     ,           3
   1.10600483     ,   12.7645311     ,           3
   1.10600483     ,   12.7645311     ,           3
   1.00516367     ,   10.1196089     ,           2
   1.08669972     ,   12.2095518     ,           3
   1.10600483     ,   12.7645311     ,           3
   1.00909400     ,   10.2116060     ,           3
  0.910606623     ,   8.13966656     ,           3
   1.16967452     ,   14.7800016     ,           3
   1.23757505     ,   17.2812481     ,           1
   1.02929759     ,   10.6978779     ,           3
   1.15286088     ,   14.2187328     ,           3
  0.920151949     ,   8.32054806     ,           3
   1.27233756     ,   18.7213650     ,           3
   1.15839338     ,   14.4010239     ,           1
   1.09624505     ,   12.4808750     ,           3
   1.10600483     ,   12.7645311     ,           3
   1.31012619     ,   20.4233131     ,           2
   1.41702080     ,   26.1228676     ,           3
   1.40703666     ,   25.5291672     ,           3
   1.44842935     ,   28.0820885     ,           1
   1.15286088     ,   14.2187328     ,           2
  0.822597742     ,   6.64657211     ,           3
  0.901266456     ,   7.96647930     ,           3
   1.03764975     ,   10.9056044     ,           3
   1.33448565     ,   21.6015873     ,           3
   1.79521787     ,   62.4047775     ,           3
   1.77173662     ,   59.1203079     ,           3
   1.63551664     ,   43.2032700     ,           2
   1.55912817     ,   36.2349892     ,           3
   1.49418712     ,   31.2023354     ,           2
   1.43770564     ,   27.3971672     ,           3
   1.60333192     ,   40.1173172     ,           2
   1.20539021     ,   16.0468636     ,           2
   1.57336855     ,   37.4428253     ,           3
   1.74946022     ,   56.1642876     ,           2
   1.67027879     ,   46.8035507     ,           3
   1.40703666     ,   25.5291672     ,           1
   1.49418712     ,   31.2023354     ,           2
   1.74946022     ,   56.1642876     ,           3
   1.84637046     ,   70.2053833     ,           3
   2.00909805     ,   102.116982     ,           2
   1.79521787     ,   62.4047775     ,           2
   1.49418712     ,   31.2023354     ,           1
   1.54533982     ,   35.1026459     ,           2
   1.49418712     ,   31.2023354     ,           1
   1.50642157     ,   32.0938339     ,           1
   1.41702080     ,   26.1228676     ,           3
   1.40703666     ,   25.5291672     ,           3
  0.751630187     ,   5.64456129     ,           1
   1.19315577     ,   15.6011181     ,           1
   1.70806754     ,   51.0584412     ,           1
   1.72827101     ,   53.4897957     ,           2
   1.74946022     ,   56.1642876     ,           3
   1.84637046     ,   70.2053833     ,           3
   1.67027879     ,   46.8035507     ,           1
   1.57336855     ,   37.4428253     ,           2
   1.70806754     ,   51.0584412     ,           2
   1.53197587     ,   34.0389252     ,           2
   1.79521787     ,   62.4047775     ,           1
   1.84637046     ,   70.2053833     ,           3
   1.74946022     ,   56.1642876     ,           2
   1.68876231     ,   48.8384933     ,           3
   1.54533982     ,   35.1026459     ,           1
  0.661315382     ,   4.58474731     ,           3
   1.36029303     ,   22.9241409     ,           2
   1.51901078     ,   33.0377731     ,           1
   1.61912620     ,   41.6031456     ,           3
   1.60333192     ,   40.1173172     ,           3
   1.67027879     ,   46.8035507     ,           1
   1.65254998     ,   44.9314041     ,           3
   1.67027879     ,   46.8035507     ,           3
   1.54533982     ,   35.1026459     ,           2
   1.41702080     ,   26.1228676     ,           2
   1.49418712     ,   31.2023354     ,           3
   1.49418712     ,   31.2023354     ,           3
   1.25114799     ,   17.8298645     ,           2
   1.31809521     ,   20.8015251     ,           3
   1.39727664     ,   24.9618454     ,           3
   1.19315577     ,   15.6011181     ,           3
   1.18716526     ,   15.3874016     ,           3
   1.28706086     ,   19.3669319     ,           3
   1.34291887     ,   22.0251503     ,           2
  0.950115561     ,   8.91488171     ,           3
  0.880223572     ,   7.58968163     ,           3
  0.449502647     ,   2.81515718     ,           3
  0.778642118     ,   6.00678539     ,           2
   1.02929759     ,   10.6978779     ,           3
   1.43770564     ,   27.3971672     ,           3
   1.58809185     ,   38.7339592     ,           3
   1.05485201     ,   11.3462400     ,           2
   1.42724013     ,   26.7448444     ,           2
   1.55912817     ,   36.2349892     ,           1
   1.68876231     ,   48.8384933     ,           1
   1.60333192     ,   40.1173172     ,           3
   1.50642157     ,   32.0938339     ,           3
   1.07276356     ,   11.8239775     ,           3
  0.341201186     ,   2.19382095     ,           3
   1.61912620     ,   41.6031456     ,           3
   1.74946022     ,   56.1642876     ,           2
   1.57336855     ,   37.4428253     ,           2
   1.50642157     ,   32.0938339     ,           3
   1.00909400     ,   10.2116060     ,           3
  0.292314172     ,   1.96026218     ,           3
   1.02518106     ,   10.5969534     ,           2
   1.48228788     ,   30.3590336     ,           2
   1.50642157     ,   32.0938339     ,           3
   1.51901078     ,   33.0377731     ,           3
   1.58809185     ,   38.7339592     ,           3
   1.16967452     ,   14.7800016     ,           3
  0.950115561     ,   8.91488171     ,           2
  0.769450307     ,   5.88098812     ,           1
   1.31809521     ,   20.8015251     ,           2
   1.38773143     ,   24.4192009     ,           3
   1.60333192     ,   40.1173172     ,           2
   1.24430859     ,   17.5512733     ,           3
  0.647360623     ,   4.43977165     ,           2
  0.273766667     ,   1.87830734     ,           2
  0.472984552     ,   2.97156048     ,           3
   1.28706086     ,   19.3669319     ,           2
   1.36029303     ,   22.9241409     ,           3
   1.43770564     ,   27.3971672     ,           2
   1.12106872     ,   13.2150488     ,           3
   1.13667393     ,   13.6985312     ,           2
   1.05048728     ,   11.2327795     ,           3
  0.943276107     ,   8.77558517     ,           3
  0.679414034     ,   4.77984762     ,           2
   1.13140965     ,   13.5334854     ,           3
   1.03764975     ,   10.9056044     ,           3
  0.978604436     ,   9.51928711     ,           1
  0.492969811     ,   3.11150002     ,           2
  0.843658924     ,   6.97684240     ,           3
  0.904357553     ,   8.02338314     ,           3
  0.539933443     ,   3.46683717     ,           3
  0.324558735     ,   2.11134267     ,           3
   1.97130930     ,   93.6072159     ,           3
   2.05049062     ,   112.328667     ,           3
   1.51901078     ,   33.0377731     ,           1
  0.882515550     ,   7.62984180     ,           2
   1.19181919     ,   15.5531788     ,           2
   1.15963447     ,   14.4422359     ,           2
  0.843363345     ,   6.97209549     ,           2
  0.934693873     ,   8.60387039     ,           3
  0.814399421     ,   6.52227974     ,           2
  0.633662045     ,   4.30191708     ,           3
  0.821461320     ,   6.62920284     ,           3
   1.14439440     ,   13.9442263     ,           2
   1.12967110     ,   13.4794168     ,           2
   1.28457344     ,   19.2563248     ,           1
   1.28457344     ,   19.2563248     ,           3
   1.43070173     ,   26.9588699     ,           2
   1.35152030     ,   22.4657154     ,           4
   1.52761173     ,   33.6985931     ,           3
   1.24506474     ,   17.5818577     ,           2
   1.43070173     ,   26.9588699     ,           2
   1.70370317     ,   50.5479126     ,           2
   1.43070173     ,   26.9588699     ,           2
   1.90782332     ,   80.8766861     ,           2
   1.76169527     ,   57.7690506     ,           1
   1.76169527     ,   57.7690506     ,           1
   1.32803917     ,   21.2833118     ,           2
   1.49284959     ,   31.1063900     ,           2
   1.37634397     ,   23.7872353     ,           1
   1.35152030     ,   22.4657154     ,           2
   1.08827829     ,   12.2540131     ,           3
   1.11543059     ,   13.0445948     ,           2
  0.828639984     ,   6.73969078     ,           1
  0.774281919     ,   5.94678068     ,           2
  0.549884260     ,   3.54718828     ,           2
  0.687712193     ,   4.87205505     ,           1
  0.983542621     ,   9.62814522     ,           2
   1.15963447     ,   14.4422359     ,           2
   1.22658134     ,   16.8492813     ,           2
   1.43070173     ,   26.9588699     ,           2
   1.70370317     ,   50.5479126     ,           2
   1.70370317     ,   50.5479126     ,           1
   2.00473332     ,   101.095863     ,           1
   1.76169527     ,   57.7690506     ,           2
   1.70370317     ,   50.5479126     ,           2
   1.82864201     ,   67.3972321     ,           1
   1.70370317     ,   50.5479126     ,           2
   2.12967205     ,   134.794479     ,           2
   1.90782332     ,   80.8766861     ,           2
   2.00473332     ,   101.095863     ,           1
   2.00473332     ,   101.095863     ,           1
   2.00473332     ,   101.095863     ,           2
   2.00473332     ,   101.095863     ,           1
   1.76169527     ,   57.7690506     ,           2
   1.65255070     ,   44.9314728     ,           2
   1.30576265     ,   20.2191410     ,           3
   1.37634397     ,   23.7872353     ,           1
   1.17542863     ,   14.9771328     ,           2
   1.14439440     ,   13.9442263     ,           2
   1.22658134     ,   16.8492813     ,           1
  0.391943336     ,   2.46571755     ,           1
  0.667270839     ,   4.64805079     ,           3
   1.02700853     ,   10.6416378     ,           1
   1.49284959     ,   31.1063900     ,           2
   1.43070173     ,   26.9588699     ,           2
   1.49284959     ,   31.1063900     ,           3
   1.56540048     ,   36.7621117     ,           2
   1.37634397     ,   23.7872353     ,           2
   1.37634397     ,   23.7872353     ,           3
   1.40267289     ,   25.2739353     ,           3
   1.35152030     ,   22.4657154     ,           1
   1.12967110     ,   13.4794168     ,           2
   1.37634397     ,   23.7872353     ,           3
   1.11543059     ,   13.0445948     ,           3
   1.01572752     ,   10.3687763     ,           3
  0.542331040     ,   3.48602939     ,           3
  0.430696428     ,   2.69585443     ,           2
  0.386678994     ,   2.43600965     ,           3
  0.531242013     ,   3.39814568     ,           2
  0.538603067     ,   3.45623350     ,           2
  0.749458194     ,   5.61640215     ,           3
   1.08827829     ,   12.2540131     ,           3
   1.08827829     ,   12.2540131     ,           2
  0.448425353     ,   2.80818272     ,           3
  0.731729388     ,   5.39174509     ,           3
  0.581483603     ,   3.81490350     ,           1
  0.254602313     ,   1.79722440     ,           2
  0.356366605     ,   2.27178168     ,           2
  0.384070486     ,   2.42142200     ,           3
  0.466909051     ,   2.93027949     ,           2
  0.353933573     ,   2.25909019     ,           3
  0.219394222     ,   1.65727365     ,           1
  0.819682539     ,   6.60210705     ,           1
  0.656518936     ,   4.53439093     ,           2
  0.654139221     ,   4.50961256     ,           2
  0.812788844     ,   6.49813652     ,           3
   1.02449977     ,   10.5803442     ,           3
   1.09705102     ,   12.5040579     ,           1
   1.18420172     ,   15.2827549     ,           2
   1.17623270     ,   15.0048838     ,           2
   1.51865649     ,   33.0108337     ,           3
   1.37252808     ,   23.5791435     ,           3
   1.11041498     ,   12.8948107     ,           2
   1.29334652     ,   19.6492729     ,           2
   1.34839439     ,   22.3045959     ,           2
  0.972111285     ,   9.37802315     ,           3
   1.43947506     ,   27.5090179     ,           3
   1.68614793     ,   48.5453835     ,           2
   1.83741570     ,   68.7726440     ,           2
   1.59437740     ,   39.2986259     ,           1
   1.80265355     ,   63.4824257     ,           2
   1.71247673     ,   51.5794601     ,           2
   1.87520432     ,   75.0247192     ,           1
  0.656518936     ,   4.53439093     ,           2
  0.438019246     ,   2.74169564     ,           3
  0.640128255     ,   4.36644793     ,           3
  0.699107170     ,   5.00157928     ,           3
   1.23535430     ,   17.1931057     ,           3
   1.50162315     ,   31.7411823     ,           2
   1.77046895     ,   58.9479713     ,           3
   1.87520432     ,   75.0247192     ,           2
   1.96235466     ,   91.6968918     ,           2
   2.01350713     ,   103.159004     ,           1
   1.96235466     ,   91.6968918     ,           2
   1.91659701     ,   82.5271912     ,           1
   1.83741570     ,   68.7726440     ,           1
   1.83741570     ,   68.7726440     ,           2
   1.80265355     ,   63.4824257     ,           3
   1.96235466     ,   91.6968918     ,           2
   1.50162315     ,   31.7411823     ,           2
   1.07149661     ,   11.7895346     ,           3
   1.13844383     ,   13.7544699     ,           2
  0.967203975     ,   9.27265263     ,           3
  0.934322536     ,   8.59651661     ,           2
   1.41144621     ,   25.7896957     ,           2
   1.80265355     ,   63.4824257     ,           1
   2.13844585     ,   137.545364     ,           1
   2.07149911     ,   117.896027     ,           1
   1.91659701     ,   82.5271912     ,           2
   1.96235466     ,   91.6968918     ,           2
   1.83741570     ,   68.7726440     ,           2
   1.68614793     ,   48.5453835     ,           2
   2.01350713     ,   103.159004     ,           2
   1.48523259     ,   30.5655804     ,           3
   1.21762550     ,   16.5053768     ,           2
   1.32553136     ,   21.1607666     ,           3
   1.29334652     ,   19.6492729     ,           2
   1.28312731     ,   19.1923103     ,           3
  0.572196603     ,   3.73419142     ,           2
   1.05327177     ,   11.3050299     ,           2
   1.32553136     ,   21.1607666     ,           3
  0.997516155     ,   9.94297028     ,           3
  0.729070723     ,   5.35883904     ,           3
   1.03010380     ,   10.7177534     ,           1
  0.779871523     ,   6.02381372     ,           1
  0.957552493     ,   9.06885624     ,           3
   1.01896727     ,   10.4464149     ,           2
  0.972111285     ,   9.37802315     ,           2
  0.934322536     ,   8.59651661     ,           3
  0.972111285     ,   9.37802315     ,           3
  0.826687574     ,   6.70945978     ,           1
  0.683594704     ,   4.82608223     ,           2
  0.701747239     ,   5.03207684     ,           3
  0.554860651     ,   3.58806777     ,           3
   1.34152091     ,   21.9543648     ,           3
   1.33527184     ,   21.6407261     ,           2
   1.47280049     ,   29.7030163     ,           3
   1.28827500     ,   19.4211521     ,           3
   1.42449558     ,   26.5763664     ,           3
   1.29955602     ,   19.9322376     ,           3
   1.46436715     ,   29.1317921     ,           3
   1.12346339     ,   13.2881145     ,           2
   1.40221906     ,   25.2475376     ,           3
   1.18473363     ,   15.3014870     ,           2
   1.28827500     ,   19.4211521     ,           3
   1.50827289     ,   32.2309380     ,           3
   1.56758726     ,   36.9476852     ,           3
   1.27188444     ,   18.7018433     ,           2
   1.48140061     ,   30.2970695     ,           1
   1.24587083     ,   17.6145210     ,           3
   1.40951836     ,   25.6754646     ,           2
   1.55712163     ,   36.0679665     ,           2
   1.48140061     ,   30.2970695     ,           3
   1.42449558     ,   26.5763664     ,           2
   1.56758726     ,   36.9476852     ,           3
   1.61216962     ,   40.9420509     ,           3
   1.67522144     ,   47.3392563     ,           1
   1.68900979     ,   48.8663330     ,           3
   1.63630319     ,   43.2815895     ,           3
   1.62406862     ,   42.0793152     ,           3
   1.48140061     ,   30.2970695     ,           4
   1.12346339     ,   13.2881145     ,           3
   1.17176855     ,   14.8514376     ,           1
   1.19809771     ,   15.7796621     ,           3
   1.36082613     ,   22.9522934     ,           2
   1.49912953     ,   31.5594578     ,           3
   1.53691816     ,   34.4285088     ,           3
   1.68900979     ,   48.8663330     ,           2
   1.62406862     ,   42.0793152     ,           2
   1.73321354     ,   54.1020241     ,           2
   1.85815251     ,   72.1360703     ,           2
   1.74900782     ,   56.1058044     ,           1
   1.61216962     ,   40.9420509     ,           3
   1.70325017     ,   50.4952087     ,           2
   1.64889240     ,   44.5545807     ,           3
   1.70325017     ,   50.4952087     ,           2
   1.51761305     ,   32.9316139     ,           2
   1.44797683     ,   28.0528393     ,           1
   1.24587083     ,   17.6145210     ,           2
  0.901611626     ,   7.97281361     ,           2
   1.43218243     ,   27.0509434     ,           3
   1.40221906     ,   25.2475376     ,           1
   1.61216962     ,   40.9420509     ,           3
   1.83794916     ,   68.8571625     ,           2
   1.73321354     ,   54.1020241     ,           3
   1.81864381     ,   65.8633575     ,           2
   2.10119081     ,   126.238220     ,           3
   1.83794916     ,   68.8571625     ,           2
   2.13897943     ,   137.714462     ,           1
   2.10119081     ,   126.238220     ,           2
   2.10119081     ,   126.238220     ,           1
   2.27728224     ,   189.357422     ,           2
   1.71797347     ,   52.2364349     ,           3
   1.90161824     ,   79.7293625     ,           2
   1.66185749     ,   45.9047318     ,           2
   1.49912953     ,   31.5594578     ,           2
   1.58930659     ,   38.8424454     ,           3
  0.947369874     ,   8.85869789     ,           2
   1.25095046     ,   17.8217525     ,           2
   1.49912953     ,   31.5594578     ,           2
   1.74900782     ,   56.1058044     ,           3
   1.83794916     ,   68.8571625     ,           1
   1.94992304     ,   89.1093140     ,           2
   1.92509937     ,   84.1587753     ,           2
   1.87934184     ,   75.7428818     ,           2
   2.03424406     ,   108.204185     ,           3
   1.90161824     ,   79.7293625     ,           2
   2.18037224     ,   151.485916     ,           2
   2.27728224     ,   189.357422     ,           1
   2.27728224     ,   189.357422     ,           1
   2.27728224     ,   189.357422     ,           1
   2.03424406     ,   108.204185     ,           2
   2.00428081     ,   100.990562     ,           2
   2.10119081     ,   126.238220     ,           1
   1.90161824     ,   79.7293625     ,           2
   1.67522144     ,   47.3392563     ,           3
   1.64889240     ,   44.5545807     ,           1
   1.70325017     ,   50.4952087     ,           2
   1.74900782     ,   56.1058044     ,           3
   1.67522144     ,   47.3392563     ,           2
   1.64889240     ,   44.5545807     ,           3
   1.66185749     ,   45.9047318     ,           3
   1.34786105     ,   22.2772236     ,           3
   1.11218214     ,   12.9473886     ,           3
   1.04048812     ,   10.9771137     ,           2
   1.26655567     ,   18.4737740     ,           2
   1.26129138     ,   18.2511959     ,           2
   1.35429525     ,   22.6097202     ,           2
   1.40221906     ,   25.2475376     ,           1
   1.62406862     ,   42.0793152     ,           2
   1.63630319     ,   43.2815895     ,           3
   1.85815251     ,   72.1360703     ,           3
   1.92509937     ,   84.1587753     ,           2
   1.97625208     ,   94.6786423     ,           1
   2.06642866     ,   116.527573     ,           3
   2.10119081     ,   126.238220     ,           2
   2.18037224     ,   151.485916     ,           3
   1.92509937     ,   84.1587753     ,           2
   1.94992304     ,   89.1093140     ,           2
   1.87934184     ,   75.7428818     ,           2
   1.73321354     ,   54.1020241     ,           1
   1.76539826     ,   58.2637291     ,           2
   1.60058761     ,   39.8646126     ,           3
   1.57831109     ,   37.8713760     ,           1
   1.48140061     ,   30.2970695     ,           2
   1.48140061     ,   30.2970695     ,           1
  0.897063971     ,   7.88976336     ,           3
   1.51761305     ,   32.9316139     ,           2
   1.81864381     ,   65.8633575     ,           3
   1.74900782     ,   56.1058044     ,           3
   1.78243160     ,   60.5942764     ,           2
   2.03424406     ,   108.204185     ,           2
   1.92509937     ,   84.1587753     ,           1
   1.64889240     ,   44.5545807     ,           3
   1.63630319     ,   43.2815895     ,           3
   1.40951836     ,   25.6754646     ,           3
  0.981709361     ,   9.58758736     ,           3
  0.883699715     ,   7.65067434     ,           3
  0.835971773     ,   6.85443687     ,           2
   1.04682839     ,   11.1385431     ,           1
   1.05003369     ,   11.2210541     ,           2
   1.48140061     ,   30.2970695     ,           1
   1.47280049     ,   29.7030163     ,           3
   1.12728977     ,   13.4057074     ,           2
   1.20264530     ,   15.9457626     ,           3
   1.32303727     ,   21.0395908     ,           2
  0.892201006     ,   7.80191135     ,           3
   1.04543054     ,   11.1027498     ,           3
  0.800802350     ,   6.32124138     ,           2
  0.807189226     ,   6.41488981     ,           3
  0.810418248     ,   6.46276283     ,           3
  0.933202922     ,   8.57438374     ,           3
  0.837152839     ,   6.87310266     ,           3
  0.924686968     ,   8.40788937     ,           2
  0.988134801     ,   9.73049164     ,           3
   1.10501671     ,   12.7355194     ,           2
   1.31427729     ,   20.6194630     ,           3
   1.19716334     ,   15.7457514     ,           2
   1.20513248     ,   16.0373440     ,           2
   1.21325028     ,   16.3399334     ,           2
   1.12461233     ,   13.3233156     ,           1
   1.11145091     ,   12.9256048     ,           3
  0.813671410     ,   6.51135588     ,           3
   1.15937471     ,   14.4336014     ,           3
   1.14513421     ,   13.9679976     ,           3
   1.01844692     ,   10.4339056     ,           2
   1.13134575     ,   13.5314960     ,           1
   1.18165123     ,   15.1932688     ,           3
   1.47512913     ,   29.8627090     ,           2
   1.40604806     ,   25.4711170     ,           3
   1.50616348     ,   32.0747604     ,           3
