 logrho,rho,tipo
  0.672064543     ,   4.69963932     ,           3
   1.06327486     ,   11.5684404     ,           2
  0.516346335     ,   3.28357029     ,           2
  0.572986901     ,   3.74099302     ,           3
  0.602025568     ,   3.99968266     ,           2
  0.313883752     ,   2.06007838     ,           3
  0.324726909     ,   2.11216044     ,           3
  0.141369894     ,   1.38474524     ,           2
  0.166900858     ,   1.46859097     ,           1
  0.283998758     ,   1.92308617     ,           3
 -0.155663356     ,  0.698773861     ,           3
   6.19178005E-02 ,   1.15323496     ,           1
  0.479981750     ,   3.01982474     ,           1
  0.416787088     ,   2.61088109     ,           3
  0.154359668     ,   1.42678869     ,           2
   6.59331530E-02 ,   1.16394687     ,           3
  0.163520932     ,   1.45720589     ,           3
  0.209654748     ,   1.62052131     ,           3
  0.125660405     ,   1.33555079     ,           2
  -4.60480414E-02 ,  0.899398088     ,           1
 -0.158479765     ,  0.694256961     ,           3
  0.334597975     ,   2.16071749     ,           3
  0.347179234     ,   2.22422767     ,           3
  0.411340445     ,   2.57834148     ,           3
  0.568410873     ,   3.70178199     ,           3
   5.08254319E-02 ,   1.12415302     ,           3
  0.653842032     ,   4.50652742     ,           3
  0.193393394     ,   1.56096578     ,           3
  -9.97285768E-02 ,  0.794824839     ,           3
  0.806056142     ,   6.39817524     ,           3
  0.863283157     ,   7.29933214     ,           3
  -1.30177476E-02 ,  0.970470309     ,           3
   1.05178463     ,   11.2663870     ,           3
   1.11248267     ,   12.9563513     ,           2
   1.02434635     ,   10.5766058     ,           1
  0.982148468     ,   9.59728622     ,           1
  0.775021672     ,   5.95691824     ,           2
  0.936390758     ,   8.63755417     ,           3
   1.03330123     ,   10.7969522     ,           3
  0.998538911     ,   9.96641350     ,           1
  0.723314345     ,   5.28827906     ,           3
  0.657635033     ,   4.54605865     ,           2
  0.527017653     ,   3.36525226     ,           3
  0.337958127     ,   2.17749977     ,           3
  0.307994187     ,   2.03232980     ,           3
   1.06132996     ,   11.5167503     ,           3
   1.03330123     ,   10.7969522     ,           3
  0.590687513     ,   3.89661503     ,           2
  0.936390758     ,   8.63755417     ,           3
  0.863283157     ,   7.29933214     ,           3
   8.10591578E-02 ,   1.20520008     ,           2
  0.624634445     ,   4.21341705     ,           2
  0.869443536     ,   7.40360975     ,           2
  0.974179506     ,   9.42278957     ,           2
  0.833727717     ,   6.81911039     ,           2
  0.617629409     ,   4.14600134     ,           3
  0.527017653     ,   3.36525226     ,           3
   9.02457982E-02 ,   1.23096526     ,           2
  0.958667219     ,   9.09216309     ,           3
  0.816914201     ,   6.56015587     ,           2
  0.888466895     ,   7.73511744     ,           1
  0.908361793     ,   8.09770203     ,           2
  0.869443536     ,   7.40360975     ,           1
  0.402782440     ,   2.52803135     ,           2
  0.790261745     ,   6.16966724     ,           2
  0.888466895     ,   7.73511744     ,           1
  0.760298312     ,   5.75835323     ,           2
  0.339786768     ,   2.18668771     ,           3
  0.669217050     ,   4.66892672     ,           2
  0.386156350     ,   2.43307972     ,           3
  0.727768838     ,   5.34279919     ,           3
  0.681116343     ,   4.79861975     ,           3
  0.689234316     ,   4.88916063     ,           3
  0.148682147     ,   1.40825772     ,           3
  0.431235671     ,   2.69920373     ,           3
  0.597267926     ,   3.95610595     ,           3
  0.297893703     ,   1.98560882     ,           3
  0.669217050     ,   4.66892672     ,           2
  0.532694817     ,   3.40953207     ,           3
  0.407040387     ,   2.55293870     ,           3
  0.473988295     ,   2.97843599     ,           2
  -2.26695556E-02 ,  0.949140370     ,           2
 -0.311212361     ,  0.488413483     ,           2
 -0.267764211     ,  0.539803624     ,           3
 -0.335879028     ,  0.461446106     ,           3
  0.142820999     ,   1.38937986     ,           3
  -5.41166030E-02 ,  0.882842839     ,           3
  -9.30157602E-02 ,  0.807205737     ,           1
  -1.30177476E-02 ,  0.970470309     ,           2
  -1.70653369E-02 ,  0.961467624     ,           3
   8.92155021E-02 ,   1.22804844     ,           3
 -0.355496436     ,  0.441065967     ,           3
 -0.272870958     ,  0.533493400     ,           3
  0.189598188     ,   1.54738426     ,           2
  0.303963453     ,   2.01355481     ,           1
  0.394561321     ,   2.48062611     ,           3
  0.486464947     ,   3.06524324     ,           3
  0.552031636     ,   3.56477046     ,           3
  0.225993484     ,   1.68264878     ,           2
 -0.331769794     ,  0.465832949     ,           3
  0.337969810     ,   2.17755842     ,           2
  0.539350450     ,   3.46218657     ,           2
  0.394561321     ,   2.48062611     ,           3
  0.673766494     ,   4.71809292     ,           3
  0.581995249     ,   3.81940079     ,           2
  0.196637273     ,   1.57266879     ,           3
  -5.48432060E-02 ,  0.881367028     ,           3
  -4.28450992E-03 ,  0.990183055     ,           2
  0.459647626     ,   2.88169241     ,           3
  0.524002552     ,   3.34196973     ,           2
  0.446835518     ,   2.79792142     ,           3
  0.441814601     ,   2.76576066     ,           3
  0.417545587     ,   2.61544490     ,           3
  0.383509815     ,   2.41829801     ,           1
  0.542486191     ,   3.48727512     ,           2
  0.742848039     ,   5.53156471     ,           1
  0.768553615     ,   5.86885786     ,           1
  -6.35062903E-02 ,  0.863960147     ,           3
  -3.19793448E-02 ,  0.929010570     ,           3
  0.837269783     ,   6.87495422     ,           3
  0.311293662     ,   2.04782891     ,           3
   8.02950934E-02 ,   1.20308161     ,           3
  -9.65271890E-02 ,  0.800705492     ,           3
 -0.131235704     ,  0.739203990     ,           3
  -4.68149669E-02 ,  0.897811234     ,           3
  0.581995249     ,   3.81940079     ,           1
  0.718579233     ,   5.23093367     ,           3
  0.819044948     ,   6.59242105     ,           3
  0.856293201     ,   7.18279076     ,           3
   1.10258555     ,   12.6644278     ,           1
  0.992172599     ,   9.82138252     ,           2
  0.819044948     ,   6.59242105     ,           2
  0.958092690     ,   9.08014297     ,           3
   1.10258555     ,   12.6644278     ,           2
   1.19100785     ,   15.5241489     ,           3
   1.13830125     ,   13.7499542     ,           1
   1.10258555     ,   12.6644278     ,           1
  0.856293201     ,   7.18279076     ,           2
  0.377011389     ,   2.38238192     ,           3
  0.856293201     ,   7.18279076     ,           1
  0.904217124     ,   8.02078915     ,           2
   1.12606668     ,   13.3680077     ,           3
   1.11416757     ,   13.0067120     ,           3
   1.23521149     ,   17.1874523     ,           3
   1.12606668     ,   13.3680077     ,           2
  0.795876920     ,   6.24995518     ,           1
   9.01786238E-02 ,   1.23077488     ,           3
  0.773882508     ,   5.94131374     ,           3
  0.949974835     ,   8.91199303     ,           3
  0.942005813     ,   8.74995518     ,           1
  0.958092690     ,   9.08014297     ,           3
  0.454477280     ,   2.84758878     ,           2
  0.790272951     ,   6.16982698     ,           3
  0.849858999     ,   7.07715988     ,           2
  0.949974835     ,   8.91199303     ,           3
  0.196637273     ,   1.57266879     ,           3
  0.665333211     ,   4.62735939     ,           3
  0.849858999     ,   7.07715988     ,           3
  0.548826456     ,   3.53855920     ,           3
  0.472849309     ,   2.97063518     ,           3
   1.39666339E-02 ,   1.03268206     ,           3
  0.264059246     ,   1.83678889     ,           3
  0.446835518     ,   2.79792142     ,           3
  0.383509815     ,   2.41829801     ,           3
  0.320633829     ,   2.09234762     ,           3
  0.127262220     ,   1.34048581     ,           3
 -0.128558725     ,  0.743774474     ,           1
  0.233653456     ,   1.71259022     ,           2
  0.405901462     ,   2.54625249     ,           3
  0.309449524     ,   2.03915167     ,           3
   5.70418425E-02 ,   1.14035964     ,           2
   2.91406922E-02 ,   1.06940126     ,           3
  0.221461609     ,   1.66518164     ,           1
   7.81290159E-02 ,   1.19709611     ,           1
  0.110647321     ,   1.29017115     ,           3
 -0.112141639     ,  0.772428632     ,           3
   1.30356103E-02 ,   1.03047061     ,           3
  -1.04953852E-02 ,  0.976123154     ,           3
 -0.151180252     ,  0.706024468     ,           3
   4.15051207E-02 ,   1.10028481     ,           3
  0.337958127     ,   2.17749977     ,           2
  0.661461353     ,   4.58628845     ,           3
  0.513140976     ,   3.25942492     ,           3
  0.497054070     ,   3.14089966     ,           3
  -8.75695571E-02 ,  0.817392111     ,           3
  0.129068628     ,   1.34607303     ,           2
  0.249150097     ,   1.77480268     ,           2
  0.192087114     ,   1.55627775     ,           3
  0.284781575     ,   1.92655563     ,           2
  0.376079291     ,   2.37727427     ,           3
  0.337958127     ,   2.17749977     ,           3
  0.304601252     ,   2.01651406     ,           3
  0.521413684     ,   3.32210732     ,           3
  0.689234316     ,   4.88916063     ,           3
  0.112468764     ,   1.29559350     ,           3
  0.334323704     ,   2.15935326     ,           1
  0.354699969     ,   2.26308036     ,           2
  0.481541544     ,   3.03069019     ,           2
 -0.135516509     ,  0.731953502     ,           1
  0.276783109     ,   1.89139879     ,           3
  0.194703534     ,   1.56568193     ,           2
  0.354699969     ,   2.26308036     ,           3
  0.407040387     ,   2.55293870     ,           2
  0.276783109     ,   1.89139879     ,           3
  0.424502194     ,   2.65767694     ,           3
  0.433503568     ,   2.71333599     ,           2
  0.469024837     ,   2.94459009     ,           3
   2.69963704E-02 ,   1.06413412     ,           3
  0.556176186     ,   3.59895325     ,           1
  -4.96543497E-02 ,  0.891960561     ,           2
  0.650081754     ,   4.46767664     ,           3
  0.661461353     ,   4.58628845     ,           1
  0.646353900     ,   4.42949152     ,           2
  0.732269406     ,   5.39845419     ,           2
  0.875692487     ,   7.51090860     ,           2
  0.958667219     ,   9.09216309     ,           2
  0.915201366     ,   8.22624016     ,           3
  0.710218906     ,   5.13119984     ,           2
  0.714540482     ,   5.18251371     ,           3
  0.732269406     ,   5.39845419     ,           3
  0.780042529     ,   6.02618599     ,           2
  0.556176186     ,   3.59895325     ,           2
  0.532694817     ,   3.40953207     ,           3
  0.998538911     ,   9.96641350     ,           2
   1.09129345     ,   12.3393822     ,           2
   1.13475919     ,   13.6382675     ,           3
  0.929212153     ,   8.49595356     ,           3
  0.584205329     ,   3.83888674     ,           4
  0.718905330     ,   5.23486280     ,           3
   1.12347817     ,   13.2885695     ,           2
   1.26738513     ,   18.5090942     ,           2
   1.01557231     ,   10.3650713     ,           3
  0.998538911     ,   9.96641350     ,           3
  0.765150905     ,   5.82305479     ,           2
  0.224573821     ,   1.67715740     ,           3
  0.246185482     ,   1.76272869     ,           3
  0.705940247     ,   5.08089495     ,           2
  0.958667219     ,   9.09216309     ,           2
  0.936390758     ,   8.63755417     ,           2
  0.974179506     ,   9.42278957     ,           3
  0.288022578     ,   1.94098675     ,           2
  0.272053719     ,   1.87091351     ,           3
  0.822446704     ,   6.64426088     ,           3
  0.828050613     ,   6.73055029     ,           3
  0.929212153     ,   8.49595356     ,           3
  0.356600612     ,   2.27300620     ,           3
  0.888466895     ,   7.73511744     ,           3
   1.12347817     ,   13.2885695     ,           3
  0.673147321     ,   4.71137142     ,           2
  0.710218906     ,   5.13119984     ,           3
  0.332517922     ,   2.15039349     ,           2
  0.502350330     ,   3.17943788     ,           3
  0.714540482     ,   5.18251371     ,           3
   1.07108998     ,   11.7784986     ,           2
   5.55617400E-02 ,   1.13647985     ,           2
  0.234525636     ,   1.71603298     ,           3
  0.901628375     ,   7.97312164     ,           1
   1.18306398     ,   15.2427750     ,           2
   1.14634120     ,   14.0068731     ,           2
   1.11248267     ,   12.9563513     ,           2
  0.901628375     ,   7.97312164     ,           3
  0.685156345     ,   4.84346724     ,           3
  0.505022943     ,   3.19906425     ,           3
  0.203986660     ,   1.59950888     ,           3
  0.746057689     ,   5.57259750     ,           2
   1.02434635     ,   10.5766058     ,           3
  0.775021672     ,   5.95691824     ,           1
  0.378076136     ,   2.38822985     ,           1
  0.127942055     ,   1.34258580     ,           3
  -5.33760861E-02 ,  0.884349465     ,           2
   1.87444210E-03 ,   1.00432539     ,           3
  0.635358393     ,   4.31875324     ,           2
  0.404906213     ,   2.54042411     ,           3
  0.199983835     ,   1.58483422     ,           1
 -0.237313449     ,  0.579010665     ,           3
  -6.29058182E-02 ,  0.865155518     ,           3
  0.165527344     ,   1.46395373     ,           3
  0.196017534     ,   1.57042623     ,           2
  0.189486489     ,   1.54698634     ,           3
   1.12333456E-02 ,   1.02620316     ,           3
  0.216221511     ,   1.64521062     ,           2
 -0.492534161     ,  0.321710944     ,           3
  0.129835486     ,   1.34845197     ,           3
 -0.583933890     ,  0.260655046     ,           2
  0.573185086     ,   3.74270010     ,           3
  0.582139969     ,   3.82067370     ,           3
 -0.203505501     ,  0.625884950     ,           3
  0.765071929     ,   5.82199621     ,           3
  0.786261380     ,   6.11309814     ,           3
  0.357582837     ,   2.27815270     ,           1
 -0.193761960     ,  0.640085578     ,           3
  0.605369985     ,   4.03060246     ,           3
  0.824050069     ,   6.66883612     ,           2
  0.874217033     ,   7.48543406     ,           3
  0.683598340     ,   4.82612276     ,           2
  0.800984740     ,   6.32389593     ,           2
  0.856842875     ,   7.19188690     ,           2
  0.539104939     ,   3.46022964     ,           3
  0.634992719     ,   4.31511831     ,           2
  0.582139969     ,   3.82067370     ,           1
  0.577639461     ,   3.78128529     ,           2
  0.610168874     ,   4.07538700     ,           2
  0.655926764     ,   4.52821207     ,           3
 -0.278844923     ,  0.526205122     ,           3
  0.526984215     ,   3.36499333     ,           3
  0.779082716     ,   6.01288271     ,           1
   8.43962282E-02 ,   1.21449637     ,           3
   9.31117013E-02 ,   1.23911524     ,           3
  0.695180297     ,   4.95655918     ,           3
  0.800984740     ,   6.32389593     ,           2
  0.582139969     ,   3.82067370     ,           2
  0.292566001     ,   1.96139920     ,           3
  0.357582837     ,   2.27815270     ,           3
 -0.170405895     ,  0.675451398     ,           3
  0.272151202     ,   1.87133348     ,           1
 -0.460111797     ,  0.346647590     ,           3
  0.123495094     ,   1.32890856     ,           3
  0.126653701     ,   1.33860886     ,           3
   3.67719829E-02 ,   1.08835852     ,           2
  0.123495094     ,   1.32890856     ,           2
 -0.188423440     ,  0.648002326     ,           2
   6.33434057E-02 ,   1.15702677     ,           2
  -7.40912780E-02 ,  0.843157530     ,           3
 -0.260387540     ,  0.549050748     ,           3
  0.100510634     ,   1.26040649     ,           3
  -8.39624107E-02 ,  0.824209452     ,           3
  -2.62579578E-03 ,  0.993972123     ,           2
  -7.40912780E-02 ,  0.843157530     ,           3
 -0.102121122     ,  0.790458143     ,           3
   2.66837664E-02 ,   1.06336844     ,           2
  0.235608548     ,   1.72031724     ,           2
  0.138396561     ,   1.37529719     ,           3
  0.187925756     ,   1.54143691     ,           3
  0.117572747     ,   1.31090963     ,           3
  0.209714293     ,   1.62074351     ,           3
  0.413564146     ,   2.59157705     ,           3
  0.570549130     ,   3.72005296     ,           3
  0.653272152     ,   4.50061798     ,           2
  0.770526171     ,   5.89557457     ,           3
  0.544125199     ,   3.50046086     ,           2
  0.614353240     ,   4.11484289     ,           2
  0.517795444     ,   3.29454517     ,           3
  0.176780313     ,   1.50238180     ,           3
  0.986491561     ,   9.69374371     ,           3
  0.994924784     ,   9.88381958     ,           2
  0.942826569     ,   8.76650715     ,           2
  0.745843291     ,   5.56984758     ,           3
  0.994924784     ,   9.88381958     ,           2
   1.17745149     ,   15.0470543     ,           2
   1.14619350     ,   14.0021124     ,           3
   1.09504068     ,   12.4463129     ,           3
  0.990687549     ,   9.78785610     ,           2
   1.00788987     ,   10.1833315     ,           3
  0.804865599     ,   6.38065958     ,           3
  0.931642234     ,   8.54362583     ,           3
  0.873189926     ,   7.46775198     ,           2
   1.17745149     ,   15.0470543     ,           2
   1.24009860     ,   17.3819561     ,           2
   1.11143124     ,   12.9250202     ,           2
  0.842155337     ,   6.95272970     ,           3
  0.765475988     ,   5.82741594     ,           3
  0.667060733     ,   4.64580250     ,           3
   1.04928291     ,   11.2016726     ,           1
   1.00788987     ,   10.1833315     ,           3
   1.30455685     ,   20.1630802     ,           1
   1.37005877     ,   23.4454594     ,           1
   1.36007452     ,   22.9126072     ,           2
   1.43532574     ,   27.2474461     ,           2
   1.36007452     ,   22.9126072     ,           2
   1.29595673     ,   19.7677288     ,           1
   1.08971179     ,   12.2945261     ,           3
   1.03504229     ,   10.8403254     ,           3
   1.05904269     ,   11.4562569     ,           2
   1.09504068     ,   12.4463129     ,           2
   1.58855450     ,   38.7752419     ,           2
   1.45945954     ,   28.8044434     ,           3
   1.51216602     ,   32.5211563     ,           3
   1.05413544     ,   11.3275347     ,           2
   1.04448402     ,   11.0785770     ,           3
   1.17101741     ,   14.8257723     ,           2
   1.29595673     ,   19.7677288     ,           2
  0.616129577     ,   4.13170767     ,           2
  0.935338438     ,   8.61664963     ,           3
  0.561038315     ,   3.63947129     ,           3
  0.313313812     ,   2.05737662     ,           2
  0.720220268     ,   5.25073719     ,           3
  0.169081613     ,   1.47598386     ,           3
  0.632451892     ,   4.28994656     ,           3
  0.671082079     ,   4.68902016     ,           3
  0.687550426     ,   4.87024069     ,           3
  0.422589123     ,   2.64599562     ,           3
  0.157164499     ,   1.43603325     ,           2
   2.34884154E-02 ,   1.05557334     ,           3
  0.692547381     ,   4.92660093     ,           3
  0.758227348     ,   5.73095989     ,           3
  0.862964392     ,   7.29397631     ,           3
  0.776325881     ,   5.97483444     ,           2
  0.533282340     ,   3.41414785     ,           2
  0.913765073     ,   8.19907951     ,           1
  0.321305454     ,   2.09558582     ,           3
  0.904357553     ,   8.02338314     ,           3
   1.07735956     ,   11.9497700     ,           3
   1.10109758     ,   12.6211128     ,           2
   1.09144616     ,   12.3437214     ,           3
  0.886132479     ,   7.69365120     ,           1
  0.833000720     ,   6.80770493     ,           3
  0.792805433     ,   6.20590925     ,           3
  0.895149469     ,   7.85505867     ,           1
   1.02518106     ,   10.5969534     ,           3
   1.02929759     ,   10.6978779     ,           3
  0.997408152     ,   9.94049835     ,           3
  0.830376446     ,   6.76669264     ,           2
  0.797631025     ,   6.27524948     ,           1
  0.933214724     ,   8.57461643     ,           2
  0.910606623     ,   8.13966656     ,           3
  0.898197174     ,   7.91037607     ,           2
  0.960581124     ,   9.13232040     ,           3
  0.874394000     ,   7.48848534     ,           3
  0.800064147     ,   6.31050539     ,           3
   1.10600483     ,   12.7645311     ,           3
   1.08200443     ,   12.0782614     ,           3
   1.08200443     ,   12.0782614     ,           2
  0.923380971     ,   8.38264275     ,           2
   1.09144616     ,   12.3437214     ,           2
  0.898197174     ,   7.91037607     ,           3
  0.833000720     ,   6.80770493     ,           2
  0.753818095     ,   5.67306948     ,           3
   1.08200443     ,   12.0782614     ,           4
   1.21797943     ,   16.5188351     ,           2
  0.780970871     ,   6.03908110     ,           3
  0.753818095     ,   5.67306948     ,           3
  0.790412545     ,   6.17180967     ,           2
   1.08200443     ,   12.0782614     ,           1
   1.08669972     ,   12.2095518     ,           1
   1.09144616     ,   12.3437214     ,           1
  0.659546316     ,   4.56610966     ,           3
  0.405051559     ,   2.54127431     ,           3
  0.997408152     ,   9.94049835     ,           1
   1.21797943     ,   16.5188351     ,           1
  0.353242338     ,   2.25549746     ,           3
   1.09624505     ,   12.4808750     ,           2
  0.978604436     ,   9.51928711     ,           2
  0.964126408     ,   9.20717525     ,           2
  0.926634252     ,   8.44567299     ,           3
  0.559117317     ,   3.62340856     ,           1
  0.529340088     ,   3.38329673     ,           3
  0.684994042     ,   4.84165716     ,           2
   8.66101682E-03 ,   1.02014291     ,           3
  0.418017060     ,   2.61828589     ,           3
  0.199205041     ,   1.58199477     ,           3
   6.77303746E-02 ,   1.16877353     ,           3
  0.437691212     ,   2.73962545     ,           2
   7.54824653E-02 ,   1.18982327     ,           1
  0.342545241     ,   2.20062089     ,           2
  0.329863548     ,   2.13729048     ,           3
  0.470718324     ,   2.95609450     ,           3
  0.717016280     ,   5.21214247     ,           2
  0.791651368     ,   6.18943977     ,           2
  0.812501788     ,   6.49384308     ,           2
  0.730559051     ,   5.37723541     ,           3
  0.524717867     ,   3.34747887     ,           3
  0.349027693     ,   2.23371458     ,           2
  0.865438581     ,   7.33564949     ,           2
  0.481658608     ,   3.03150725     ,           3
  0.791651368     ,   6.18943977     ,           3
  0.951103151     ,   8.93517685     ,           3
   1.05792260     ,   11.4267473     ,           3
  0.767456114     ,   5.85404587     ,           3
   1.21762455     ,   16.5053444     ,           2
   1.31152976     ,   20.4894257     ,           2
  0.444515526     ,   2.78301477     ,           3
   1.15067744     ,   14.1474247     ,           3
  0.824532986     ,   6.67625570     ,           3
  0.232948169     ,   1.70981121     ,           2
   1.32676971     ,   21.2211895     ,           1
  0.461102247     ,   2.89136052     ,           1
   1.09268510     ,   12.3789864     ,           3
   1.31152976     ,   20.4894257     ,           2
   1.51865602     ,   33.0107994     ,           3
   1.61256087     ,   40.9789543     ,           3
   1.64359510     ,   44.0144348     ,           2
   1.62780082     ,   42.4424858     ,           2
   1.69474769     ,   49.5162430     ,           2
   1.75273991     ,   56.5900192     ,           2
   1.65998566     ,   45.7073059     ,           1
   1.87083936     ,   74.2744293     ,           1
   1.73253644     ,   54.0177422     ,           2
   1.62780082     ,   42.4424858     ,           2
   1.65998566     ,   45.7073059     ,           3
   1.56980872     ,   37.1371651     ,           3
  0.748615861     ,   5.60551977     ,           2
   1.38476205     ,   24.2528057     ,           1
   1.06635582     ,   11.6508017     ,           2
  0.740497768     ,   5.50171089     ,           3
  0.609565794     ,   4.06973171     ,           2
  0.744537890     ,   5.55313063     ,           2
  0.543467879     ,   3.49516654     ,           3
  -7.17868144E-03 ,  0.983606339     ,           3
  0.152444243     ,   1.42050982     ,           3
  0.386218935     ,   2.43343043     ,           2
  0.384334803     ,   2.42289615     ,           3
  0.146967292     ,   1.40270805     ,           2
  0.365929276     ,   2.32235861     ,           2
  0.397698939     ,   2.49861264     ,           2
  0.538434386     ,   3.45489097     ,           2
  0.915444136     ,   8.23083973     ,           3
  0.884629965     ,   7.66707993     ,           2
  0.839467525     ,   6.90983248     ,           3
   1.14589405     ,   13.9924612     ,           2
  0.543829501     ,   3.49807811     ,           4
  0.308612347     ,   2.03522468     ,           2
  0.336326033     ,   2.16933203     ,           3
  0.346545339     ,   2.22098351     ,           3
  0.487877220     ,   3.07522726     ,           3
  0.589587629     ,   3.88675904     ,           3
  0.955561578     ,   9.02737713     ,           2
   1.12470484     ,   13.3261528     ,           2
   1.21647537     ,   16.4617271     ,           3
   1.36774349     ,   23.3208046     ,           2
   1.44692492     ,   27.9849720     ,           2
   1.42573559     ,   26.6523552     ,           2
   1.54383504     ,   34.9812279     ,           1
   1.74795532     ,   55.9700012     ,           2
   1.60182714     ,   39.9785576     ,           2
   1.79371285     ,   62.1888962     ,           1
   1.70656264     ,   50.8818207     ,           2
   1.49268246     ,   31.0944252     ,           3
   1.66877401     ,   46.6416588     ,           2
   1.74795532     ,   55.9700012     ,           2
   1.79371285     ,   62.1888962     ,           1
   1.66877401     ,   46.6416588     ,           2
   1.57186389     ,   37.3133202     ,           2
   1.51750612     ,   32.9235115     ,           1
   1.08519602     ,   12.1673517     ,           3
  0.896694601     ,   7.88305569     ,           2
  0.999765575     ,   9.99460316     ,           2
  0.577688336     ,   3.78171062     ,           3
   6.85092360E-02 ,   1.17087150     ,           3
   1.71524826E-02 ,   1.04028535     ,           1
  -3.59714665E-02 ,  0.920510054     ,           2
  0.154654354     ,   1.42775714     ,           3
  0.425728172     ,   2.66518998     ,           2
  0.478435516     ,   3.00909233     ,           2
  0.417533666     ,   2.61537313     ,           1
   7.95517042E-02 ,   1.20102406     ,           3
  0.109449580     ,   1.28661788     ,           3
   2.77759451E-02 ,   1.06604600     ,           2
  0.146967292     ,   1.40270805     ,           3
  0.221603408     ,   1.66572535     ,           3
  0.219673693     ,   1.65834045     ,           3
  0.181504041     ,   1.51881206     ,           2
  0.211766660     ,   1.62842083     ,           3
   6.81987628E-02 ,   1.17003477     ,           3
  0.314880103     ,   2.06481004     ,           3
  0.239497945     ,   1.73579299     ,           1
  0.645271957     ,   4.41847038     ,           3
  0.526448309     ,   3.36084366     ,           2
  0.601950169     ,   3.99898863     ,           4
  0.763182759     ,   5.79672575     ,           1
  0.725061893     ,   5.30960131     ,           3
  0.610275686     ,   4.07638979     ,           3
  0.881532192     ,   7.61258554     ,           2
   1.07633543     ,   11.9216261     ,           4
  0.470191419     ,   2.95251036     ,           2
  0.804974437     ,   6.38225937     ,           2
  0.866111636     ,   7.34702778     ,           1
  0.827481985     ,   6.72174454     ,           3
  0.725061893     ,   5.30960131     ,           3
  0.181504041     ,   1.51881206     ,           2
  -4.07729112E-02 ,  0.910389185     ,           3
  0.436992586     ,   2.73522186     ,           3
  0.800609648     ,   6.31843662     ,           2
  0.955512702     ,   9.02636147     ,           2
   1.13785386     ,   13.7357988     ,           1
  0.333734542     ,   2.15642595     ,           2
  0.400930017     ,   2.51727128     ,           2
   1.25654399     ,   18.0527782     ,           2
   1.15715909     ,   14.3601542     ,           3
   1.32349110     ,   21.0615864     ,           1
   2.31633615E-02 ,   1.05478358     ,           3
   1.32349110     ,   21.0615864     ,           2
   1.28209829     ,   19.1468925     ,           2
  0.413214117     ,   2.58948922     ,           2
   1.09304142     ,   12.3891459     ,           2
   1.23241043     ,   17.0769539     ,           3
   1.24430954     ,   17.5513115     ,           2
   1.43888474     ,   27.4716511     ,           3
   1.29546225     ,   19.7452316     ,           2
   1.54534018     ,   35.1026764     ,           3
   1.57016397     ,   37.1675529     ,           2
   1.36924863     ,   23.4017677     ,           1
   1.42040133     ,   26.3269958     ,           2
   1.49958265     ,   31.5924053     ,           2
   1.62452173     ,   42.1232300     ,           3
   1.62452173     ,   42.1232300     ,           3
  0.639239907     ,   4.35752535     ,           2
   1.00127053     ,   10.0292969     ,           2
   1.45818996     ,   28.7203655     ,           1
   1.54534018     ,   35.1026764     ,           3
   1.52185917     ,   33.2551651     ,           1
   1.42040133     ,   26.3269958     ,           3
   1.42040133     ,   26.3269958     ,           2
   1.22082841     ,   16.6275558     ,           3
  0.585763276     ,   3.85268283     ,           3
  0.994430959     ,   9.87258720     ,           2
   1.49958265     ,   31.5924053     ,           3
   1.75922048     ,   57.4407921     ,           2
   1.65448487     ,   45.1320343     ,           1
   1.14739919     ,   14.0410366     ,           2
  0.804974437     ,   6.38225937     ,           3
  0.591092110     ,   3.90024710     ,           3
   8.71028975E-02 ,   1.22208917     ,           3
  0.167128354     ,   1.46936047     ,           2
  0.680034399     ,   4.78668022     ,           1
   1.65448487     ,   45.1320343     ,           2
   1.49958265     ,   31.5924053     ,           2
   1.62452173     ,   42.1232300     ,           2
   1.72143185     ,   52.6540527     ,           3
   1.47839332     ,   30.0880032     ,           1
   1.52185917     ,   33.2551651     ,           1
   1.65448487     ,   45.1320343     ,           2
  0.846367478     ,   7.02049112     ,           3
  0.309239775     ,   2.03816700     ,           3
  0.886796474     ,   7.70542192     ,           2
   1.40267253     ,   25.2739124     ,           3
   1.45818996     ,   28.7203655     ,           2
   1.12851381     ,   13.4435453     ,           3
  0.892125249     ,   7.80055094     ,           3
  0.804974437     ,   6.38225937     ,           3
   1.30925059     ,   20.3821793     ,           2
   1.49958265     ,   31.5924053     ,           3
   1.47839332     ,   30.0880032     ,           3
   1.57016397     ,   37.1675529     ,           1
   1.38563919     ,   24.3018379     ,           2
   1.18782806     ,   15.4109039     ,           2
  0.866111636     ,   7.34702778     ,           2
  0.851220071     ,   7.09937382     ,           1
  0.714248896     ,   5.17903566     ,           3
  0.618763924     ,   4.15684605     ,           2
  0.547753453     ,   3.52982759     ,           2
  0.804974437     ,   6.38225937     ,           2
   1.42040133     ,   26.3269958     ,           2
   1.49958265     ,   31.5924053     ,           2
   1.65448487     ,   45.1320343     ,           2
   1.59649277     ,   39.4905167     ,           3
  0.856127381     ,   7.18004799     ,           3
  0.728726804     ,   5.35459709     ,           3
  0.700238049     ,   5.01462030     ,           3
  0.886796474     ,   7.70542192     ,           2
  0.728726804     ,   5.35459709     ,           2
   1.24430954     ,   17.5513115     ,           3
   1.28209829     ,   19.1468925     ,           2
   1.35345447     ,   22.5659924     ,           2
   1.19855189     ,   15.7961740     ,           2
  0.714248896     ,   5.17903566     ,           2
